river,country,province
Река Юкон,США,Аляска
Западная Морава,ОПП,Сербия
Тичино,I,Ломбардия
Колима,Р,Республика Саха
Тигр,ИРК,Аль-Анбар
Пьэндш,AFG,Афганистан
Теннесси,США,Кентукки
Остердалаэльв,И,Даларна
Лувуа,ЗРЕ,Шаба/Катанга
Мозель,D,Rheinland Pfalz
Дон,Р,Ростовская область
Джубба,СП,Сомали
Арканзас,США,Арканзас
Семлики,ЗРЕ,Верхний Заир
Лулуа,ЗРЕ,Касаи
Ривер Огайо,США,Иллинойс
Ривер Огайо,США,Кентукки
Мюррей Ривер,AUS,Южная Австралия
Нил,ЕТ,Эль-Дакалия
Маникуаган,КН,Квебек
Умеэльв,И,Вастерботтен
Тейсс,ОПП,Сербия
Аргун,ТДж,Хейлонгцзян
Рио Мадейра,КР,Амазонки
Бахр-эль-Гасаль,СУД,Aali a Nil
Люкни,ЗРЕ,Бандунду
Шари,TCH,Чад
