country,name,percentage
G,Мусульмане,1.0
РММ,Мусульмане,90.0
БУ,Англиканский,15.0
D,Протестанты,45.0
РМ,Кристиан,41.0
ЗАХОД,Кристиан,8.0
Новой Зеландии,Англиканский,24.0
РН,Мусульмане,80.0
ИУ,Протестанты,96.0
GH,Кристиан,24.0
CZ,Протестанты,4.6
ФСО,Мусульмане,8.0
РП,Мусульмане,5.0
ТА,Мусульмане,3.8
Ру,Протестанты,2.0
AXA,Англиканский,29.0
Н,Протестанты,87.8
ФСО,Кристиан,52.0
КОК,Кристиан,100.0
КБК,Кристиан,50.0
HR,Мусульмане,1.2
Z,Мусульмане,1.0
ОПП,Мусульмане,3.2
ПА,Римская католическая,85.0
БЕРМ,Римская католическая,15.0
ГНБ,Кристиан,5.0
SK,Протестанты,8.4
ДОМ,Римская католическая,95.0
РИ,Буддисты,1.0
CZ,Христианская православная,3.0
ТТ,Мусульмане,6.0
К,Кристиан,100.0
F,Протестанты,2.0
И,Протестанты,94.0
I,Римская католическая,98.0
V,Римская католическая,100.0
NEP,Индуистский,90.0
СУД,Кристиан,5.0
GQ,Римская католическая,100.0
ЧР,Римская католическая,95.0
AUS,Англиканский,26.1
БиГ,Протестанты,4.0
Ил,Кристиан,2.0
ЗАХОД,Еврейский,17.0
DZ,Кристиан,0.5
WS,Кристиан,99.7
АЗС,Мусульмане,100.0
SK,Христианская православная,4.1
РММ,Кристиан,1.0
ZW,Мусульмане,1.0
КР,Римская католическая,70.0
BS,Церковь Божья,6.0
MD,Еврейский,1.5
COCO,Кристиан,20.0
ГНБ,Мусульмане,30.0
РЧ,Римская католическая,80.0
ТЛ,Мусульмане,1.0
СП,Мусульмане,100.0
ARU,Римская католическая,80.8
КАМ,Кристиан,33.0
МЭТ,Еврейский,0.2
Кейм,Англиканский,5.7
ДН,Протестанты,50.0
MS,Мусульмане,16.6
БОЛ,Римская католическая,95.0
ВРЕМЯ,Римская католическая,94.0
RSA,Мусульмане,2.0
БЕРМ,Африканский методистский епископ,11.0
