raceid,driverid,lap,position,time,milliseconds
932,831,42,17,1:19.975,79975
181,44,70,8,1:35.979,95979
66,15,47,9,1:30.818,90818
4,1,20,6,1:36.652,96652
931,13,53,16,1:20.735,80735
31,15,9,6,1:36.348,96348
977,13,29,9,1:10.370,70370
176,15,15,9,1:20.969,80969
871,10,13,19,1:59.303,119303
30,2,32,9,2:07.428,127428
143,23,49,14,2:12.617,132617
232,57,14,3,1:19.789,79789
136,31,67,11,1:19.783,79783
902,821,24,15,1:43.424,103424
134,37,35,15,1:17.673,77673
338,20,11,1,1:33.057,93057
936,831,44,17,1:53.801,113801
934,20,14,6,1:38.785,98785
82,39,40,15,1:20.475,80475
38,21,13,7,1:36.441,96441
161,55,58,10,1:28.845,88845
101,13,8,15,1:16.700,76700
848,20,10,1,1:45.055,105055
237,65,30,7,1:32.351,92351
906,3,56,1,1:19.825,79825
938,4,35,16,1:29.529,89529
212,57,26,3,1:25.284,85284
32,4,28,4,1:48.316,108316
943,831,30,16,1:24.852,84852
159,14,54,2,1:17.189,77189
911,154,20,16,1:56.004,116004
857,4,44,3,1:28.887,88887
204,56,25,3,1:26.916,86916
106,31,24,10,1:35.853,95853
198,68,3,17,1:22.453,82453
232,69,12,15,1:22.848,82848
63,24,15,18,1:21.138,81138
343,807,21,16,1:32.949,92949
865,811,37,14,1:19.933,79933
61,24,48,14,1:39.041,99041
57,26,6,15,1:36.517,96517
353,9,48,7,1:53.316,113316
101,4,32,3,1:15.270,75270
342,20,61,2,1:16.293,76293
237,84,7,5,1:30.729,90729
197,21,6,3,1:24.053,84053
66,11,1,21,2:37.502,157502
127,8,32,6,1:26.467,86467
50,18,50,13,1:38.366,98366
146,35,10,11,1:23.971,83971
9,5,38,7,1:36.225,96225
344,22,49,15,1:21.116,81116
869,808,28,15,1:22.758,82758
851,1,26,1,1:31.241,91241
62,15,46,7,1:14.341,74341
85,27,1,19,1:47.155,107155
220,79,25,17,1:14.837,74837
233,49,41,10,1:35.315,95315
341,4,57,3,1:24.846,84846
67,37,16,16,1:25.458,85458
849,153,14,14,1:45.430,105430
116,15,33,6,1:33.765,93765
886,814,63,7,1:17.841,77841
903,824,22,18,1:46.352,106352
871,30,31,4,1:56.641,116641
20,4,1,8,1:42.327,102327
895,3,33,8,1:36.412,96412
40,27,15,20,1:22.367,82367
886,819,66,18,1:19.592,79592
903,807,43,6,1:43.251,103251
961,8,46,4,1:26.573,86573
905,825,46,6,1:21.728,81728
861,1,33,3,1:56.884,116884
879,818,23,13,1:42.989,102989
855,10,22,22,1:44.504,104504
863,8,26,2,1:38.165,98165
118,31,40,5,1:27.023,87023
209,50,32,10,1:31.553,91553
9,10,12,16,1:37.754,97754
153,4,31,17,1:23.491,83491
163,37,21,5,1:34.806,94806
97,23,52,2,1:15.189,75189
844,808,2,9,1:37.306,97306
979,814,14,17,1:25.986,85986
5,22,50,1,1:26.255,86255
143,23,2,5,1:59.058,119058
974,20,1,2,1:23.794,83794
161,15,13,10,1:30.046,90046
57,13,31,3,1:33.808,93808
72,8,54,9,1:36.813,96813
959,832,65,14,1:20.989,80989
82,30,41,2,1:17.388,77388
233,84,12,7,1:31.260,91260
871,17,42,6,1:53.768,113768
900,4,37,5,1:34.374,94374
10,153,14,17,1:25.331,85331
126,15,40,3,1:17.496,77496
884,818,48,18,1:29.418,89418
65,30,35,7,1:35.053,95053
907,154,63,14,1:15.012,75012
