raceid,driverid,stop,lap,time,duration,milliseconds
970,839,2,4,14:12:49,33.491,33491
956,154,3,29,14:40:32,19.554,19554
910,826,1,8,14:17:58,23.423,23423
968,821,2,28,17:54:49,22.102,22102
892,20,1,23,14:37:56,24.305,24305
876,30,1,1,15:05:50,25.036,25036
973,807,2,33,14:52:15,22.362,22362
932,3,1,30,14:42:33,23.321,23321
928,833,2,40,15:17:19,24.088,24088
880,813,1,10,17:19:36,23.099,23099
879,4,1,10,14:17:29,22.472,22472
927,817,3,34,16:07:16,25.393,25393
962,1,3,34,21:09:30,28.421,28421
977,817,1,33,14:41:11,21.713,21713
949,1,1,13,18:25:20,24.512,24512
961,20,2,33,14:52:00,25.033,25033
896,818,2,26,15:44:28,24.128,24128
907,154,2,27,14:37:37,24.212,24212
965,815,2,27,14:51:47,24.467,24467
962,821,1,1,20:06:32,26.519,26519
867,808,4,47,15:30:40,30.800,30800
963,4,1,9,15:20:50,25.195,25195
939,817,1,13,20:28:10,31.307,31307
878,30,2,39,14:12:20,21.297,21297
843,67,2,16,15:32:19,24.722,24722
972,836,2,20,15:43:16,30.799,30799
893,819,1,11,20:25:52,31.841,31841
936,828,5,45,15:17:19,17.472,17472
863,808,3,39,16:10:35,23.167,23167
973,835,3,42,15:07:31,24.750,24750
893,817,1,15,20:33:06,32.097,32097
948,815,2,18,16:37:21,18:07.311,1087311
982,826,3,3,20:13:13,25.003,25003
929,833,2,34,19:04:04,27.573,27573
913,826,2,23,20:49:04,30.188,30188
960,831,3,23,15:09:23,30.238,30238
887,3,1,12,13:23:20,24.990,24990
900,824,1,20,17:54:48,23.821,23821
847,37,2,52,16:38:22,24.039,24039
873,5,3,45,21:38:17,30.232,30232
852,10,3,14,14:33:40,24.204,24204
850,4,2,32,14:55:46,20.035,20035
976,832,3,22,17:53:40,21:53.693,1313693
880,17,2,18,17:32:17,21.717,21717
949,837,2,31,18:56:29,28.120,28120
848,39,1,14,14:29:43,28.030,28030
849,817,2,28,13:56:23,26.942,26942
943,826,1,21,13:32:58,22.559,22559
982,836,1,1,20:06:49,40.506,40506
907,8,1,15,14:22:00,21.914,21914
952,817,2,28,14:47:45,22.104,22104
913,822,1,11,20:25:21,30.340,30340
961,815,2,28,14:45:06,24.033,24033
900,3,1,12,17:27:27,24.331,24331
885,20,1,30,14:44:08,24.375,24375
949,830,2,26,18:47:23,25.594,25594
970,8,1,4,14:12:21,23.847,23847
848,24,3,43,15:23:02,22.235,22235
971,839,1,11,18:21:47,24.664,24664
887,820,1,12,13:24:20,26.031,26031
944,828,2,32,14:45:52,29.148,29148
965,839,3,44,15:24:27,24.665,24665
864,808,3,44,15:11:45,21.817,21817
879,18,2,57,15:26:15,21.456,21456
891,818,1,10,14:23:44,24.070,24070
937,20,1,14,14:34:26,22.681,22681
864,20,4,42,15:07:43,26.143,26143
967,831,2,28,15:37:32,24:43.214,1483214
930,833,3,49,15:24:15,24.200,24200
934,8,2,38,14:09:28,30.397,30397
909,818,3,49,15:13:46,20.431,20431
862,818,1,11,15:23:22,22.835,22835
892,8,2,30,14:48:51,24.764,24764
952,154,1,15,14:28:12,23.187,23187
842,5,2,34,17:04:41,23.336,23336
883,814,2,36,16:05:30,22.475,22475
936,807,2,36,15:00:25,22.222,22222
863,817,3,38,16:08:50,22.495,22495
845,153,1,11,14:20:28,20.741,20741
903,155,3,40,16:15:53,24.722,24722
886,16,2,37,14:53:24,21.000,21000
915,4,1,25,15:47:40,35.112,35112
913,824,2,30,21:03:38,29.885,29885
953,154,1,15,14:29:44,33.490,33490
982,1,1,1,20:06:27,30.442,30442
962,835,2,11,20:26:49,28.847,28847
