qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
3366,338,153,5,17,17,1:26.095,1:26.089,
6541,938,829,209,28,18,1:27.731,,
872,58,11,8,22,20,1:18.920,,
4927,858,16,10,14,9,1:40.595,1:40.205,1:40.768
3326,337,20,9,5,1,1:55.029,1:53.883,1:54.101
1986,215,49,3,4,2,1:21.732,,
5790,896,824,206,22,19,1:26.970,,
5263,872,813,3,18,12,1:25.103,1:24.820,
1269,83,32,9,15,11,1:21.937,,
2704,262,14,3,2,5,1:27.211,,
7259,974,828,15,9,20,1:15.276,,
5574,886,20,9,1,1,1:22.318,1:28.166,1:25.425
1721,193,76,24,19,22,1:31.178,,
6713,949,154,210,8,9,1:32.005,1:31.756,
2637,258,103,27,25,18,1:13.613,,
4048,122,14,1,5,8,1:12.297,,
1076,68,18,11,12,4,1:45.809,1:44.662,1:45.503
122,23,6,3,8,14,1:16.756,1:16.479,
3779,355,810,166,25,22,1:44.510,,
4998,861,4,6,5,9,1:38.151,1:37.379,1:37.566
5519,883,815,1,6,12,1:34.310,1:33.914,
3841,111,50,18,19,20,,,
5571,885,820,206,23,20,1:27.303,,
5084,864,37,164,22,23,1:27.555,,
5767,895,818,5,18,18,1:33.357,,
473,40,19,8,23,17,1:18.250,,
5646,890,13,6,4,7,1:21.004,1:20.460,1:19.929
2224,241,92,30,16,23,2:04.050,,
6842,955,826,5,26,7,1:44.694,1:44.687,1:44.717
2720,262,100,33,20,21,1:29.039,,
7258,974,836,15,94,19,1:15.159,,
6939,959,825,4,20,17,1:16.716,,
2658,259,84,1,8,13,1:23.858,,
6489,936,822,3,77,6,1:23.649,1:23.555,1:23.222
5174,868,808,207,21,19,1:49.027,,
3198,11,10,7,10,13,1:39.459,1:38.991,
5531,884,1,131,10,2,1:21.728,1:21.001,1:20.972
5272,872,819,206,25,21,1:27.073,,
3601,348,22,3,9,12,1:21.478,1:21.331,
5915,902,807,10,27,12,1:34.874,1:35.116,
7102,967,154,210,8,7,1:12.893,1:12.343,1:11.937
3828,111,35,16,16,7,1:23.160,,
3505,344,807,3,10,12,1:16.770,1:16.438,
4731,849,13,6,6,4,1:32.760,1:31.640,1:31.124
2686,261,56,17,15,13,1:24.930,,
1872,209,75,20,15,20,1:28.366,,
3938,116,50,18,19,18,1:36.318,,
4128,92,44,7,17,8,1:31.686,,
1706,193,35,3,1,7,1:26.941,,
6335,927,822,3,77,9,1:40.249,1:40.650,1:53.179
4088,90,23,3,4,8,1:25.925,,
3656,350,5,205,19,19,1:25.742,,
4804,852,3,131,8,5,2:05.091,2:03.723,1:50.552
6232,915,155,207,10,19,1:43.166,,
5873,900,16,15,99,14,1:33.673,1:45.655,
6900,957,831,15,12,21,1:33.544,,
1927,212,23,17,11,9,1:18.423,,
3363,338,37,15,22,14,1:26.089,1:25.747,
6119,910,824,206,17,16,1:26.728,1:27.419,
4484,74,17,3,7,4,1:20.442,1:24.069,
3014,2,8,6,4,9,1:35.476,1:34.456,1:36.170
4809,852,808,4,10,10,2:05.292,2:03.466,1:52.303
7030,963,4,1,14,22,1:37.155,,
3270,15,22,23,23,5,1:31.272,1:31.055,1:32.660
5305,874,4,6,5,7,1:32.459,1:31.833,1:32.114
4279,99,46,18,20,19,1:17.913,,
2186,240,79,25,3,11,1:22.325,,
1500,156,50,21,14,20,1:14.138,,
5989,904,820,206,4,18,1:29.586,,
5310,874,814,10,11,12,1:32.898,1:32.327,
7187,971,13,3,19,8,1:31.373,1:30.677,1:30.074
3699,352,155,15,23,14,1:32.783,1:32.427,
7043,964,826,5,26,13,1:32.645,1:32.623,
7220,973,1,131,44,1,1:20.511,1:20.210,1:19.149
1089,68,15,7,8,17,1:49.098,,
7385,981,822,131,77,6,1:35.716,1:35.396,1:37.833
4834,854,22,3,11,12,1:48.061,1:48.082,
6387,930,20,6,5,3,1:27.534,1:26.167,1:25.458
