driverstandingsid,raceid,driverid,points,position,positiontext,wins
62027,757,564,0.0,53,53,0
68390,979,18,0.0,22,22,0
56254,585,221,12.0,9,9,0
7112,300,104,0.0,23,23,0
3843,78,30,24.0,5,5,0
50915,716,383,5.0,10,10,0
12048,138,62,0.0,19,19,0
20032,407,117,22.0,1,1,2
147,25,18,3.0,16,16,0
19714,396,123,5.0,9,9,0
65835,893,821,0.0,17,17,0
71,22,3,8.0,10,10,0
328,33,11,0.0,21,21,0
48102,739,347,0.0,15,15,0
48444,731,455,0.0,25,25,0
44185,818,658,0.0,20,20,0
58992,500,203,0.0,22,22,0
17888,7,6,0.0,20,20,0
55491,596,199,9.0,9,9,1
19171,378,123,11.0,6,6,0
57134,575,257,0.0,42,42,0
18300,359,163,0.0,23,23,0
20247,414,172,14.0,6,6,0
17511,317,95,59.0,2,2,4
9722,288,105,0.0,29,29,0
54900,609,292,0.0,26,26,0
17779,5,16,0.0,16,16,0
54455,647,360,6.0,8,8,0
52748,687,356,40.0,2,2,2
66930,914,8,45.0,11,11,0
57987,550,119,0.0,23,23,0
50864,714,429,0.0,26,26,0
22841,486,177,0.0,20,20,0
58664,519,221,20.0,4,4,1
52795,688,364,13.0,8,8,1
12618,100,4,33.0,5,5,0
43791,828,700,0.0,46,46,0
18378,361,163,2.0,17,17,0
65788,891,154,53.0,8,8,0
62007,757,555,0.0,15,15,0
55343,592,199,9.0,2,2,1
19100,375,133,0.0,31,31,0
55659,599,219,0.0,45,45,0
48122,740,477,0.0,14,14,0
44872,811,649,0.0,53,53,0
22744,483,202,0.0,10,10,0
49867,750,403,7.0,6,6,0
55649,599,278,0.0,39,39,0
43835,829,704,2.0,16,16,0
44578,823,737,0.0,55,55,0
12689,103,18,65.0,3,3,0
54986,612,182,2.0,12,12,0
21275,444,95,6.0,10,10,0
57106,575,172,20.0,8,8,0
53065,664,207,0.0,25,25,0
54735,654,330,0.0,43,43,0
57038,573,285,0.0,42,42,0
18028,12,9,8.0,15,15,0
49815,749,456,0.0,57,57,0
64415,843,67,4.0,12,12,0
49448,773,589,0.0,79,79,0
49305,771,516,0.0,42,42,0
49689,746,504,0.0,21,21,0
44201,818,615,0.0,48,48,0
56587,563,199,3.0,11,11,0
62202,760,560,0.0,55,55,0
