resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
13853,564,232,37,35,21,,R,22,0.0,21,,,,,,,5
22091,898,807,15,11,4,6.0,6,6,8.0,56,+30.400,5987548.0,54.0,6.0,1:40.952,196.596,1
6070,291,65,32,12,26,,R,16,0.0,36,,,,,,,20
9330,401,119,34,7,8,3.0,3,3,4.0,63,+1:26.879,5271086.0,,,,,1
2887,156,57,1,3,4,1.0,1,1,10.0,73,1:32:42.840,5562840.0,,,,,1
11011,464,123,21,30,18,,R,16,0.0,41,,,,,,,5
8046,360,94,18,23,15,,R,19,0.0,26,,,,,,,5
23339,967,20,6,5,5,5.0,5,5,10.0,71,+26.334,10887669.0,70.0,5.0,1:26.195,179.968,1
19888,826,615,113,59,11,,R,17,0.0,109,,,,,,,8
15987,647,361,86,4,9,,R,16,0.0,22,,,,,,,3
2533,139,8,1,4,6,,R,17,0.0,50,,,,,,,5
18481,764,502,32,11,12,,R,17,0.0,2,,,,,,,8
12619,521,200,21,30,18,6.0,6,6,1.0,44,,,,,,,11
15959,646,243,34,19,7,5.0,5,5,2.0,28,+3:31.8,6101900.0,,,,,1
19335,804,427,6,2,7,3.0,3,3,4.0,22,+5:08.6,13854400.0,,,,,1
1373,82,17,3,7,6,,N,19,0.0,55,,,46.0,15.0,1:16.803,214.397,55
12247,507,163,4,16,1,9.0,9,9,0.0,53,,,,,,,11
22207,903,818,5,25,9,12.0,12,12,0.0,53,,,34.0,14.0,1:42.896,190.712,11
16183,654,353,32,28,0,,F,26,0.0,0,,,,,,,81
13051,536,177,54,10,22,,R,12,0.0,59,,,,,,,22
14388,584,296,3,20,24,,W,26,0.0,0,,,,,,,54
6349,300,65,32,12,10,13.0,13,13,0.0,43,,,,,,,5
12479,515,163,4,16,0,,W,25,0.0,0,,,,,,,54
17652,730,347,95,2,18,5.0,5,5,2.0,93,,,,,,,17
10218,435,160,53,20,21,,R,18,0.0,28,,,,,,,8
15460,625,329,37,15,23,19.0,19,19,0.0,33,,,,,,,60
15388,622,306,66,19,7,,R,23,0.0,9,,,,,,,6
9756,417,175,26,16,14,,N,15,0.0,62,,,,,,,62
2653,145,57,1,3,2,9.0,9,9,0.0,64,,,,,,,8
5881,284,69,26,22,24,13.0,13,13,0.0,42,,,,,,,12
20974,849,815,15,17,12,7.0,7,7,6.0,52,+1:05.590,5386786.0,35.0,7.0,1:36.656,219.413,1
23252,963,815,10,11,7,6.0,6,6,8.0,56,+1:03.794,5896570.0,51.0,11.0,1:39.328,200.898,1
12135,503,200,21,30,15,4.0,4,4,3.0,75,,,,,,,11
22297,907,154,208,8,22,14.0,14,14,0.0,70,,,42.0,15.0,1:13.953,210.587,11
16909,695,289,66,5,10,4.0,4,4,3.0,15,+6:41.4,9224400.0,,,,,1
23145,958,822,3,77,10,9.0,9,9,2.0,69,,,59.0,11.0,1:25.273,184.954,11
21035,851,24,164,23,21,20.0,20,20,0.0,65,,,53.0,21.0,1:29.208,176.795,15
17199,709,364,183,6,5,,R,11,0.0,62,,,,,,,6
16569,676,341,11,8,7,,R,19,0.0,10,,,,,,,6
4752,241,77,6,28,8,6.0,6,6,1.0,70,,,,,,,12
17215,710,289,66,6,3,4.0,4,4,3.0,79,,,,,,,11
