targetid,raceid,driverid,win
65598,883,823,0
54097,625,243,0
13938,50,18,0
66864,911,815,0
57960,550,252,0
53892,678,358,0
45259,815,708,0
57176,528,199,1
50254,755,496,0
53067,664,235,1
18322,360,105,0
46928,791,537,0
62065,758,531,0
62539,764,517,0
46566,786,627,0
48455,731,346,0
48698,737,341,0
12311,119,31,1
19771,398,105,0
17400,314,87,0
48923,697,360,0
52849,689,359,0
66861,911,8,0
21624,454,95,0
5297,236,73,0
47330,782,533,0
4455,199,68,0
49018,767,578,0
22365,475,197,0
44962,812,677,0
5231,233,64,0
5357,238,86,0
68443,982,13,0
58783,522,177,0
64830,857,16,0
49414,772,478,0
62225,760,505,0
53860,677,347,0
22108,468,177,0
65175,869,815,0
51093,701,373,1
62517,764,555,0
10442,250,64,0
51149,702,358,0
11903,131,49,0
56404,588,200,0
49304,771,594,0
46845,790,611,0
22981,490,192,0
55365,592,293,0
64204,352,155,0
63783,338,810,0
5053,225,71,1
46736,788,609,0
54500,648,223,0
50759,710,278,0
46873,790,533,0
59088,503,199,1
51692,803,496,0
21328,446,158,0
48516,733,341,0
7027,297,91,0
67841,959,837,0
67245,936,3,0
20814,430,123,0
20047,408,102,0
20469,421,160,0
52841,689,374,0
57863,547,239,0
44586,823,722,0
46926,791,528,0
11719,156,44,0
54677,653,262,0
45231,815,612,0
18603,366,139,0
45065,813,632,0
50891,715,401,0
318,33,8,0
45375,816,714,0
48569,734,460,0
48463,732,289,0
50185,754,386,0
66902,913,825,0
65392,875,1,0
21157,440,137,0
43872,829,429,0
46861,790,597,0
63603,726,418,0
56324,586,295,0
55758,601,269,0
3382,172,37,0
46738,788,635,0
64986,860,818,0
66505,270,81,0
