raceid,driverid,lap,position,time,milliseconds
169,41,53,16,1:27.244,87244
159,14,35,2,1:16.156,76156
863,819,18,20,1:41.858,101858
872,8,12,7,1:31.062,91062
912,8,40,10,1:29.392,89392
885,4,19,6,1:21.135,81135
149,37,9,15,1:22.126,82126
893,819,16,20,1:55.411,115411
217,65,34,4,1:21.578,81578
910,824,46,15,1:31.883,91883
35,16,7,13,1:22.783,82783
160,64,9,12,1:30.710,90710
909,4,15,5,1:23.898,83898
22,14,32,9,1:28.708,88708
165,57,13,5,1:21.780,81780
85,32,19,13,1:52.218,112218
117,43,58,11,1:18.863,78863
965,839,54,18,1:44.672,104672
209,65,62,4,1:29.296,89296
900,807,24,4,1:35.457,95457
958,8,48,4,1:24.806,84806
12,5,7,10,1:50.912,110912
850,30,37,9,1:40.786,100786
185,69,64,15,1:26.164,86164
25,3,21,17,1:19.782,79782
136,21,37,4,1:19.380,79380
943,3,12,1,1:24.012,84012
843,20,32,5,2:00.475,120475
23,13,9,1,2:49.656,169656
27,9,20,10,1:17.958,77958
47,24,42,16,1:31.678,91678
342,67,26,13,1:19.972,79972
841,18,8,6,1:34.021,94021
18,5,32,2,1:29.837,89837
227,65,39,9,1:23.958,83958
979,814,8,17,1:26.900,86900
949,817,1,4,1:42.560,102560
60,22,22,13,1:24.667,84667
94,8,20,10,1:20.455,80455
40,23,34,18,1:17.773,77773
148,41,3,9,1:22.208,82208
864,20,54,9,1:28.583,88583
132,31,11,4,1:35.623,95623
77,31,8,9,1:32.447,92447
114,4,53,6,1:16.460,76460
21,11,21,17,2:01.855,121855
103,8,8,3,1:46.317,106317
936,826,2,6,1:31.656,91656
99,44,31,15,1:17.582,77582
10,153,9,18,1:25.412,85412
53,32,49,7,1:34.463,94463
59,23,6,12,1:19.227,79227
97,18,16,5,1:14.741,74741
148,8,23,6,2:08.251,128251
915,1,1,1,1:47.490,107490
864,818,29,14,1:30.603,90603
115,50,4,13,1:20.250,80250
92,46,41,19,1:36.001,96001
959,822,34,8,1:35.347,95347
342,3,23,2,1:17.403,77403
861,18,28,19,1:58.091,118091
859,3,63,7,1:19.045,79045
212,56,9,12,1:25.995,85995
949,13,35,7,1:37.806,97806
344,17,20,5,1:20.919,80919
140,2,20,12,2:00.872,120872
179,14,17,2,1:25.810,85810
909,818,22,10,1:24.191,84191
91,4,42,7,1:38.078,98078
911,3,11,8,1:55.495,115495
47,11,22,18,1:31.296,91296
139,35,15,5,1:14.821,74821
846,5,57,18,1:20.774,80774
866,4,43,2,1:18.005,78005
164,63,24,12,1:25.110,85110
149,23,40,4,1:46.341,106341
98,30,27,1,1:11.700,71700
203,23,12,7,2:26.938,146938
872,808,39,17,1:30.810,90810
349,30,23,5,1:53.247,113247
217,56,74,6,1:22.185,82185
60,35,47,6,1:23.359,83359
34,10,45,7,1:37.920,97920
205,23,43,7,1:21.917,81917
105,46,1,19,1:50.137,110137
238,44,2,13,1:26.741,86741
846,39,2,22,1:25.970,85970
974,826,71,9,1:19.569,79569
71,13,44,10,1:28.426,88426
150,21,54,11,1:18.904,78904
884,1,38,12,1:29.251,89251
60,32,55,14,1:25.692,85692
192,73,11,17,1:23.962,83962
23,17,45,4,1:28.057,88057
958,8,59,6,1:25.801,85801
38,5,55,9,1:35.972,95972
876,17,39,2,1:30.299,90299
939,20,57,1,1:50.939,110939
1,18,5,1,1:28.787,88787
873,3,7,9,1:57.795,117795
348,30,69,10,1:26.647,86647
59,27,62,13,1:20.784,80784
345,153,55,15,1:40.327,100327
347,3,22,7,1:20.170,80170
65,18,47,2,1:47.579,107579
81,11,48,17,1:24.606,84606
134,23,28,5,1:15.971,75971
936,833,33,20,1:31.869,91869
15,154,15,17,1:36.199,96199
41,25,48,11,1:21.316,81316
848,155,47,15,1:44.472,104472
104,42,51,7,1:22.689,82689
16,17,52,1,1:17.975,77975
25,16,68,19,1:19.047,79047
913,1,53,2,2:12.980,132980
118,31,23,7,1:24.964,84964
117,42,17,13,1:18.667,78667
926,18,34,12,1:36.961,96961
91,43,43,11,1:37.983,97983
56,8,11,9,1:26.726,86726
