targetid,raceid,driverid,win
64303,355,153,0
61988,757,476,0
56230,584,172,0
17369,313,140,0
50758,710,401,0
11219,183,15,0
55911,604,187,0
23089,492,178,0
23260,496,203,0
12898,57,13,0
48979,765,501,0
49943,751,499,0
20350,417,157,0
59336,510,163,0
54565,650,339,0
68088,948,20,0
43530,838,697,0
19084,375,99,0
52877,656,306,0
67355,940,831,0
19101,375,102,0
55637,599,231,0
17540,318,84,0
12868,56,4,0
22140,469,187,0
67792,957,836,0
4538,203,25,0
48142,740,459,0
17915,8,4,0
51340,706,305,0
19788,398,99,0
58071,552,235,0
58347,557,269,0
10302,245,49,0
47396,783,456,0
65196,870,4,0
189,27,17,0
58246,556,230,0
63968,345,67,0
55482,595,252,0
4589,205,55,0
10648,256,84,0
149,25,21,0
67492,944,815,0
65651,885,1,0
22074,467,199,0
16377,334,81,0
10435,250,77,0
16037,325,152,0
11270,186,22,0
57389,534,178,0
57724,542,158,0
3843,78,30,0
16070,326,150,0
58710,520,163,0
43987,831,633,0
12594,99,30,1
20512,423,117,1
58558,515,173,0
18336,360,77,0
57314,532,230,0
