driverstandingsid,raceid,driverid,points,position,positiontext,wins
62055,758,553,0.0,51,51,0
18452,363,122,0.0,28,28,0
44364,821,518,3.0,12,12,0
12748,105,47,1.0,20,20,0
3813,74,8,7.0,11,11,0
57564,538,137,0.0,32,32,0
1587,88,40,3.0,21,21,0
19456,386,146,0.0,31,31,0
20261,414,119,2.0,14,14,0
63438,722,373,27.0,1,1,3
17729,3,5,4.0,9,9,0
53477,641,351,0.0,43,43,0
12455,92,4,11.0,5,5,0
18497,364,131,4.0,13,13,0
53916,678,376,5.0,17,17,0
7084,299,104,0.0,23,23,0
11643,153,2,11.0,8,8,0
3375,172,25,2.0,15,15,0
10996,221,79,0.0,25,25,0
66850,910,20,88.0,6,6,0
19766,398,140,20.0,5,5,0
17507,317,105,0.0,33,33,0
51915,805,648,10.0,5,5,0
46229,795,651,0.0,56,56,0
63981,346,3,90.0,6,6,0
48647,736,356,6.0,10,10,0
9660,286,112,2.0,16,16,0
13925,50,4,95.0,2,2,4
48845,694,387,6.0,9,9,0
12524,95,44,1.0,14,14,0
21059,437,185,0.0,20,20,0
55388,593,232,1.0,14,14,0
55137,616,182,2.0,16,16,0
57936,549,233,2.0,14,14,0
50336,755,398,0.0,83,83,0
44858,811,647,25.0,1,1,3
11232,184,25,3.0,11,11,0
46955,791,512,0.0,85,85,0
86,22,11,0.0,19,19,0
7017,297,79,0.0,23,23,0
66302,265,101,0.0,30,30,0
11951,133,15,4.0,10,10,0
10887,217,21,8.0,12,12,0
44784,809,521,0.0,21,21,0
50737,709,309,0.0,18,18,0
64165,351,22,39.0,11,11,0
47300,782,501,9.0,6,6,0
20923,433,183,0.0,35,35,0
10806,214,49,19.0,3,3,1
48141,740,435,0.0,27,27,0
54993,612,333,3.0,11,11,0
48615,735,462,0.0,34,34,0
22065,466,173,2.0,18,18,0
46579,786,449,0.0,26,26,0
43521,838,731,0.0,73,73,0
63463,723,360,10.0,6,6,0
67602,950,832,4.0,12,12,0
66396,267,110,4.0,18,18,0
63955,345,1,127.0,1,1,2
56649,565,221,14.0,4,4,0
54731,654,312,0.0,40,40,0
20068,408,177,11.0,5,5,0
16429,336,102,78.0,1,1,6
10685,208,50,0.0,16,16,0
54114,626,199,0.0,20,20,0
19339,383,99,0.0,21,21,0
11544,149,30,68.0,1,1,5
50196,754,509,8.0,8,8,1
48779,692,289,4.0,7,7,0
67682,953,821,0.0,18,18,0
57286,531,211,0.0,26,26,0
54845,607,334,0.0,25,25,0
10905,218,78,1.0,19,19,0
23220,495,213,0.0,33,33,0
23138,493,212,8.0,11,11,0
18118,15,16,5.0,16,16,0
46857,790,558,0.0,41,41,0
66694,903,813,0.0,20,20,0
55096,615,238,25.0,4,4,1
49492,773,486,0.0,58,58,0
46700,788,528,4.0,11,11,0
44433,822,475,0.0,65,65,0
52984,661,362,0.0,20,20,0
57494,537,197,0.0,23,23,0
57270,531,203,0.0,18,18,0
43431,837,654,0.0,24,24,0
13782,43,20,1.0,17,17,0
49657,775,502,0.0,62,62,0
54045,624,235,16.0,3,3,0
16150,328,112,0.0,20,20,0
54924,610,250,0.0,19,19,0
10808,214,64,0.0,19,19,0
20075,409,163,6.0,9,9,0
66314,265,77,27.0,3,3,1
55058,614,182,2.0,14,14,0
58865,525,212,0.0,21,21,0
67009,917,828,0.0,19,19,0
18059,13,154,0.0,22,22,0
66532,271,94,4.0,20,20,0
68212,971,817,22.0,6,6,0
20080,409,174,0.0,19,19,0
22930,488,218,0.0,37,37,0
56093,580,292,0.0,25,25,0
68243,973,13,18.0,9,9,0
17532,318,137,25.0,6,6,1
12529,95,17,1.0,16,16,0
18656,368,118,6.0,12,12,0
18642,367,140,2.0,20,20,0
67891,961,826,23.0,14,14,0
54563,650,278,14.0,5,5,0
3379,172,15,6.0,10,10,0
58503,513,221,9.0,3,3,0
