resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
9177,395,160,27,26,17,,R,9,0.0,32,,,,,,,5
10204,435,122,25,4,22,4.0,4,4,3.0,81,,,,,,,11
4056,209,77,22,8,12,6.0,6,6,1.0,72,+31.393,6753108.0,,,,,1
6149,294,102,1,1,3,1.0,1,1,10.0,78,1:50:59.372,6659372.0,,,,,1
6882,317,102,1,1,3,2.0,2,2,6.0,71,+20.941,5763245.0,,,,,1
6150,294,95,3,5,1,2.0,2,2,6.0,78,+0.215,6659587.0,,,,,1
16792,688,389,191,19,17,,R,12,0.0,43,,,,,,,5
6665,310,127,41,15,18,,R,23,0.0,15,,,,,,,5
5203,259,87,25,4,12,9.0,9,9,0.0,56,,,,,,,12
17586,726,440,176,16,16,10.0,10,10,0.0,76,,,,,,,6
18577,769,578,6,16,1,2.0,2,2,7.0,24,+20.7,5847000.0,,,,,1
22213,903,155,207,10,18,18.0,18,18,0.0,53,,,48.0,16.0,1:43.323,189.924,11
17148,706,405,11,22,6,,R,20,0.0,27,,,,,,,80
22011,894,819,207,20,19,14.0,14,14,0.0,55,+1:03.578,6257279.0,54.0,19.0,1:44.477,193.477,1
1063,67,26,5,21,15,13.0,13,13,0.0,52,,,50.0,18.0,1:25.094,245.079,11
13639,556,239,1,30,19,,R,23,0.0,4,,,,,,,5
8047,360,138,32,12,23,,R,20,0.0,24,,,,,,,37
6597,308,122,41,16,18,,R,23,0.0,12,,,,,,,23
10314,439,184,52,21,24,8.0,8,8,0.0,58,,,,,,,12
18951,787,633,105,22,11,5.0,5,5,2.0,34,,,,,,,12
16194,655,317,32,23,12,,N,10,0.0,56,,,,,,,62
10936,461,190,45,31,0,,F,28,0.0,0,,,,,,,81
10288,438,137,34,1,9,9.0,9,9,0.0,66,,,,,,,5
9570,410,163,27,25,4,,R,12,0.0,46,,,,,,,3
6151,294,119,3,6,2,3.0,3,3,4.0,78,+31.843,6691215.0,,,,,1
15118,612,199,34,10,8,3.0,3,3,4.0,54,+46.48,6143000.0,,,,,1
23615,980,838,1,2,20,14.0,14,14,0.0,44,+57.078,5139898.0,44.0,15.0,1:49.907,229.415,1
12774,526,230,51,36,0,,F,25,0.0,0,,,,,,,81
11055,466,110,51,22,9,2.0,2,2,6.0,77,+9.319,5615027.0,,,,,1
1820,105,11,16,10,18,6.0,6,6,3.0,56,+54.791,5407211.0,36.0,8.0,1:33.533,209.804,1
2611,143,49,17,11,8,11.0,11,11,0.0,63,,,,,,,10
2975,160,30,6,3,2,1.0,1,1,10.0,62,1:31:39.776,5499776.0,,,,,1
21693,879,20,9,1,4,6.0,6,6,8.0,71,+9.453,6332109.0,36.0,9.0,1:19.090,196.136,1
22949,949,825,4,20,22,11.0,11,11,0.0,56,,,40.0,14.0,1:36.730,201.418,11
15226,616,224,32,1,1,,R,11,0.0,48,,,,,,,69
10572,448,176,21,17,19,,R,24,0.0,17,,,,,,,36
4954,249,69,18,24,12,8.0,8,8,0.0,75,,,,,,,12
7163,325,88,33,30,18,12.0,12,12,0.0,66,,,,,,,14
13541,553,212,64,25,24,,R,18,0.0,20,,,,,,,5
998,64,11,8,22,17,,R,14,0.0,38,,,26.0,19.0,1:19.413,207.351,6
15737,636,238,199,17,12,,R,20,0.0,19,,,,,,,5
17304,714,373,172,1,2,,R,15,0.0,7,,,,,,,5
4977,250,65,22,2,4,7.0,7,7,0.0,44,+54.043,5861918.0,,,,,1
20680,351,811,164,21,23,,R,22,0.0,29,,,19.0,23.0,1:57.962,154.819,3
14061,572,199,6,35,7,9.0,9,9,0.0,52,+57.5,5493100.0,,,,,1
23302,965,825,4,20,18,12.0,12,12,0.0,55,,,48.0,17.0,1:44.730,189.504,11
15764,637,262,1,11,16,,R,24,0.0,0,,,,,,,3
633,48,4,1,1,1,1.0,1,1,10.0,53,1:18:37.806,4717806.0,15.0,1.0,1:22.871,251.653,1
2427,134,13,15,8,12,,R,14,0.0,48,,,,,,,26
11338,475,208,37,19,0,,F,31,0.0,0,,,,,,,97
8032,360,65,22,20,25,5.0,5,5,2.0,74,,,,,,,11
19725,820,704,133,24,10,10.0,10,10,0.0,68,,,,,,,19
12046,499,136,54,10,0,,F,25,0.0,0,,,,,,,81
22968,950,830,5,33,9,8.0,8,8,4.0,56,+1:19.268,6013159.0,41.0,5.0,1:40.399,195.456,1
1920,110,35,16,16,13,6.0,6,6,3.0,54,+16.054,5494254.0,,,,,1
21192,858,814,10,15,10,9.0,9,9,2.0,55,+1:41.087,5932973.0,49.0,9.0,1:44.120,192.032,1
8123,362,122,37,16,12,,R,18,0.0,43,,,,,,,5
16862,692,385,6,20,1,,N,11,0.0,37,,,,,,,62
5966,287,91,15,29,16,,R,20,0.0,25,,,,,,,5
5198,259,91,15,29,10,4.0,4,4,3.0,58,+73.658,5382300.0,,,,,1
9372,402,145,18,24,14,,R,19,0.0,35,,,,,,,5
3588,187,21,22,9,17,,R,21,0.0,1,,,,,,,20
2799,152,23,3,5,2,1.0,1,1,10.0,45,1:18:17.873,4697873.0,,,,,1
1525,90,32,19,15,19,11.0,11,11,0.0,56,,,6.0,16.0,1:27.840,217.336,12
13873,565,278,57,22,12,13.0,13,13,0.0,74,,,,,,,14
10493,445,189,45,30,27,,R,27,0.0,0,,,,,,,3
4423,225,50,29,17,13,,R,21,0.0,19,,,,,,,5
18385,760,360,170,16,8,3.0,3,3,4.5,75,+22.4,9034000.0,,,,,1
13910,566,199,204,7,16,,R,25,0.0,2,,,,,,,5
7448,333,131,34,8,23,,R,21,0.0,21,,,,,,,6
18838,781,430,95,27,20,14.0,14,14,0.0,20,,,,,,,12
490,41,22,11,8,13,12.0,12,12,0.0,70,+30.439,6281731.0,62.0,14.0,1:18.543,199.885,1
20118,837,579,51,10,2,1.0,1,1,8.0,35,2:47:26.0,10046000.0,,,,,1
11461,480,173,32,11,15,6.0,6,6,1.0,79,,,,,,,11
7627,4,13,6,3,8,14.0,14,14,0.0,56,,,41.0,7.0,1:35.065,204.946,11
21085,853,808,4,10,7,,R,22,0.0,0,,,,0.0,,,4
20253,792,554,105,20,19,,R,8,0.0,54,,,,,,,5
22963,950,826,9,26,6,3.0,3,3,15.0,56,+45.936,5979827.0,38.0,14.0,1:41.546,193.248,1
16052,650,278,37,5,6,,R,11,0.0,34,,,,,,,5
18509,766,590,118,32,7,,R,16,0.0,11,,,,,,,25
1842,106,21,15,11,7,8.0,8,8,1.0,53,+56.276,5123261.0,44.0,8.0,1:33.850,222.751,1
23507,975,840,3,18,17,9.0,9,9,2.0,69,,,64.0,6.0,1:15.979,206.630,11
13398,549,238,25,3,8,3.0,3,3,4.0,70,+19.95,6925660.0,,,,,1
4646,236,77,22,4,5,6.0,6,6,1.0,44,+29.896,5325021.0,,,,,1
2670,146,8,15,17,9,4.0,4,4,3.0,71,+41.593,5307520.0,,,,,1
4106,211,75,20,15,21,,R,12,0.0,36,,,,,,,20
11952,496,178,3,1,3,,R,19,0.0,24,,,,,,,64
4894,246,94,18,23,20,,R,20,0.0,23,,,,,,,6
19122,794,532,135,37,13,,R,22,0.0,112,,,,,,,80
17023,700,383,183,9,9,9.0,9,9,0.0,85,,,,,,,112
14605,593,233,37,9,13,4.0,4,4,3.0,82,,,,,,,12
6152,294,30,22,19,6,4.0,4,4,3.0,78,+39.294,6698666.0,,,,,1
1457,87,4,4,5,1,3.0,3,3,6.0,71,+24.840,5385414.0,21.0,3.0,1:12.653,213.513,1
8319,367,156,25,3,14,,R,20,0.0,18,,,,,,,5
15243,617,327,25,6,11,5.0,5,5,2.0,55,+46.2,5403200.0,,,,,1
21724,880,821,15,12,18,13.0,13,13,0.0,57,,,32.0,16.0,1:31.415,208.836,11
17660,730,401,172,20,17,,R,13,0.0,24,,,,,,,44
13534,553,211,64,24,23,,R,11,0.0,40,,,,,,,3
13761,561,233,37,34,17,12.0,12,12,0.0,76,,,,,,,12
16446,670,278,6,22,1,,R,12,0.0,8,,,,,,,21
5013,251,14,3,6,1,,R,19,0.0,13,,,,,,,20
22223,904,4,6,14,7,6.0,6,6,8.0,66,+1:27.743,6152898.0,55.0,4.0,1:29.898,186.411,1
2650,145,2,15,16,10,6.0,6,6,1.0,65,+1:01.893,5525198.0,,,,,1
19095,793,578,118,18,12,,R,18,0.0,22,,,,,,,37
123,23,16,10,20,18,,R,15,0.0,67,,,60.0,16.0,1:22.039,146.564,4
6507,306,102,1,1,1,1.0,1,1,10.0,71,1:38:28.128,5908128.0,,,,,1
8432,370,112,33,30,8,,R,17,0.0,36,,,,,,,5
7339,330,99,39,17,24,13.0,13,13,0.0,74,,,,,,,13
