orderid,productid,unitprice,quantity,discount
11077,73,15.0,2,0.0
10887,25,14.0,5,0.0
10607,17,39.0,100,0.0
10972,33,2.5,7,0.0
10298,59,44.0,30,0.0
10909,7,30.0,12,0.0
10435,22,16.8,12,0.0
10803,19,9.2,24,0.0
10566,76,18.0,10,0.0
10903,68,12.5,20,0.0
10861,21,10.0,40,0.0
10342,55,19.2,40,0.0
10532,66,17.0,24,0.0
10797,11,21.0,20,0.0
10390,35,14.4,40,0.0
10682,33,2.5,30,0.0
10323,39,14.4,4,0.0
11039,28,45.6,20,0.0
10600,54,7.45,4,0.0
10372,38,210.8,40,0.0
10283,15,12.4,20,0.0
10741,2,19.0,15,0.0
10408,62,39.4,35,0.0
10358,24,3.6,10,0.0
10728,40,18.4,6,0.0
10418,74,8.0,15,0.0
10751,30,25.89,30,0.0
11059,60,34.0,35,0.0
10370,74,8.0,20,0.0
10451,77,10.4,55,0.0
10437,53,26.2,15,0.0
10455,61,22.8,25,0.0
10680,16,17.45,50,0.0
10304,71,17.2,2,0.0
10514,65,21.05,39,0.0
10464,43,36.8,3,0.0
10814,41,9.65,20,0.0
10836,22,21.0,52,0.0
10921,63,43.9,40,0.0
10643,39,18.0,21,0.0
10387,71,17.2,15,0.0
10263,16,13.9,60,0.0
11054,33,2.5,10,0.0
10997,32,32.0,50,0.0
10801,17,39.0,40,0.0
10577,77,13.0,18,0.0
10872,55,24.0,10,0.0
10571,42,14.0,28,0.0
10540,3,10.0,60,0.0
10677,33,2.5,8,0.0
11005,59,55.0,10,0.0
10515,16,17.45,50,0.0
10485,3,8.0,20,0.0
10435,2,15.2,10,0.0
10552,69,36.0,18,0.0
10511,7,30.0,50,0.0
10823,59,55.0,40,0.0
10319,76,14.4,30,0.0
10520,53,32.8,5,0.0
10535,11,21.0,50,0.0
10953,20,81.0,50,0.0
10950,4,22.0,5,0.0
10377,39,14.4,20,0.0
10248,11,14.0,12,0.0
10908,7,30.0,20,0.0
10792,68,12.5,15,0.0
10575,63,43.9,6,0.0
10977,47,9.5,30,0.0
10423,59,44.0,20,0.0
10684,47,9.5,40,0.0
10745,44,19.45,16,0.0
10440,29,99.0,24,0.0
11013,45,9.5,20,0.0
10410,59,44.0,16,0.0
11012,19,9.2,50,0.0
10287,46,9.6,15,0.0
10553,22,21.0,24,0.0
10396,23,7.2,40,0.0
10300,66,13.6,30,0.0
10526,1,18.0,8,0.0
10869,68,12.5,20,0.0
10468,43,36.8,15,0.0
11031,64,33.25,20,0.0
10728,30,25.89,15,0.0
10982,43,46.0,9,0.0
10893,30,25.89,35,0.0
10629,29,123.79,20,0.0
10533,72,34.8,24,0.0
10660,20,81.0,21,0.0
10621,19,9.2,5,0.0
10411,44,15.5,40,0.0
10306,54,5.9,5,0.0
10403,48,10.2,70,0.0
10901,41,9.65,30,0.0
10252,33,2.0,25,0.0
10652,42,14.0,20,0.0
10540,38,263.5,30,0.0
10691,62,49.3,48,0.0
10352,24,3.6,10,0.0
10661,58,13.25,49,0.0
10517,70,15.0,6,0.0
10675,53,32.8,10,0.0
10999,51,53.0,15,0.0
10351,65,16.8,10,0.0
10784,36,19.0,30,0.0
10791,41,9.65,20,0.0
10913,33,2.5,40,0.0
10697,19,9.2,7,0.0
10356,55,19.2,12,0.0
11024,71,21.5,50,0.0
10597,57,19.5,20,0.0
10866,30,25.89,40,0.0
10886,31,12.5,35,0.0
