charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
520897,8189,457,6,1999-09-16T10:45:12,808.0,28189,
1894367,9425,477,3,1999-09-29T10:50:54,1109.0,29425,
1551248,4106,408,4,1999-07-29T10:47:34,172.0,4106,
1733264,9804,499,6,1999-09-01T10:46:11,2892.0,19804,
1499740,8904,353,7,1999-09-24T10:51:18,3208.0,28904,
1959917,9915,488,10,1999-08-13T10:48:12,3277.0,19915,
1358414,5755,327,6,1999-09-12T10:48:06,3910.0,15755,
778818,9289,439,6,1999-07-11T10:49:41,2720.0,9289,
844510,7279,258,5,1999-08-09T10:47:03,989.0,7279,
34269,2935,500,8,1999-09-27T10:46:15,2488.0,22935,
1554228,6194,482,5,1999-08-31T10:47:47,3030.0,16194,
1068848,8181,355,9,1999-07-07T10:48:55,160.0,8181,
1555733,3683,478,10,1999-08-13T10:47:54,796.0,13683,
872556,9045,486,7,1999-07-18T10:49:12,4280.0,9045,
586605,7778,389,3,1999-08-23T10:50:18,4945.0,17778,
1008344,3925,223,8,1999-08-15T10:44:15,3336.0,13925,
1907389,2379,478,3,1999-07-07T10:44:10,3859.0,2379,
11423,9656,271,10,1999-07-11T10:44:28,4640.0,9656,
1853991,6049,340,8,1999-08-05T10:47:46,163.0,6049,
1714268,6501,416,7,1999-09-22T10:44:41,3551.0,26501,
1440811,8761,463,3,1999-07-13T10:46:46,1701.0,8761,
1815083,8487,498,2,1999-09-14T10:44:44,4906.0,28487,
650502,8180,383,6,1999-09-01T10:47:30,2622.0,18180,
1772500,7005,492,5,1999-08-26T10:49:12,4866.0,17005,
60313,9789,474,10,1999-08-23T10:48:15,2198.0,19789,
1843998,5528,485,9,1999-08-03T10:47:00,2477.0,5528,
718954,7374,474,9,1999-08-23T10:45:02,3281.0,17374,
1448087,7576,487,5,1999-08-05T10:47:19,300.0,7576,
656468,7197,455,2,1999-08-18T10:47:58,4984.0,17197,
1856266,5813,288,9,1999-08-22T10:47:57,1076.0,15813,
