provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
220,Prov. Boston Tr, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
223,Prov. Computer, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
239,Prov. Driven Sa, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
258,Prov. Famous Re, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
265,Prov. Giant Ope, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,7,
271,Prov. Humble Ke, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
288,Prov. Imperial, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
307,Prov. Apex Ques, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
317,Prov. Boston Qu, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
327,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
340,Prov. Driven Tr, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,5,
353,Prov. Famous Ma, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
355,Prov. Famous Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
361,Prov. Giant Key, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,4,
372,Prov. Humble Li, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
379,Prov. Humble Sa, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
383,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
389,Prov. Imperial, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
395,Prov. Just Oper, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
400,Prov. Just Tran, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
408,Prov. Apex Rest, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
416,Prov. Boston Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
417,Prov. Boston Qu, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
418,Prov. Boston Re, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
421,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
430,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
437,Prov. Driven Qu, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
439,Prov. Driven Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
445,Prov. Expert Op, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
448,Prov. Expert Re, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
449,Prov. Expert Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
450,Prov. Expert Tr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
453,Prov. Famous Ma, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
455,Prov. Famous Op, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
456,Prov. Famous Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
457,Prov. Famous Qu, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
459,Prov. Famous Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
462,Prov. Giant Lig, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
463,Prov. Giant Mac, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
466,Prov. Giant Pet, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
467,Prov. Giant Que, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
468,Prov. Giant Res, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
472,Prov. Humble Li, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
474,Prov. Humble Ne, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
