orderid,productid,unitprice,quantity,discount
10653,60,34.0,20,0.0
10591,7,30.0,10,0.0
10539,13,6.0,8,0.0
10835,59,55.0,15,0.0
10859,54,7.45,35,0.0
10773,17,39.0,33,0.0
10806,65,21.05,2,0.0
10360,29,99.0,35,0.0
10677,33,2.5,8,0.0
10332,47,7.6,16,0.0
10311,69,28.8,7,0.0
10384,20,64.8,28,0.0
11070,16,17.45,30,0.0
10338,17,31.2,20,0.0
10263,24,3.6,28,0.0
11056,55,24.0,35,0.0
10567,59,55.0,40,0.0
10926,13,6.0,10,0.0
10395,53,26.2,70,0.0
10698,70,15.0,8,0.0
10877,16,17.45,30,0.0
10849,26,31.23,18,0.0
11030,59,55.0,100,0.0
10872,62,49.3,20,0.0
10597,57,19.5,20,0.0
10324,46,9.6,30,0.0
10600,54,7.45,4,0.0
10553,35,18.0,6,0.0
10956,21,10.0,12,0.0
10282,57,15.6,2,0.0
10321,35,14.4,10,0.0
10400,29,99.0,21,0.0
10939,2,19.0,10,0.0
10569,76,18.0,30,0.0
10750,45,9.5,40,0.0
10685,41,9.65,4,0.0
10973,75,7.75,10,0.0
10325,13,4.8,12,0.0
10719,54,7.45,40,0.0
10966,56,38.0,12,0.0
10495,23,7.2,10,0.0
10811,40,18.4,30,0.0
10324,35,14.4,70,0.0
10574,64,33.25,6,0.0
10641,40,18.4,60,0.0
10566,11,21.0,35,0.0
10817,26,31.23,40,0.0
10573,34,14.0,40,0.0
10361,60,27.2,55,0.0
10425,55,19.2,10,0.0
10880,23,9.0,30,0.0
10459,7,24.0,16,0.0
10256,53,26.2,15,0.0
10999,51,53.0,15,0.0
10334,52,5.6,8,0.0
10852,62,49.3,50,0.0
10907,75,7.75,14,0.0
10571,14,23.25,11,0.0
10601,13,6.0,60,0.0
10993,29,123.79,50,0.0
10608,56,38.0,28,0.0
10324,16,13.9,21,0.0
10326,4,17.6,24,0.0
10616,38,263.5,15,0.0
11003,1,18.0,4,0.0
10474,28,36.4,18,0.0
10330,72,27.8,25,0.0
11001,7,30.0,60,0.0
10496,31,10.0,20,0.0
10551,35,18.0,20,0.0
10962,76,18.0,44,0.0
10350,69,28.8,18,0.0
10713,45,9.5,110,0.0
11007,29,123.79,10,0.0
10535,57,19.5,5,0.0
10436,46,9.6,5,0.0
10647,19,9.2,30,0.0
10812,77,13.0,20,0.0
10803,25,14.0,15,0.0
11062,53,32.8,10,0.0
11062,70,15.0,12,0.0
10691,43,46.0,40,0.0
10393,2,15.2,25,0.0
10802,51,53.0,30,0.0
10943,22,21.0,21,0.0
10612,76,18.0,80,0.0
10712,53,32.8,3,0.0
10323,39,14.4,4,0.0
10860,76,18.0,20,0.0
10277,62,39.4,12,0.0
10932,16,17.45,30,0.0
10499,28,45.6,20,0.0
10340,18,50.0,20,0.0
10369,56,30.4,18,0.0
10444,26,24.9,15,0.0
11049,2,19.0,10,0.0
10734,76,18.0,20,0.0
10945,13,6.0,20,0.0
10889,11,21.0,40,0.0
10859,64,33.25,30,0.0
10468,43,36.8,15,0.0
10463,19,7.3,21,0.0
11055,24,4.5,15,0.0
10250,51,42.4,35,0.0
10372,20,64.8,12,0.0
10762,51,53.0,28,0.0
