orderid,productid,unitprice,quantity,discount
10833,7,30.0,20,0.0
10596,56,38.0,5,0.0
10435,2,15.2,10,0.0
10333,21,8.0,10,0.0
10553,31,12.5,30,0.0
10355,24,3.6,25,0.0
10303,40,14.7,40,0.0
10749,59,55.0,6,0.0
10670,73,15.0,50,0.0
10796,26,31.23,21,0.0
10390,72,27.8,24,0.0
10691,43,46.0,40,0.0
10784,36,19.0,30,0.0
10828,20,81.0,5,0.0
10565,64,33.25,18,0.0
10521,68,12.5,6,0.0
10267,76,14.4,15,0.0
10399,77,10.4,14,0.0
11045,33,2.5,15,0.0
10477,21,8.0,21,0.0
10599,62,49.3,10,0.0
10903,65,21.05,21,0.0
10329,19,7.3,10,0.0
10855,31,12.5,14,0.0
10654,39,18.0,20,0.0
10640,69,36.0,20,0.0
11041,2,19.0,30,0.0
10413,76,14.4,14,0.0
10522,8,40.0,24,0.0
10382,5,17.0,32,0.0
10985,18,62.5,8,0.0
10794,14,23.25,15,0.0
10249,14,18.6,9,0.0
10305,29,99.0,25,0.0
10520,53,32.8,5,0.0
10757,62,49.3,30,0.0
10621,71,21.5,15,0.0
10519,60,34.0,10,0.0
10621,70,15.0,20,0.0
10423,31,10.0,14,0.0
10529,68,12.5,20,0.0
10368,57,15.6,25,0.0
10311,69,28.8,7,0.0
11067,41,9.65,9,0.0
10966,62,49.3,12,0.0
10644,43,46.0,20,0.0
10811,40,18.4,30,0.0
10891,30,25.89,15,0.0
10561,51,53.0,50,0.0
10553,35,18.0,6,0.0
10868,35,18.0,30,0.0
10379,41,7.7,8,0.0
10402,63,35.1,65,0.0
10816,62,49.3,20,0.0
10516,18,62.5,25,0.0
10403,16,13.9,21,0.0
10668,64,33.25,15,0.0
10713,26,31.23,30,0.0
10847,19,9.2,12,0.0
10964,69,36.0,10,0.0
10670,75,7.75,25,0.0
10340,18,50.0,20,0.0
10740,56,38.0,14,0.0
10301,56,30.4,20,0.0
10406,28,36.4,42,0.0
10386,34,11.2,10,0.0
10290,29,99.0,15,0.0
10299,70,12.0,20,0.0
