yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
1979,NLCS,seaveto01,CIN,NL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1997,WS,ariasal01,FLO,NL,2,1,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1995,WS,pooleji02,CLE,AL,2,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1995,WS,justida01,ATL,NL,6,20,3,5,1,0,1,5,0,0.0,5,1,0.0,0.0,0.0,0.0,0.0
2009,NLDS2,betanra01,COL,NL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1992,NLCS,wehnejo01,PIT,NL,2,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1885,WS,dalryab01,CHN,NL,7,26,4,7,2,0,1,0,0,,2,0,0.0,,,,
1918,WS,merklfr01,CHN,NL,6,18,1,5,0,0,0,1,0,1.0,4,3,0.0,0.0,0.0,0.0,0.0
1996,NLCS,mejiami01,SLN,NL,3,1,1,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
2007,WS,atkinga01,COL,NL,4,13,3,2,1,0,1,2,0,0.0,3,2,0.0,1.0,0.0,0.0,0.0
1991,NLCS,huntebr01,ATL,NL,5,18,2,6,2,0,1,4,0,1.0,0,2,0.0,0.0,0.0,0.0,0.0
1890,WS,dalyto01,BRO,NL,6,22,1,4,2,0,0,3,2,,0,4,0.0,,,,
1954,WS,avilabo01,CLE,AL,4,15,1,2,0,0,0,0,0,0.0,2,1,0.0,0.0,1.0,0.0,0.0
2007,NLDS2,alfonan01,PHI,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1999,NLCS,francma01,NYN,NL,5,2,1,1,1,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
2008,NLDS2,fieldpr01,MIL,NL,4,14,1,1,0,0,1,2,0,0.0,2,5,2.0,0.0,0.0,1.0,0.0
2007,ALDS2,giambja01,NYA,AL,3,4,0,1,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1968,WS,lashefr01,DET,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1889,WS,terryad01,BR3,AA,5,18,1,3,0,0,0,1,1,,1,1,0.0,,,,
1976,ALCS,patekfr01,KCA,AL,5,18,2,7,2,0,0,4,0,3.0,0,1,0.0,0.0,0.0,0.0,0.0
1988,NLCS,mazzile01,NYN,NL,3,2,0,1,0,0,0,0,1,0.0,0,0,0.0,1.0,0.0,0.0,0.0
1998,NLDS1,morgami01,CHN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1931,WS,mancugu01,SLN,NL,2,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1999,ALCS,merlolo01,BOS,AL,1,0,0,0,0,0,0,0,0,0.0,1,0,1.0,0.0,0.0,0.0,0.0
1973,WS,manguan01,OAK,AL,5,6,0,0,0,0,0,0,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
2010,WS,cruzne02,TEX,AL,5,20,2,4,2,0,1,3,0,0.0,0,5,0.0,0.0,0.0,0.0,0.0
1981,NEDIV,morelke01,PHI,NL,4,13,2,6,0,0,1,3,0,1.0,1,1,0.0,0.0,0.0,0.0,0.0
2007,WS,youklke01,BOS,AL,4,9,3,2,2,0,0,1,0,0.0,3,1,0.0,0.0,0.0,0.0,0.0
2006,NLDS1,garcino01,LAN,NL,3,9,0,2,1,0,0,2,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1935,WS,aukerel01,DET,AL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1935,WS,foxpe01,DET,AL,6,26,1,10,3,1,0,4,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1918,WS,dubucje01,BOS,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1981,AEDIV,bandosa01,ML4,AL,5,17,1,5,3,0,0,1,0,1.0,2,3,0.0,0.0,0.0,0.0,0.0
1995,NLDS1,clontbr01,ATL,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2000,WS,knoblch01,NYA,AL,4,10,1,1,0,0,0,1,0,1.0,2,1,0.0,0.0,0.0,1.0,0.0
1997,NLDS1,johnsbr01,SFN,NL,3,10,2,1,0,0,1,1,0,0.0,1,4,0.0,0.0,0.0,0.0,0.0
1985,WS,jonesly01,KCA,AL,6,3,0,2,1,1,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1993,WS,stottto01,TOR,AL,1,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1926,WS,jonessa01,NYA,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1978,WS,lacyle01,LAN,NL,4,14,0,2,0,0,0,1,0,0.0,1,3,0.0,0.0,0.0,0.0,2.0
1979,WS,nicosst01,PIT,NL,4,16,1,1,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1968,WS,kalinal01,DET,AL,7,29,6,11,2,0,2,8,0,0.0,0,7,0.0,1.0,0.0,0.0,0.0
1890,WS,clarkbo01,BRO,NL,1,3,2,2,0,1,0,1,0,,0,0,0.0,,,,
2004,NLDS1,hernajo01,LAN,NL,1,0,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1908,WS,pfiesja01,CHN,NL,1,2,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1990,ALCS,reedjo01,BOS,AL,4,15,0,2,0,0,0,1,0,0.0,0,2,0.0,0.0,1.0,0.0,0.0
2007,NLDS1,cruzju02,ARI,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1969,WS,robinbr01,BAL,AL,5,19,0,1,0,0,0,2,0,0.0,0,3,0.0,0.0,0.0,1.0,0.0
1970,WS,grangwa01,CIN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2002,NLCS,kentje01,SFN,NL,5,19,3,5,0,0,0,0,0,0.0,2,4,0.0,1.0,0.0,0.0,1.0
1932,WS,pipgrge01,NYA,AL,1,5,0,0,0,0,0,0,0,0.0,0,5,0.0,0.0,0.0,0.0,0.0
1959,WS,donovdi01,CHA,AL,3,3,0,1,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
