hofid,yearid,votedby,ballots,needed,votes,inducted,category
davissp01h,1949,BBWAA,153.0,115.0,1.0,N,Player
darkal01h,1972,BBWAA,396.0,297.0,55.0,N,Player
sherdbi01h,1960,BBWAA,269.0,202.0,2.0,N,Player
seymocy01h,1945,BBWAA,247.0,186.0,1.0,N,Player
chylane99h,1999,Veterans,,,,Y,Umpire
dinnebi01h,1956,BBWAA,193.0,145.0,1.0,N,Player
elliobo01h,1962,BBWAA,160.0,120.0,1.0,N,Player
newhoha01h,1969,BBWAA,340.0,255.0,82.0,N,Player
toneyfr01h,1949,BBWAA,153.0,115.0,1.0,N,Player
crosefr01h,1956,BBWAA,193.0,145.0,1.0,N,Player
cochrmi01h,1947,BBWAA,161.0,121.0,128.0,Y,Player
bottoji01h,1952,BBWAA,234.0,176.0,7.0,N,Player
brownmo01h,1949,Old Timers,,,,Y,Player
maranra01h,1954,BBWAA,252.0,189.0,209.0,Y,Player
cronijo01h,1952,BBWAA,234.0,176.0,48.0,N,Player
gomezle01h,1955,BBWAA,251.0,189.0,71.0,N,Player
vandejo01h,1960,BBWAA,269.0,202.0,31.0,N,Player
mayca01h,1983,BBWAA,374.0,281.0,0.0,N,Player
adamsba01h,1952,BBWAA,234.0,176.0,9.0,N,Player
pendlte01h,2004,BBWAA,506.0,380.0,1.0,N,Player
sainjo01h,1968,BBWAA,283.0,213.0,7.0,N,Player
joynewa01h,2007,BBWAA,545.0,409.0,0.0,N,Player
steinha01h,1937,BBWAA,201.0,151.0,1.0,N,Player
crosefr01h,1958,BBWAA,266.0,200.0,5.0,N,Player
murphda02h,1945,BBWAA,247.0,186.0,1.0,N,Player
kuennha01h,1978,BBWAA,379.0,285.0,58.0,N,Player
cardele01h,1981,BBWAA,401.0,301.0,1.0,N,Player
slaugen01h,1979,BBWAA,432.0,324.0,297.0,N,Player
splitpa01h,1990,BBWAA,444.0,333.0,0.0,N,Player
hermabi01h,1948,BBWAA,121.0,91.0,1.0,N,Player
daubeja01h,1938,BBWAA,262.0,197.0,1.0,N,Player
wathajo01h,1991,BBWAA,443.0,333.0,0.0,N,Player
mazerbi01h,1987,BBWAA,413.0,310.0,125.0,N,Player
mcdougi01h,1973,BBWAA,380.0,285.0,2.0,N,Player
bluegos01h,1956,BBWAA,193.0,145.0,2.0,N,Player
lonboji01h,1986,BBWAA,425.0,319.0,3.0,N,Player
bottoji01h,1950,BBWAA,168.0,126.0,8.0,N,Player
mcdanli01h,1981,BBWAA,401.0,301.0,1.0,N,Player
willsma01h,1981,BBWAA,401.0,301.0,163.0,N,Player
hubbeca01h,1947,BBWAA,161.0,121.0,140.0,Y,Player
boddimi01h,1999,BBWAA,497.0,373.0,0.0,N,Player
candito01h,2005,BBWAA,516.0,387.0,2.0,N,Player
sainjo01h,1972,BBWAA,396.0,297.0,21.0,N,Player
newcodo01h,1971,BBWAA,360.0,270.0,8.0,N,Player
niekrph01h,1994,BBWAA,456.0,342.0,273.0,N,Player
garvest01h,1994,BBWAA,456.0,342.0,166.0,N,Player
mcnalda01h,1981,BBWAA,401.0,301.0,5.0,N,Player
allendi01h,1996,BBWAA,470.0,353.0,89.0,N,Player
terrybi01h,1947,BBWAA,161.0,121.0,46.0,N,Player
foxne01h,1972,BBWAA,396.0,297.0,64.0,N,Player
burdele01h,1974,BBWAA,365.0,274.0,7.0,N,Player
marquru01h,1952,BBWAA,234.0,176.0,9.0,N,Player
planked01h,1946,Nominating Vote,202.0,,34.0,N,Player
parkeda01h,2000,BBWAA,499.0,375.0,104.0,N,Player
riceji01h,1998,BBWAA,473.0,355.0,203.0,N,Player
howarel01h,1982,BBWAA,415.0,312.0,40.0,N,Player
meusebo01h,1938,BBWAA,262.0,197.0,1.0,N,Player
bancrda01h,1955,BBWAA,251.0,189.0,19.0,N,Player
loberha01h,1937,BBWAA,201.0,151.0,2.0,N,Player
adamsba01h,1955,BBWAA,251.0,189.0,24.0,N,Player
pinsova01h,1988,BBWAA,427.0,321.0,67.0,N,Player
gehrilo01h,1939,Special Election,,,,Y,Player
lolicmi01h,1995,BBWAA,460.0,345.0,26.0,N,Player
kuennha01h,1981,BBWAA,401.0,301.0,93.0,N,Player
cramedo01h,1964,BBWAA,201.0,151.0,12.0,N,Player
dimagjo01h,1954,BBWAA,252.0,189.0,175.0,N,Player
meusebo01h,1952,BBWAA,234.0,176.0,1.0,N,Player
faberre01h,1956,BBWAA,193.0,145.0,34.0,N,Player
marisro01h,1988,BBWAA,427.0,321.0,184.0,N,Player
schanwa01h,1960,BBWAA,269.0,202.0,11.0,N,Player
averiea01h,1958,BBWAA,266.0,200.0,14.0,N,Player
nixonot01h,2005,BBWAA,516.0,387.0,0.0,N,Player
mcginjo01h,1938,BBWAA,262.0,197.0,36.0,N,Player
