id,lgid,teamid,franchid,name,park
109,AL,TOR,TOR,Toronto Blue Jays,Rogers Centre
311,UA,SLU,SLM,St. Louis Maroons,
226,NL,LS1,LGR,Louisville Grays,Louisville Baseball Park
137,NA,ELI,RES,Elizabeth Resolutes,Waverly Fairgrounds
97,AL,SEA,SEA,Seattle Mariners,Kingdome / Safeco Field
202,NL,CL2,CBL,Cleveland Blues,Kennard Street Park
72,AL,LAA,ANA,Los Angeles Angels,Dodger Stadium
33,AA,SR2,SYS,Syracuse Stars,Star Park II
49,AL,CHA,CHW,Chicago White Sox,Comiskey Park
184,NL,CHN,CHC,Chicago Colts,West Side Park II
221,NL,IN3,IND,Indianapolis Hoosiers,Athletic Park I
256,NL,PHI,PHI,Philadelphia Quakers,Recreation Park
181,NL,BSN,ATL,Boston Rustlers,South End Grounds III
44,AL,BOS,BOS,Boston Red Sox,Fenway Park I
54,AL,CLE,CLE,Cleveland Blues,League Park I
19,AA,LS2,LOU,Louisville Colonels,Eclipse Park I
73,AL,LAA,ANA,Los Angeles Angels,Wrigley Field (LA)
23,AA,NY4,NYP,New York Metropolitans,St. George Cricket Grounds
118,FL,BRF,BTT,Brooklyn Tip-Tops,
48,AL,CAL,ANA,California Angels,Dodger Stadium
264,NL,PIT,PIT,Pittsburgh Pirates,Three Rivers Stadium
170,NL,BRO,LAD,Brooklyn Superbas,Washington Park III
288,NL,TRN,TRT,Troy Trojans,Putnam Grounds
66,AL,DET,DET,Detroit Tigers,Navin Field
189,NL,CHN,CHC,Chicago White Stockings,Lake Front Park I
280,NL,SLN,STL,St. Louis Cardinals,Busch Stadium III
257,NL,PHN,ATH,Philadelphia Athletics,Jefferson Street Grounds
35,AA,TL2,TLM,Toledo Maumees,Speranza Park
299,PL,CLP,CLI,Cleveland Infants,
89,AL,OAK,OAK,Oakland Athletics,O.co Coliseum
105,AL,TEX,TEX,Texas Rangers,Rangers Ballpark in Arlington
291,NL,WAS,WSN,Washington Nationals,Nationals Park
262,NL,PIT,PIT,Pittsburgh Pirates,Forbes Field/Three Rivers Stadium
122,FL,CHF,CHH,Chicago Whales,Wrigley Field
190,NL,CHN,CHC,Chicago White Stockings,Lake Front Park I/Lake Front Park II
136,NA,CL1,CFC,Cleveland Forest Citys,National Association Grounds
298,PL,CHP,CHP,Chicago Pirates,
39,AL,ANA,ANA,Anaheim Angels,Edison International Field
300,PL,NYP,NYI,New York Giants,
57,AL,CLE,CLE,Cleveland Indians,Jacobs Field
219,NL,HOU,HOU,Houston Colt .45's,Colt Stadium
150,NA,TRO,TRO,Troy Haymakers,Haymakers' Grounds
284,NL,SLN,STL,St. Louis Cardinals,Sportsman's Park IV/Busch Stadium II
58,AL,CLE,CLE,Cleveland Indians,League Park II
101,AL,TBA,TBD,Tampa Bay Devil Rays,Tropicana Field
230,NL,MIL,MIL,Milwaukee Brewers,County Stadium
304,UA,BLU,BLU,Baltimore Monumentals,
209,NL,DTN,DTN,Detroit Wolverines,Recreation Park
196,NL,CIN,CIN,Cincinnati Reds,Crosley Field/Riverfront Stadium
160,NL,BFN,BUF,Buffalo Bisons,Riverside Park
56,AL,CLE,CLE,Cleveland Indians,Cleveland Stadium
120,FL,BUF,BFL,Buffalo Buffeds,
135,NA,CH2,CNA,Chicago White Stockings,23rd Street Grounds
273,NL,SFN,SFG,San Francisco Giants,SBC Park
78,AL,MIN,MIN,Minnesota Twins,Target Field
245,NL,NYN,NYM,New York Mets,Polo Grounds IV
178,NL,BSN,ATL,Boston Braves,South End Grounds III
279,NL,SLN,STL,St. Louis Cardinals,Busch Stadium II
74,AL,LAA,ANA,Los Angeles Angels of Anaheim,Angel Stadium
182,NL,CHN,CHC,Chicago Colts,South Side Park I
62,AL,CLE,CLE,Cleveland Naps,League Park II
252,NL,PHI,PHI,Philadelphia Phillies,Philadelphia Baseball Grounds
159,NL,BFN,BUF,Buffalo Bisons,Olympic Park I
40,AL,BAL,BAL,Baltimore Orioles,Memorial Stadium
7,AA,BR3,LAD,Brooklyn Grays,Washington Park I
174,NL,BSN,ATL,Boston Beaneaters,South End Grounds III
34,AA,TL1,TOL,Toledo Blue Stockings,League Park
126,FL,PTF,PBS,Pittsburgh Rebels,
229,NL,MIA,FLA,Miami Marlins,Marlins Park
89,AL,OAK,OAK,Oakland Athletics,O.co Coliseum
14,AA,CN2,CIN,Cincinnati Red Stockings,League Park I in Cincinnati
162,NL,BRO,LAD,Brooklyn Bridegrooms,Eastern Park
210,NL,FLO,FLA,Florida Marlins,Dolphin Stadium
50,AL,CHA,CHW,Chicago White Sox,Comiskey Park II
24,AA,PH4,PHA,Philadelphia Athletics,Jefferson Street Grounds
83,AL,NYA,NYY,New York Yankees,Shea Stadium
172,NL,BSN,ATL,Boston Beaneaters,South End Grounds II
11,AA,CL5,CBK,Columbus Buckeyes,Recreation Park I
278,NL,SLN,STL,St. Louis Browns,Sportsman's Park I
179,NL,BSN,ATL,Boston Doves,South End Grounds III
122,FL,CHF,CHH,Chicago Whales,Wrigley Field
266,NL,SDN,SDP,San Diego Padres,Jack Murphy Stadium
38,AL,ANA,ANA,Anaheim Angels,Angels Stadium of Anaheim
82,AL,NYA,NYY,New York Yankees,Polo Grounds IV
65,AL,DET,DET,Detroit Tigers,Comerica Park
102,AL,TBA,TBD,Tampa Bay Rays,Tropicana Field
56,AL,CLE,CLE,Cleveland Indians,Cleveland Stadium
