corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
6,Компания &quot; Апекс петролеум инк. &quot; ., , ,,,,,2004-10-12T10:41:26,1,
11,Boston Key StonesInc., , ,,,,,2004-10-12T10:41:26,5,
49,Компания &lt; &lt; Эксперт мейлз мейтс инк. &gt; &gt;, , ,,,,,2004-10-12T10:41:26,4,
57,Известная компания &lt; &lt; КвестсИнк &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,7,
67,Корпорация Gigant QuestsInc., , ,,,,,2004-10-12T10:41:26,5,
75,Компьютерная опера Inc., , ,,,,,2004-10-12T10:41:26,1,
77,Компьютерная компания Summble QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
78,Корп. Скромные рестораны Inc., , ,,,,,2004-10-12T10:41:26,8,
79,Корпоративная компания Summble Sail MakersInc., , ,,,,,2004-10-12T10:41:26,8,
89,Корпорация &lt; &lt; Империал фэйлз мейтс Инч &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,5,
94,"Корп. ""Просто иглл-рабочий инк.""", , ,,,,,2004-10-12T10:41:26,4,
98,Просто ресторанная инкорпорация., , ,,,,,2004-10-12T10:41:26,1,
100,"Корп. ""Просто Транзит Инс"".", , ,,,,,2004-10-12T10:41:26,1,
134,Корп. Ведущий иглл-рабочий Ко., , ,,,,,2004-10-12T10:41:26,7,
141,Компания &quot; Эксперт Кей СтоунсКо &quot; ., , ,,,,,2004-10-12T10:41:26,4,
145,Группа экспертов &quot; Опера-Ко &quot; ., , ,,,,,2004-10-12T10:41:26,2,
155,Известная опера-ко., , ,,,,,2004-10-12T10:41:26,7,
162,Gigant LightingCo., , ,,,,,2004-10-12T10:41:26,8,
166,Компания &quot; Гигант петролеумКо &quot; ., , ,,,,,2004-10-12T10:41:26,7,
169,Корпорация Gigant SailMakersCo., , ,,,,,2004-10-12T10:41:26,4,
183,Компания &quot; Империал механикКо &quot; ., , ,,,,,2004-10-12T10:41:26,7,
212,"""Бостон Лайтингкорп"".", , ,,,,,2004-10-12T10:41:26,1,
216,Компания &quot; Бостон петролеумкорп &quot; ., , ,,,,,2004-10-12T10:41:26,5,
219,"""Бостон Сэйлз МакейерсКорп"".", , ,,,,,2004-10-12T10:41:26,4,
229,Компьютерная компания SailMakersCorp., , ,,,,,2004-10-12T10:41:26,8,
260,Известная компания TransitCorp., , ,,,,,2004-10-12T10:41:26,7,
279,Компьютерная компания Samble SailMakersCorp., , ,,,,,2004-10-12T10:41:26,6,
298,Просто Ресторан Корп., , ,,,,,2004-10-12T10:41:26,2,
307,Корпорация Apex QuestsLtd., , ,,,,,2004-10-12T10:41:26,5,
324,Компьютерная игла., , ,,,,,2004-10-12T10:41:26,8,
364,"Корпорация ""Гигант игллвордлттд"".", , ,,,,,2004-10-12T10:41:26,5,
368,"""Гигантский ресторанс Лтд"".", , ,,,,,2004-10-12T10:41:26,1,
382,"""Имперский светильник"".", , ,,,,,2004-10-12T10:41:26,3,
399,"""Корп."" ""Просто ""Майклз Лтд"".", , ,,,,,2004-10-12T10:41:26,8,
437,Corp. Roaden QuestsAg., , ,,,,,2004-10-12T10:41:26,6,
439,Корпоративная компания &lt; &lt; Мастерз ФейлзАг &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,1,
453,Известная машина., , ,,,,,2004-10-12T10:41:26,8,
456,Известная компания &lt; &lt; Нефтяник &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,5,
