payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
43,425,1999-09-02T00:00:00,3384.0,0,
46,457,1999-09-02T00:00:00,3460.0,0,
423,1449,1999-09-02T00:00:00,5352.0,0,
548,1658,1999-09-02T00:00:00,5059.0,0,
751,1983,1999-09-02T00:00:00,4565.0,0,
793,2046,1999-09-02T00:00:00,9023.0,0,
1040,2390,1999-09-02T00:00:00,4730.0,0,
1276,2709,1999-09-02T00:00:00,4864.0,0,
1532,3030,1999-09-02T00:00:00,7298.0,0,
1852,3397,1999-09-02T00:00:00,4012.0,0,
1866,3414,1999-09-02T00:00:00,4840.0,0,
2147,3723,1999-09-02T00:00:00,527.0,0,
2425,4027,1999-09-02T00:00:00,2737.0,0,
2821,4448,1999-09-02T00:00:00,7706.0,0,
2946,4582,1999-09-02T00:00:00,2982.0,0,
3079,4721,1999-09-02T00:00:00,11762.0,0,
3213,4858,1999-09-02T00:00:00,5727.0,0,
3297,4942,1999-09-02T00:00:00,7715.0,0,
3740,5400,1999-09-02T00:00:00,5627.0,0,
3935,5601,1999-09-02T00:00:00,7974.0,0,
4400,6073,1999-09-02T00:00:00,6873.0,0,
4518,6193,1999-09-02T00:00:00,19643.0,0,
4593,6268,1999-09-02T00:00:00,10629.0,0,
4893,6570,1999-09-02T00:00:00,11839.0,0,
5264,6942,1999-09-02T00:00:00,8488.0,0,
5319,6997,1999-09-02T00:00:00,13993.0,0,
5406,7085,1999-09-02T00:00:00,13674.0,0,
5893,7573,1999-09-02T00:00:00,23240.0,0,
6068,7749,1999-09-02T00:00:00,14201.0,0,
6228,7909,1999-09-02T00:00:00,9987.0,0,
6351,8032,1999-09-02T00:00:00,31013.0,0,
6478,8159,1999-09-02T00:00:00,9128.0,0,
6754,8435,1999-09-02T00:00:00,16262.0,0,
6853,8534,1999-09-02T00:00:00,24308.0,0,
6966,8647,1999-09-02T00:00:00,56201.0,0,
7375,9056,1999-09-02T00:00:00,21191.0,0,
7459,9140,1999-09-02T00:00:00,42788.0,0,
7678,9359,1999-09-02T00:00:00,43314.0,0,
7920,9601,1999-09-02T00:00:00,39848.0,0,
8305,9986,1999-09-02T00:00:00,108525.0,0,
8455,1063,1999-10-03T00:00:00,2308.0,0,
8891,2234,1999-10-03T00:00:00,4173.0,0,
9012,2484,1999-10-03T00:00:00,1103.0,0,
9336,3037,1999-10-03T00:00:00,4999.0,0,
9477,3255,1999-10-03T00:00:00,1960.0,0,
9481,3260,1999-10-03T00:00:00,761.0,0,
9727,3623,1999-10-03T00:00:00,3661.0,0,
9802,3729,1999-10-03T00:00:00,1309.0,0,
10176,4236,1999-10-03T00:00:00,4427.0,0,
10377,4504,1999-10-03T00:00:00,851.0,0,
10382,4511,1999-10-03T00:00:00,6979.0,0,
10415,4555,1999-10-03T00:00:00,3455.0,0,
10559,4741,1999-10-03T00:00:00,1178.0,0,
10639,4836,1999-10-03T00:00:00,6937.0,0,
10687,4887,1999-10-03T00:00:00,2919.0,0,
10710,4914,1999-10-03T00:00:00,7887.0,0,
10816,5033,1999-10-03T00:00:00,3493.0,0,
10962,5210,1999-10-03T00:00:00,4409.0,0,
11283,5583,1999-10-03T00:00:00,9819.0,0,
11345,5655,1999-10-03T00:00:00,3186.0,0,
11391,5712,1999-10-03T00:00:00,4372.0,0,
11556,5900,1999-10-03T00:00:00,4956.0,0,
11626,5974,1999-10-03T00:00:00,4545.0,0,
11786,6146,1999-10-03T00:00:00,4541.0,0,
11848,6214,1999-10-03T00:00:00,7854.0,0,
12050,6432,1999-10-03T00:00:00,2345.0,0,
13188,7620,1999-10-03T00:00:00,7952.0,0,
13348,7784,1999-10-03T00:00:00,14989.0,0,
13559,7997,1999-10-03T00:00:00,18405.0,0,
13767,8208,1999-10-03T00:00:00,6348.0,0,
13800,8241,1999-10-03T00:00:00,12656.0,0,
13837,8278,1999-10-03T00:00:00,6707.0,0,
13846,8287,1999-10-03T00:00:00,12796.0,0,
14201,8644,1999-10-03T00:00:00,14113.0,0,
14310,8754,1999-10-03T00:00:00,10106.0,0,
14568,9014,1999-10-03T00:00:00,10386.0,0,
14825,9271,1999-10-03T00:00:00,18663.0,0,
14949,9395,1999-10-03T00:00:00,18784.0,0,
14999,9445,1999-10-03T00:00:00,20251.0,0,
15137,9583,1999-10-03T00:00:00,17169.0,0,
15435,9881,1999-10-03T00:00:00,34813.0,0,
15454,9900,1999-10-03T00:00:00,17158.0,0,
