statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
501,501,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,0.0,
783,783,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,1566.0,
821,821,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,0.0,
914,914,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,0.0,
970,970,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,0.0,
1602,1602,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,0.0,
1675,1675,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,4676.0,
1772,1772,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,2088.0,
2342,2342,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,5833.0,
2775,2775,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,3436.0,
3239,3239,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,0.0,
3385,3385,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,7322.0,
4228,4228,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,2914.0,
4363,4363,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,5192.0,
4528,4528,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,19227.0,
5343,5343,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,11694.0,
5546,5546,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,7226.0,
6218,6218,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,9541.0,
6788,6788,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,4684.0,
6991,6991,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,6794.0,
7120,7120,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,19413.0,
7205,7205,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,23548.0,
8290,8290,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,15016.0,
8932,8932,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,30188.0,
8935,8935,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,37060.0,
9025,9025,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,33216.0,
9298,9298,1999 - 08 - 13 ч. 00 м.,1999-09-02T00:00:00,25493.0,
10195,195,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,0.0,
10957,957,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,0.0,
12680,2680,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,0.0,
12868,2868,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,0.0,
13175,3175,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,7129.0,
13598,3598,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,5581.0,
15112,5112,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,15435.0,
15624,5624,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,986.0,
16402,6402,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,782.0,
17498,7498,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,6542.0,
18171,8171,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,6972.0,
18364,8364,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,1684.0,
18495,8495,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,21149.0,
19072,9072,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,16543.0,
19645,9645,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,19364.0,
19883,9883,1999 - 2009 - 13 ч. 00 м.,1999-10-03T00:00:00,30159.0,
