provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
8,Prov. Apex Rest, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,9,
24,Prov. Computer, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,9,
37,Prov. Driven Qu, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,7,
49,Prov. Expert Sa, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
70,Prov. Giant Tra, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
86,Prov. Imperial, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
93,Prov. Just Mach, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,9,
122,Prov. Computer, , ,,,,,1999-10-13T10:41:19,2000-10-12T10:41:19,7,
154,Prov. Famous Ne, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
188,Prov. Imperial, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,7,
191,Prov. Just Key, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,7,
194,Prov. Just Need, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,7,
202,Prov. Apex Ligh, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,8,
216,Prov. Boston Pe, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,9,
221,Prov. Computer, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
229,Prov. Computer, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,6,
328,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
398,Prov. Just Rest, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
421,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
474,Prov. Humble Ne, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
481,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
