statement_no,member_no,statement_dt,due_dt,statement_amt,statement_code
3253,3253,1999-08-13T00:00:00,1999-09-02T00:00:00,5827.0,
4575,4575,1999-08-13T00:00:00,1999-09-02T00:00:00,17814.0,
4904,4904,1999-08-13T00:00:00,1999-09-02T00:00:00,2745.0,
5141,5141,1999-08-13T00:00:00,1999-09-02T00:00:00,11419.0,
5185,5185,1999-08-13T00:00:00,1999-09-02T00:00:00,12570.0,
5365,5365,1999-08-13T00:00:00,1999-09-02T00:00:00,16494.0,
5708,5708,1999-08-13T00:00:00,1999-09-02T00:00:00,2075.0,
5797,5797,1999-08-13T00:00:00,1999-09-02T00:00:00,15103.0,
5967,5967,1999-08-13T00:00:00,1999-09-02T00:00:00,17252.0,
6074,6074,1999-08-13T00:00:00,1999-09-02T00:00:00,8732.0,
6132,6132,1999-08-13T00:00:00,1999-09-02T00:00:00,10639.0,
6162,6162,1999-08-13T00:00:00,1999-09-02T00:00:00,9273.0,
6244,6244,1999-08-13T00:00:00,1999-09-02T00:00:00,4065.0,
6431,6431,1999-08-13T00:00:00,1999-09-02T00:00:00,18500.0,
6521,6521,1999-08-13T00:00:00,1999-09-02T00:00:00,13113.0,
6674,6674,1999-08-13T00:00:00,1999-09-02T00:00:00,19503.0,
7335,7335,1999-08-13T00:00:00,1999-09-02T00:00:00,27740.0,
7410,7410,1999-08-13T00:00:00,1999-09-02T00:00:00,13263.0,
7414,7414,1999-08-13T00:00:00,1999-09-02T00:00:00,11626.0,
7430,7430,1999-08-13T00:00:00,1999-09-02T00:00:00,13264.0,
7513,7513,1999-08-13T00:00:00,1999-09-02T00:00:00,29084.0,
7597,7597,1999-08-13T00:00:00,1999-09-02T00:00:00,16038.0,
7681,7681,1999-08-13T00:00:00,1999-09-02T00:00:00,15517.0,
7713,7713,1999-08-13T00:00:00,1999-09-02T00:00:00,29283.0,
7739,7739,1999-08-13T00:00:00,1999-09-02T00:00:00,24054.0,
7917,7917,1999-08-13T00:00:00,1999-09-02T00:00:00,22493.0,
8050,8050,1999-08-13T00:00:00,1999-09-02T00:00:00,14039.0,
8128,8128,1999-08-13T00:00:00,1999-09-02T00:00:00,24657.0,
8605,8605,1999-08-13T00:00:00,1999-09-02T00:00:00,43683.0,
8631,8631,1999-08-13T00:00:00,1999-09-02T00:00:00,29457.0,
8697,8697,1999-08-13T00:00:00,1999-09-02T00:00:00,38853.0,
8761,8761,1999-08-13T00:00:00,1999-09-02T00:00:00,27971.0,
9040,9040,1999-08-13T00:00:00,1999-09-02T00:00:00,29621.0,
9043,9043,1999-08-13T00:00:00,1999-09-02T00:00:00,42155.0,
9108,9108,1999-08-13T00:00:00,1999-09-02T00:00:00,23241.0,
9112,9112,1999-08-13T00:00:00,1999-09-02T00:00:00,29088.0,
9186,9186,1999-08-13T00:00:00,1999-09-02T00:00:00,22843.0,
9198,9198,1999-08-13T00:00:00,1999-09-02T00:00:00,32373.0,
9247,9247,1999-08-13T00:00:00,1999-09-02T00:00:00,20897.0,
9329,9329,1999-08-13T00:00:00,1999-09-02T00:00:00,30572.0,
9352,9352,1999-08-13T00:00:00,1999-09-02T00:00:00,40859.0,
9376,9376,1999-08-13T00:00:00,1999-09-02T00:00:00,31724.0,
9496,9496,1999-08-13T00:00:00,1999-09-02T00:00:00,25397.0,
9551,9551,1999-08-13T00:00:00,1999-09-02T00:00:00,39155.0,
9563,9563,1999-08-13T00:00:00,1999-09-02T00:00:00,46876.0,
9594,9594,1999-08-13T00:00:00,1999-09-02T00:00:00,34871.0,
9606,9606,1999-08-13T00:00:00,1999-09-02T00:00:00,71088.0,
9626,9626,1999-08-13T00:00:00,1999-09-02T00:00:00,63331.0,
9654,9654,1999-08-13T00:00:00,1999-09-02T00:00:00,50708.0,
9662,9662,1999-08-13T00:00:00,1999-09-02T00:00:00,32595.0,
9667,9667,1999-08-13T00:00:00,1999-09-02T00:00:00,40797.0,
9676,9676,1999-08-13T00:00:00,1999-09-02T00:00:00,29640.0,
9706,9706,1999-08-13T00:00:00,1999-09-02T00:00:00,62239.0,
9726,9726,1999-08-13T00:00:00,1999-09-02T00:00:00,48780.0,
9748,9748,1999-08-13T00:00:00,1999-09-02T00:00:00,39970.0,
9751,9751,1999-08-13T00:00:00,1999-09-02T00:00:00,67317.0,
9763,9763,1999-08-13T00:00:00,1999-09-02T00:00:00,58429.0,
9958,9958,1999-08-13T00:00:00,1999-09-02T00:00:00,74234.0,
9966,9966,1999-08-13T00:00:00,1999-09-02T00:00:00,74371.0,
9994,9994,1999-08-13T00:00:00,1999-09-02T00:00:00,129829.0,
12980,2980,1999-09-13T00:00:00,1999-10-03T00:00:00,7885.0,
13576,3576,1999-09-13T00:00:00,1999-10-03T00:00:00,3802.0,
14241,4241,1999-09-13T00:00:00,1999-10-03T00:00:00,1870.0,
15070,5070,1999-09-13T00:00:00,1999-10-03T00:00:00,5839.0,
15198,5198,1999-09-13T00:00:00,1999-10-03T00:00:00,9917.0,
