corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
114,Corp. Boston NeedleworkCo., , ,,,,,2004-10-12T10:41:26,4,
128,Corp. Computer RestaurantsCo., , ,,,,,2004-10-12T10:41:26,2,
165,Corp. Giant OperaCo., , ,,,,,2004-10-12T10:41:26,1,
213,Corp. Boston MachineryCorp., , ,,,,,2004-10-12T10:41:26,4,
302,Corp. Apex LightingLtd., , ,,,,,2004-10-12T10:41:26,1,
336,Corp. Driven PetroleumLtd., , ,,,,,2004-10-12T10:41:26,3,
367,Corp. Giant QuestsLtd., , ,,,,,2004-10-12T10:41:26,3,
411,Corp. Boston Key StonesAg., , ,,,,,2004-10-12T10:41:26,7,
460,Corp. Famous TransitAg., , ,,,,,2004-10-12T10:41:26,4,
470,Corp. Giant TransitAg., , ,,,,,2004-10-12T10:41:26,8,
135,Corp. Driven OperaCo., , ,,,,,2004-10-12T10:41:26,3,
210,Corp. Apex TransitCorp., , ,,,,,2004-10-12T10:41:26,3,
306,Corp. Apex PetroleumLtd., , ,,,,,2004-10-12T10:41:26,8,
318,Corp. Boston RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,4,
332,Corp. Driven LightingLtd., , ,,,,,2004-10-12T10:41:26,7,
362,Corp. Giant LightingLtd., , ,,,,,2004-10-12T10:41:26,8,
368,Corp. Giant RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,1,
424,Corp. Computer NeedleworkAg., , ,,,,,2004-10-12T10:41:26,3,
467,Corp. Giant QuestsAg., , ,,,,,2004-10-12T10:41:26,7,
117,Corp. Boston QuestsCo., , ,,,,,2004-10-12T10:41:26,1,
177,Corp. Humble QuestsCo., , ,,,,,2004-10-12T10:41:26,4,
216,Corp. Boston PetroleumCorp., , ,,,,,2004-10-12T10:41:26,5,
249,Corp. Expert Sail MakersCorp., , ,,,,,2004-10-12T10:41:26,1,
282,Corp. Imperial LightingCorp., , ,,,,,2004-10-12T10:41:26,1,
286,Corp. Imperial PetroleumCorp., , ,,,,,2004-10-12T10:41:26,5,
304,Corp. Apex NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,4,
319,Corp. Boston Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,3,
334,Corp. Driven NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,5,
348,Corp. Expert RestaurantsLtd., , ,,,,,2004-10-12T10:41:26,6,
374,Corp. Humble NeedleworkLtd., , ,,,,,2004-10-12T10:41:26,2,
401,Corp. Apex Key StonesAg., , ,,,,,2004-10-12T10:41:26,1,
414,Corp. Boston NeedleworkAg., , ,,,,,2004-10-12T10:41:26,6,
462,Corp. Giant LightingAg., , ,,,,,2004-10-12T10:41:26,7,
226,Corp. Computer PetroleumCorp., , ,,,,,2004-10-12T10:41:26,3,
389,Corp. Imperial Sail MakersLtd., , ,,,,,2004-10-12T10:41:26,7,
285,Corp. Imperial OperaCorp., , ,,,,,2004-10-12T10:41:26,5,
49,Corp. Expert Sail MakersInc., , ,,,,,2004-10-12T10:41:26,4,
92,Corp. Just LightingInc., , ,,,,,2004-10-12T10:41:26,8,
88,Corp. Imperial RestaurantsInc., , ,,,,,2004-10-12T10:41:26,2,
14,Corp. Boston NeedleworkInc., , ,,,,,2004-10-12T10:41:26,6,
274,Corp. Humble NeedleworkCorp., , ,,,,,2004-10-12T10:41:26,5,
101,Corp. Apex Key StonesCo., , ,,,,,2004-10-12T10:41:26,2,
245,Corp. Expert OperaCorp., , ,,,,,2004-10-12T10:41:26,3,
261,Corp. Giant Key StonesCorp., , ,,,,,2004-10-12T10:41:26,7,
199,Corp. Just Sail MakersCo., , ,,,,,2004-10-12T10:41:26,2,
19,Corp. Boston Sail MakersInc., , ,,,,,2004-10-12T10:41:26,3,
33,Corp. Driven MachineryInc., , ,,,,,2004-10-12T10:41:26,1,
76,Corp. Humble PetroleumInc., , ,,,,,2004-10-12T10:41:26,4,
107,Corp. Apex QuestsCo., , ,,,,,2004-10-12T10:41:26,8,
232,Corp. Driven LightingCorp., , ,,,,,2004-10-12T10:41:26,8,
200,Corp. Just TransitCo., , ,,,,,2004-10-12T10:41:26,4,
343,Corp. Expert MachineryLtd., , ,,,,,2004-10-12T10:41:26,7,
53,Corp. Famous MachineryInc., , ,,,,,2004-10-12T10:41:26,4,
120,Corp. Boston TransitCo., , ,,,,,2004-10-12T10:41:26,3,
172,Corp. Humble LightingCo., , ,,,,,2004-10-12T10:41:26,5,
86,Corp. Imperial PetroleumInc., , ,,,,,2004-10-12T10:41:26,2,
192,Corp. Just LightingCo., , ,,,,,2004-10-12T10:41:26,7,
360,Corp. Famous TransitLtd., , ,,,,,2004-10-12T10:41:26,8,
72,Corp. Humble LightingInc., , ,,,,,2004-10-12T10:41:26,4,
256,Corp. Famous PetroleumCorp., , ,,,,,2004-10-12T10:41:26,2,
51,Corp. Famous Key StonesInc., , ,,,,,2004-10-12T10:41:26,5,
174,Corp. Humble NeedleworkCo., , ,,,,,2004-10-12T10:41:26,4,
382,Corp. Imperial LightingLtd., , ,,,,,2004-10-12T10:41:26,3,
62,Corp. Giant LightingInc., , ,,,,,2004-10-12T10:41:26,2,
97,Corp. Just QuestsInc., , ,,,,,2004-10-12T10:41:26,7,
428,Corp. Computer RestaurantsAg., , ,,,,,2004-10-12T10:41:26,8,
431,Corp. Driven Key StonesAg., , ,,,,,2004-10-12T10:41:26,6,
487,Corp. Imperial QuestsAg., , ,,,,,2004-10-12T10:41:26,7,
440,Corp. Driven TransitAg., , ,,,,,2004-10-12T10:41:26,4,
