payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
12033,6412,1999-10-03T00:00:00,9659.0,0,
8150,9831,1999-09-02T00:00:00,40017.0,0,
14698,9144,1999-10-03T00:00:00,12918.0,0,
5155,6833,1999-09-02T00:00:00,18720.0,0,
14278,8722,1999-10-03T00:00:00,13580.0,0,
15335,9781,1999-10-03T00:00:00,42387.0,0,
3088,4730,1999-09-02T00:00:00,8180.0,0,
11578,5925,1999-10-03T00:00:00,1218.0,0,
3671,5329,1999-09-02T00:00:00,8809.0,0,
8477,1171,1999-10-03T00:00:00,4920.0,0,
13531,7968,1999-10-03T00:00:00,12201.0,0,
5549,7229,1999-09-02T00:00:00,15383.0,0,
3877,5543,1999-09-02T00:00:00,12376.0,0,
8059,9740,1999-09-02T00:00:00,20045.0,0,
311,1216,1999-09-02T00:00:00,3112.0,0,
9689,3570,1999-10-03T00:00:00,11072.0,0,
1896,3449,1999-09-02T00:00:00,2634.0,0,
8528,1325,1999-10-03T00:00:00,2763.0,0,
7734,9415,1999-09-02T00:00:00,33330.0,0,
8007,9688,1999-09-02T00:00:00,36244.0,0,
8192,9873,1999-09-02T00:00:00,48644.0,0,
5769,7449,1999-09-02T00:00:00,29001.0,0,
969,2301,1999-09-02T00:00:00,3306.0,0,
9420,3169,1999-10-03T00:00:00,3714.0,0,
2050,3621,1999-09-02T00:00:00,4683.0,0,
4291,5962,1999-09-02T00:00:00,28367.0,0,
10191,4262,1999-10-03T00:00:00,1434.0,0,
13400,7836,1999-10-03T00:00:00,10453.0,0,
15096,9542,1999-10-03T00:00:00,31453.0,0,
2498,4105,1999-09-02T00:00:00,2529.0,0,
6640,8321,1999-09-02T00:00:00,14999.0,0,
812,2071,1999-09-02T00:00:00,3872.0,0,
2647,4263,1999-09-02T00:00:00,7706.0,0,
676,1869,1999-09-02T00:00:00,2275.0,0,
14432,8876,1999-10-03T00:00:00,20898.0,0,
12178,6569,1999-10-03T00:00:00,4074.0,0,
4001,5669,1999-09-02T00:00:00,8597.0,0,
8585,1492,1999-10-03T00:00:00,2663.0,0,
2664,4282,1999-09-02T00:00:00,2979.0,0,
13907,8349,1999-10-03T00:00:00,17236.0,0,
3728,5387,1999-09-02T00:00:00,9492.0,0,
6048,7729,1999-09-02T00:00:00,31563.0,0,
8571,1454,1999-10-03T00:00:00,5701.0,0,
5786,7466,1999-09-02T00:00:00,10841.0,0,
9362,3081,1999-10-03T00:00:00,3631.0,0,
5814,7494,1999-09-02T00:00:00,8494.0,0,
9392,3128,1999-10-03T00:00:00,4735.0,0,
3290,4935,1999-09-02T00:00:00,7750.0,0,
12549,6958,1999-10-03T00:00:00,8291.0,0,
11417,5745,1999-10-03T00:00:00,3166.0,0,
487,1546,1999-09-02T00:00:00,4364.0,0,
9824,3760,1999-10-03T00:00:00,4605.0,0,
12034,6413,1999-10-03T00:00:00,12763.0,0,
794,2047,1999-09-02T00:00:00,1403.0,0,
7557,9238,1999-09-02T00:00:00,20244.0,0,
14515,8960,1999-10-03T00:00:00,11659.0,0,
14805,9251,1999-10-03T00:00:00,6113.0,0,
3483,5139,1999-09-02T00:00:00,4280.0,0,
12787,7209,1999-10-03T00:00:00,8496.0,0,
5901,7581,1999-09-02T00:00:00,12822.0,0,
14214,8658,1999-10-03T00:00:00,17762.0,0,
7361,9042,1999-09-02T00:00:00,39275.0,0,
9828,3765,1999-10-03T00:00:00,7704.0,0,
3003,4640,1999-09-02T00:00:00,6697.0,0,
3210,4853,1999-09-02T00:00:00,17420.0,0,
13082,7512,1999-10-03T00:00:00,5631.0,0,
10897,5130,1999-10-03T00:00:00,6939.0,0,
15357,9803,1999-10-03T00:00:00,23877.0,0,
2205,3789,1999-09-02T00:00:00,12781.0,0,
1613,3124,1999-09-02T00:00:00,2752.0,0,
15541,9987,1999-10-03T00:00:00,55174.0,0,
365,1326,1999-09-02T00:00:00,6104.0,0,
5231,6909,1999-09-02T00:00:00,11748.0,0,
9384,3116,1999-10-03T00:00:00,1426.0,0,
8644,1654,1999-10-03T00:00:00,1662.0,0,
11556,5900,1999-10-03T00:00:00,4956.0,0,
11293,5598,1999-10-03T00:00:00,5006.0,0,
5076,6754,1999-09-02T00:00:00,9315.0,0,
8939,2335,1999-10-03T00:00:00,3898.0,0,
8471,1148,1999-10-03T00:00:00,3977.0,0,
12948,7376,1999-10-03T00:00:00,9489.0,0,
1269,2702,1999-09-02T00:00:00,7507.0,0,
9197,2812,1999-10-03T00:00:00,1146.0,0,
1698,3218,1999-09-02T00:00:00,1852.0,0,
8570,1450,1999-10-03T00:00:00,3185.0,0,
2228,3815,1999-09-02T00:00:00,11453.0,0,
11445,5776,1999-10-03T00:00:00,8834.0,0,
2411,4013,1999-09-02T00:00:00,16.0,0,
4300,5972,1999-09-02T00:00:00,9411.0,0,
3590,5248,1999-09-02T00:00:00,7344.0,0,
13974,8416,1999-10-03T00:00:00,12883.0,0,
5203,6881,1999-09-02T00:00:00,10096.0,0,
1753,3286,1999-09-02T00:00:00,5601.0,0,
1619,3132,1999-09-02T00:00:00,23.0,0,
10846,5071,1999-10-03T00:00:00,8949.0,0,
9356,3073,1999-10-03T00:00:00,3993.0,0,
9714,3607,1999-10-03T00:00:00,4358.0,0,
13371,7807,1999-10-03T00:00:00,11619.0,0,
8789,2032,1999-10-03T00:00:00,3500.0,0,
9632,3476,1999-10-03T00:00:00,933.0,0,
6717,8398,1999-09-02T00:00:00,17689.0,0,
10795,5008,1999-10-03T00:00:00,1769.0,0,
12110,6497,1999-10-03T00:00:00,5708.0,0,
4703,6380,1999-09-02T00:00:00,13768.0,0,
