orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10257,HILAA,4,1996-07-16T00:00:00,1996-08-13T00:00:00,1996-07-22T00:00:00,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristbal,Tchira,5022,Venezuela
10272,RATTC,6,1996-08-02T00:00:00,1996-08-30T00:00:00,1996-08-06T00:00:00,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10284,LEHMS,4,1996-08-19T00:00:00,1996-09-16T00:00:00,1996-08-27T00:00:00,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10304,TORTU,1,1996-09-12T00:00:00,1996-10-10T00:00:00,1996-09-17T00:00:00,2,63.79,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,,5033,Mexico
10334,VICTE,8,1996-10-21T00:00:00,1996-11-18T00:00:00,1996-10-28T00:00:00,2,8.56,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10351,ERNSH,1,1996-11-11T00:00:00,1996-12-09T00:00:00,1996-11-20T00:00:00,1,162.33,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10353,PICCO,7,1996-11-13T00:00:00,1996-12-11T00:00:00,1996-11-25T00:00:00,3,360.63,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10362,BONAP,3,1996-11-25T00:00:00,1996-12-23T00:00:00,1996-11-28T00:00:00,1,96.04,Bon app-,"12, rue des Bouchers",Marseille,,13008,France
10383,AROUT,8,1996-12-16T00:00:00,1997-01-13T00:00:00,1996-12-18T00:00:00,3,34.24,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10396,FRANK,1,1996-12-27T00:00:00,1997-01-10T00:00:00,1997-01-06T00:00:00,3,135.35,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany
