orderid,productid,unitprice,quantity,discount
10603,49,20.0,25,0.0
10964,18,62.5,6,0.0
10383,50,13.0,15,0.0
11021,51,53.0,44,0.0
10284,60,27.2,20,0.0
10539,21,10.0,15,0.0
10858,70,15.0,4,0.0
10568,10,31.0,5,0.0
10567,31,12.5,60,0.0
10744,40,18.4,50,0.0
10494,56,30.4,30,0.0
10993,41,9.65,35,0.0
11070,31,12.5,20,0.0
11077,75,7.75,4,0.0
10438,19,7.3,15,0.0
10272,20,64.8,6,0.0
10396,72,27.8,21,0.0
10831,35,18.0,8,0.0
10514,20,81.0,39,0.0
10638,65,21.05,21,0.0
10942,49,20.0,28,0.0
10601,59,55.0,35,0.0
10739,36,19.0,6,0.0
10817,38,263.5,30,0.0
10456,49,16.0,21,0.0
10547,36,19.0,60,0.0
10921,63,43.9,40,0.0
10257,39,14.4,6,0.0
10351,38,210.8,20,0.0
10817,62,49.3,25,0.0
10913,4,22.0,30,0.0
11024,71,21.5,50,0.0
10938,71,21.5,35,0.0
10334,68,10.0,10,0.0
10688,34,14.0,14,0.0
10458,28,36.4,30,0.0
10984,36,19.0,40,0.0
10653,16,17.45,30,0.0
10860,76,18.0,20,0.0
10981,38,263.5,60,0.0
10958,7,30.0,6,0.0
10828,38,263.5,2,0.0
10657,46,12.0,45,0.0
11075,2,19.0,10,0.0
10353,38,210.8,50,0.0
10752,1,18.0,8,0.0
10664,56,38.0,12,0.0
10626,53,32.8,12,0.0
10790,56,38.0,20,0.0
10362,54,5.9,24,0.0
10462,13,4.8,1,0.0
11076,19,9.2,10,0.0
10477,1,14.4,15,0.0
10587,35,18.0,20,0.0
10895,39,18.0,45,0.0
10714,17,39.0,27,0.0
10571,14,23.25,11,0.0
10841,10,31.0,16,0.0
10710,47,9.5,5,0.0
10882,54,7.45,32,0.0
10488,73,12.0,20,0.0
10515,33,2.5,16,0.0
10850,70,15.0,30,0.0
10760,27,43.9,40,0.0
10893,29,123.79,24,0.0
10537,73,15.0,9,0.0
10832,13,6.0,3,0.0
10773,17,39.0,33,0.0
10711,41,9.65,42,0.0
10573,53,32.8,25,0.0
10600,54,7.45,4,0.0
11013,45,9.5,20,0.0
10904,58,13.25,15,0.0
10304,49,16.0,30,0.0
