country,name,percentage
BERM,Seventh-Day Adventist,5.0
LB,Muslim,20.0
NIUE,Roman Catholic,7.2
A,Roman Catholic,85.0
NEP,Buddhist,5.0
ZRE,Roman Catholic,50.0
ZW,Muslim,1.0
MS,Christian,28.3
E,Roman Catholic,99.0
WSA,Muslim,100.0
TUCA,Anglican,18.0
IND,Muslim,14.0
BS,Methodist,6.0
YV,Roman Catholic,96.0
TM,Christian Orthodox,11.0
USA,Protestant,56.0
SF,Christian Orthodox,1.0
J,Buddhist,84.0
XMAS,Muslim,25.0
RL,Muslim,70.0
Z,Christian,60.0
SLB,Roman Catholic,19.0
ETH,Muslim,45.0
LB,Christian,10.0
SPMI,Roman Catholic,99.0
FJI,Hindu,38.0
ZW,Christian,25.0
SRB,Roman Catholic,5.5
GAZA,Jewish,0.6
AL,Muslim,70.0
COM,Muslim,86.0
MD,Jewish,1.5
FSM,Protestant,47.0
PR,Protestant,15.0
EAK,Protestant,38.0
BRU,Christian,8.0
RA,Jewish,2.0
CDN,Anglican,8.0
COM,Roman Catholic,14.0
CL,Hindu,15.0
ET,Muslim,94.0
M,Roman Catholic,98.0
CO,Roman Catholic,95.0
FL,Protestant,8.3
G,Muslim,1.0
CAM,Christian,33.0
THA,Hindu,0.1
SD,Christian,60.0
BS,Anglican,20.0
KAZ,Protestant,2.0
KIR,Protestant,40.9
IND,Jains,0.5
NEP,Hindu,90.0
THA,Muslim,3.8
SLB,United,11.0
IND,Christian,2.4
Z,Muslim,1.0
SY,Roman Catholic,90.0
