country,name,percentage
KWT,Arab,35.0
MAL,Malay,59.0
JA,Afro-East Indian,3.0
BG,Roma,2.6
SUD,Arab,39.0
CAM,Northwestern Bantu,8.0
RI,Sundanese,14.0
SN,Toucouleur,9.0
PR,Asian,0.4
VN,Vietnamese,85.0
XMAS,European,20.0
BDS,African,80.0
LV,Russian,33.8
BG,Bulgarian,85.3
PE,Indian,45.0
AMSA,Caucasian,2.0
SME,Javanese,15.3
BG,Macedonian,2.5
SY,Seychellois,100.0
WEST,Jewish,17.0
UZB,Russian,8.3
IR,Gilaki Mazandarani,8.0
MA,Arab-Berber,99.1
BERM,White,34.1
RO,Romanian,89.1
RIM,Maur,30.0
AL,Albanian,95.0
RMM,Tuareg,10.0
EAK,Kalenjin,12.0
MYA,Mon,2.0
GAZA,Palestinian Arab,99.4
Q,Arab,40.0
BZ,Maya,11.0
SK,Slovak,85.7
GBJ,Norman-French,100.0
R,Russian,81.5
FARX,Scandinavian,100.0
MEX,Caucasian,9.0
TM,Turkmen,73.3
BVIR,Indian,3.4
Q,Pakistani,18.0
PR,Black,8.0
GB,Scottish,9.6
MOC,Indian,0.08
MYA,Indian,2.0
HELX,White,25.0
BVIR,Black,83.4
HR,Muslim,0.9
RG,Malinke,30.0
WEST,Palestinian Arab,83.0
MEX,Amerindian,30.0
CL,Vedda,1.0
MNE,Serb,32.0
SD,African,97.0
STP,Europeans,100.0
TN,European,1.0
WS,Euronesians,7.0
MAL,Indian,9.0
BF,Mossi,24.0
NMIS,Asian,56.3
K,Vietnamese,5.0
GBG,Norman-French,100.0
MNG,Kazak,4.0
SN,Wolof,36.0
VN,Chinese,3.0
IND,Indo-Aryan,72.0
RMM,Songhai,6.0
SK,German,0.1
RMM,Peuhl,17.0
JA,Afro-Chinese,1.2
TJ,Han Chinese,91.9
NCA,Melanesian,44.1
JOR,Armenian,1.0
MA,Jewish,0.2
HR,Croat,78.0
J,Japanese,99.4
EW,Russian,30.3
IND,Dravidian,25.0
CAM,Kirdi,11.0
BEN,African,99.0
RG,Peuhl,40.0
SLO,Croat,3.0
BG,Armenian,0.3
CAYM,Mixed,40.0
KAZ,German,4.7
GE,Azeri,5.7
H,Romanian,0.7
HCA,Indian,7.0
BOL,European,5.0
