country,name,percentage
CAYM,Spanish,3.2
NAM,Afrikaans,60.0
B,Dutch,56.0
RH,French,10.0
CL,Tamil,18.0
AZ,Russian,3.0
SF,Finnish,93.5
PNG,English,1.0
GUAM,Phillipine Languages,22.2
TM,Russian,12.0
GE,Azeri,6.0
NMIS,Chamorro,22.4
SF,Swedish,6.3
KAZ,Kazak,40.0
NMIS,English,10.8
YE,Arabic,100.0
AZ,Armenian,2.0
IR,Persian,58.0
AZ,Azeri,89.0
P,Portuguese,100.0
PK,Siraiki,10.0
GE,Russian,9.0
PK,Pashtu,8.0
HR,Serbo-Croatian,96.0
SRB,Hungarian,3.8
AMSA,Tongan,2.4
PK,Balochi,3.0
FPOL,Polynesian,31.4
BG,Bulgarian,100.0
PK,Urdu,8.0
UZB,Russian,14.2
SA,Arabic,100.0
UZB,Uzbek,74.3
PL,Polish,100.0
NL,Dutch,100.0
MNG,Khalkha Mongol,90.0
