name,country,province,population,longitude,latitude
An Nasiriyah,IRQ,Dhi Qar,265937.0,,
Malabo,GQ,Equatorial Guinea,33000.0,9.0,4.0
Guarapuava,BR,Parana,149158.0,,
Lusaka,Z,Lusaka,982362.0,28.2,-15.3
Madiun,RI,Indonesia,170242.0,,
San Nicolas de los Garza,MEX,Nuevo Leon,436603.0,,
Kawasaki,J,Kanagawa,1187000.0,,
Shkoder,AL,Albania,62000.0,19.2,42.2
Suihua,TJ,Heilongjiang,227881.0,,
Nizhnekamsk,R,Rep. of Tatarstan,210000.0,,
Guliston,UZB,Sirdare,,,
Niigata,J,Niigata,,,
Victoria de Durango,MEX,Durango,348036.0,,
Furth,D,Bayern,107799.0,,
Santa Rosa,USA,California,113261.0,-122.817,38.5167
Heze,TJ,Shandong,189293.0,,
Ruda Slaska,PL,Katowickie,170000.0,,
Gorzow Wielkopolski,PL,Gorzowskie,123000.0,,
Milan,I,Lombardia,1432184.0,9.28333,45.45
Lille,F,Nord Pas de Calais,172142.0,3.3,50.37
Bratsk,R,Irkutskaya oblast,257000.0,,
Wuhai,TJ,Nei Monggol,264081.0,,
Arlington,USA,Virginia,170897.0,,
Puerto Ayacucho,YV,Amazonas,,,
Jackson,USA,Mississippi,202062.0,-90.0833,32.3167
Tacna,PE,Tacna,174336.0,,
Nyiregyhaza,H,Szabolcs Szatmar,115000.0,,
Kochi,J,Kochi,,,
Criciuma,BR,Santa Catarina,159033.0,,
Stavanger,N,Rogaland,95089.0,5.5,59.0
Dezful,IR,Khuzestan,181309.0,,
Biala Podlaska,PL,Bialskopodlaskie,,,
Kaifeng,TJ,Henan,507763.0,,
Mariestad,S,Skaraborg,24255.0,13.5,58.4
Pondicherry,IND,Pondicherry,,79.5,12.0
Pago Pago,AMSA,American Samoa,,-170.42,-14.16
Simbirsk,R,Ulyanovskaya oblast,678000.0,,
Newark on Trent,GB,Nottinghamshire,104400.0,,
Sao Goncalo,BR,Rio de Janeiro,827967.0,,
Sankt Gallen,CH,SG,74106.0,,
Cartagena,CO,Bolivar,745689.0,,
Merida,E,Estremadura,,,
Chester,GB,Cheshire,120800.0,,
Cabinda,ANG,Cabinda,,,
Braga,P,Braga,63033.0,,
Donetsk,UA,Donetska,1117000.0,,
Miyazaki,J,Miyazaki,,,
