name,country,population,area,capital,capprov
Cesar,CO,699428,22905.0,Valledupar,Cesar
GR,CH,185063,7105.0,Chur,GR
Chad,TCH,6976845,,NDjamena,Chad
New South Wales,AUS,6115100,801428.0,Sydney,New South Wales
Sofala,MOC,1427500,68018.0,Beira,Sofala
Bacs Kiskun,H,540800,8363.0,Kecskemet,Bacs Kiskun
Blaenau Gwent,GB,73300,109.0,Ebbw Vale,Blaenau Gwent
BE,CH,941952,5960.0,Bern,BE
Mehedinti,RO,329000,4900.0,Drobeta Turnu Severin,Mehedinti
Fukushima,J,2133592,13784.0,Fukushima,Fukushima
Jizzakh,UZB,831000,20500.0,Jizzakh,Jizzakh
Maldives,MV,270758,,Male,Maldives
Ireland,IRL,3566833,,Dublin,Ireland
Buenos Aires,RA,12594974,307571.0,La Plata,Buenos Aires
Henan,TJ,90270000,167000.0,Zhengzhou,Henan
Central African Republic,RCA,3274426,,Bangui,Central African Republic
Nara,J,1430862,3692.0,Nara,Nara
North West,RSA,3043000,118710.0,Mmabatho,North West
Leningradskaya oblast,R,1675900,85900.0,Sankt Peterburg,Sankt Peterburg
Qyzylorda,KAZ,606100,226000.0,Qyzylorda,Qyzylorda
Dumfries and Galloway,GB,147800,6425.0,Dumfries,Dumfries and Galloway
Khatlon,TAD,1113500,12600.0,Qurghonteppa,Khatlon
Galati,RO,642000,4425.0,Galati,Galati
Sagaing,MYA,3862200,94625.0,Sagaing,Sagaing
Piaui,BR,2676098,252378.0,Teresina,Piaui
Quintana Roo,MEX,703536,50350.0,Chetumal,Quintana Roo
Afyon,TR,739223,14230.0,Afyon,Afyon
Parana,BR,8985981,199709.0,Curitiba,Parana
Morogoro,EAT,1222700,70799.0,Morogoro,Morogoro
Radomskie,PL,755500,7294.0,Radom,Radomskie
Ucayali,PE,364596,102410.0,Pucallpa,Ucayali
West Virginia,USA,1815787,62761.0,Charleston,West Virginia
Kaluzhskaya oblast,R,1097300,29900.0,Kaluga,Kaluzhskaya oblast
Cuzco,PE,1107473,71891.0,Cuzco,Cuzco
Carinthia,A,559000,9533.0,Klagenfurt,Carinthia
Jamtland,S,136009,49443.0,Ostersund,Jamtland
Catalonia,E,6090107,32113.0,Barcelona,Catalonia
