constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
5783,156,19,9.0,8,8,0
6454,65,9,16.0,7,7,0
22436,604,66,10.0,7,7,0
25485,222,17,33.0,5,5,0
19892,726,94,6.0,6,6,0
26616,962,210,28.0,8,8,0
19396,745,173,0.0,8,8,0
748,89,17,12.0,9,9,0
3446,301,34,0.0,15,15,0
25514,257,3,6.0,2,2,0
5775,155,18,0.0,11,11,0
5716,150,16,12.0,6,6,0
22824,588,66,0.0,15,15,0
6228,99,4,79.0,2,2,1
11432,506,57,0.0,13,13,0
3378,297,3,116.0,1,1,7
20123,714,182,0.0,12,12,0
9136,371,21,13.0,7,7,0
9033,369,1,141.0,1,1,10
22947,565,57,2.0,10,10,0
8940,364,33,0.0,16,16,0
26399,943,9,172.0,4,4,0
24057,517,204,1.0,8,8,0
5148,249,6,57.0,3,3,1
6170,93,16,27.0,3,3,0
20465,706,181,2.0,6,6,0
2173,202,17,10.0,5,5,0
51,23,1,53.0,2,2,2
25330,897,3,1.0,9,9,0
11164,490,45,0.0,15,15,0
5091,244,17,2.0,6,6,0
11118,488,3,58.0,1,1,3
10181,434,6,80.0,2,2,2
11292,497,55,1.0,12,12,0
25405,216,22,46.0,3,3,1
20685,695,188,1.0,9,9,0
9558,396,1,49.0,2,2,2
5814,125,16,0.0,9,9,0
1639,34,7,52.0,5,5,0
9330,381,45,0.0,15,15,0
6470,66,8,0.0,11,11,0
20844,686,66,13.0,6,6,0
10440,449,51,10.0,8,8,0
20706,697,176,13.0,5,5,1
3485,304,22,91.0,3,3,1
2471,229,6,25.0,2,2,0
26157,927,208,0.0,8,8,0
22871,561,56,0.0,12,12,0
8304,309,1,50.0,1,1,4
25427,218,1,28.0,4,4,1
9466,389,33,0.0,9,9,0
10290,440,51,6.0,6,6,0
9162,372,42,0.0,11,11,0
9496,391,33,0.0,12,12,0
20122,714,92,0.0,10,10,0
7775,328,42,0.0,18,18,0
3469,303,1,89.0,2,2,4
21915,622,37,4.0,6,6,0
20435,704,6,20.0,3,3,0
6276,103,18,1.0,10,10,0
8268,307,22,6.0,4,4,0
20067,709,170,2.0,3,3,0
6447,64,13,0.0,10,10,0
4695,278,29,0.0,10,10,0
7899,335,41,7.0,7,7,0
10131,431,32,54.0,3,3,2
5227,255,1,27.0,4,4,0
22032,605,66,0.0,6,6,0
155,32,6,134.0,2,2,7
8992,367,6,44.0,3,3,2
3496,304,37,3.0,9,9,0
20829,685,194,3.0,10,10,0
6019,112,3,32.0,4,4,0
11400,504,1,6.0,8,8,0
23508,531,56,6.0,5,5,0
8446,316,34,1.0,11,11,0
18895,762,6,28.0,2,2,2
7831,331,47,0.0,19,19,0
20121,714,11,0.0,9,9,0
21663,655,82,23.0,7,7,0
21030,674,183,0.0,15,15,0
8772,356,6,9.0,1,1,1
6501,69,5,1.0,9,9,0
10055,426,50,0.0,11,11,0
5104,245,17,12.0,4,4,0
5457,176,1,10.0,2,2,1
19858,724,95,4.0,6,6,0
11438,506,58,0.0,14,14,0
25184,884,1,29.0,6,6,0
9356,383,48,3.0,9,9,0
20712,697,192,0.0,12,12,0
24211,525,62,0.0,17,17,0
26065,912,6,162.0,4,4,0
17768,766,125,0.0,7,7,0
21973,627,34,2.0,9,9,0
26584,959,10,81.0,5,5,0
25716,271,18,5.0,10,10,0
10074,427,51,0.0,10,10,0
11030,482,27,20.0,8,8,0
20986,671,89,0.0,14,14,0
3439,301,1,73.0,3,3,4
10438,449,3,25.5,6,6,1
22253,593,63,3.0,8,8,0
25849,46,11,1.0,8,8,0
26469,951,131,157.0,1,1,4
23205,547,34,8.0,5,5,0
22184,617,63,7.0,8,8,0
8379,312,26,1.0,10,10,0
730,87,16,33.0,6,6,0
23218,548,32,24.0,3,3,2
6235,99,17,5.0,8,8,0
