raceid,driverid,lap,position,time,milliseconds
232,55,32,2,1:19.962,79962
863,18,28,6,1:39.954,99954
223,14,11,5,1:25.932,85932
31,20,3,1,1:36.925,96925
85,13,36,10,1:24.426,84426
936,8,19,2,1:28.738,88738
859,15,35,18,1:20.124,80124
122,51,63,8,1:13.976,73976
144,55,17,14,1:28.976,88976
893,814,24,13,1:53.044,113044
955,154,8,8,1:54.885,114885
94,15,40,3,1:18.803,78803
19,15,11,6,1:37.392,97392
213,55,1,4,1:30.161,90161
872,30,50,6,1:27.896,87896
13,16,17,2,1:28.876,88876
157,23,39,6,1:42.139,102139
185,71,70,6,1:22.262,82262
46,11,34,16,1:23.055,83055
41,21,46,5,1:18.296,78296
963,831,46,15,1:51.422,111422
90,30,47,1,1:26.908,86908
866,817,4,17,1:21.450,81450
44,13,55,5,1:22.816,82816
898,813,37,16,1:43.430,103430
199,55,46,4,1:58.564,118564
133,30,27,1,1:33.555,93555
208,77,55,2,1:18.741,78741
879,37,17,19,1:29.242,89242
170,37,40,16,1:57.756,117756
193,14,41,7,1:31.535,91535
51,13,15,3,1:46.084,106084
912,8,18,9,1:30.728,90728
134,14,52,1,1:15.481,75481
343,13,36,8,1:31.194,91194
201,35,4,4,1:47.196,107196
846,153,20,15,1:22.700,82700
843,1,3,2,1:44.767,104767
98,47,34,11,1:14.780,74780
966,13,23,9,1:25.827,85827
88,32,12,7,1:34.942,94942
238,49,9,15,1:26.653,86653
869,17,2,7,1:24.253,84253
84,33,3,13,1:31.230,91230
87,22,68,6,1:14.298,74298
161,15,31,9,1:28.703,88703
343,9,52,6,1:29.919,89919
169,14,15,3,1:21.657,81657
348,807,45,7,1:25.892,85892
898,824,48,18,1:47.020,107020
942,8,12,8,1:57.813,117813
136,11,47,10,1:18.659,78659
917,813,34,18,1:15.728,75728
84,18,43,4,1:27.073,87073
944,826,44,7,1:16.769,76769
227,30,12,5,1:23.719,83719
353,2,18,14,2:05.918,125918
978,4,12,14,1:35.894,95894
160,65,38,15,1:30.362,90362
958,832,14,7,1:27.296,87296
888,8,25,3,2:28.628,148628
168,37,19,4,1:46.759,106759
59,35,67,15,1:18.847,78847
69,11,29,19,1:36.865,96865
113,30,41,1,1:08.337,68337
176,44,65,6,1:19.991,79991
239,49,30,12,2:06.053,126053
183,37,29,14,1:14.914,74914
107,23,55,6,1:14.117,74117
183,70,24,16,1:15.228,75228
917,818,5,15,1:17.297,77297
213,81,51,11,1:23.054,83054
