driverstandingsid,raceid,driverid,points,position,positiontext,wins
19579,391,123,2.0,13,13,0
10457,250,91,0.0,29,29,0
16174,329,129,0.0,27,27,0
66707,904,8,17.0,11,11,0
18674,368,94,4.0,19,19,0
68384,979,840,18.0,12,12,0
6913,293,79,0.0,21,21,0
10388,248,79,0.0,19,19,0
1310,76,24,1.0,17,17,0
46170,794,597,0.0,30,30,0
43349,836,626,0.0,52,52,0
20167,411,123,0.0,14,14,0
43370,836,520,0.0,39,39,0
17115,306,87,0.0,23,23,0
53962,621,307,0.0,15,15,0
10930,219,44,15.0,9,9,0
46430,798,645,0.0,47,47,0
3416,174,22,62.0,4,4,1
21625,454,188,1.0,11,11,0
56271,585,197,1.5,16,16,0
59173,506,217,0.0,20,20,0
18318,360,145,8.0,5,5,0
56585,563,250,1.0,14,14,0
20144,410,119,2.0,13,13,0
3336,170,37,2.0,14,14,0
9666,286,120,2.0,17,17,0
59257,508,187,3.0,18,18,0
17066,305,78,0.0,7,7,0
4615,206,15,1.0,16,16,0
63962,345,22,19.0,11,11,0
54759,655,243,10.0,11,11,0
66133,260,104,3.0,11,11,0
59227,507,140,0.0,33,33,0
58650,518,182,1.0,15,15,0
49672,746,475,0.0,6,6,0
48599,735,341,19.0,4,4,0
46333,796,632,3.0,13,13,0
46740,788,806,0.0,25,25,0
64185,352,1,192.0,4,4,3
48233,743,356,4.0,8,8,0
66226,263,83,0.0,23,23,0
65545,881,18,2.0,13,13,0
58298,557,250,6.0,15,15,0
6801,290,57,1.0,8,8,0
51656,802,680,0.0,55,55,0
55686,600,250,3.0,15,15,0
56595,563,207,1.0,16,16,0
66834,910,825,37.0,10,10,0
51902,805,556,0.0,83,83,0
19258,380,133,0.0,19,19,0
54810,606,329,0.0,13,13,0
10625,255,76,0.0,28,28,0
19738,397,137,54.0,1,1,2
54668,653,358,45.0,1,1,5
10495,252,14,39.0,3,3,1
4567,204,76,1.0,17,17,0
13938,50,18,2.0,16,16,0
52744,687,340,6.0,11,11,0
51784,804,525,6.0,8,8,0
52782,687,371,0.0,35,35,0
11352,189,65,15.0,8,8,1
65365,874,18,131.0,6,6,2
58317,557,255,20.0,7,7,1
54428,646,361,0.0,23,23,0
10914,218,63,2.0,17,17,0
43965,830,680,0.0,36,36,0
19443,386,114,0.0,18,18,0
10552,253,90,0.0,31,31,0
51753,803,687,0.0,83,83,0
9443,278,118,0.0,17,17,0
53148,632,289,0.0,9,9,0
121,24,9,42.0,1,1,1
10715,210,78,1.0,13,13,0
19629,393,117,26.0,2,2,2
53546,667,368,0.0,15,15,0
19090,375,145,1.0,10,10,0
51605,802,427,9.0,2,2,0
48824,693,400,0.0,19,19,0
267,31,1,78.0,1,1,4
55366,592,310,0.0,30,30,0
10515,252,22,8.0,10,10,0
55779,602,304,19.0,7,7,1
47373,783,554,6.0,11,11,0
43968,830,675,2.0,19,19,0
18401,362,102,27.0,2,2,3
22942,489,175,1.0,17,17,0
16338,333,81,0.0,32,32,0
10437,250,55,32.0,3,3,1
