resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
15876,642,341,63,18,13,17.0,17,17,0.0,54,,,,,,,15
252,30,4,4,5,6,4.0,4,4,5.0,44,+14.478,4993872.0,25.0,9.0,1:49.238,230.820,1
1504,89,35,15,11,16,10.0,10,10,0.0,56,+59.9,6053518.0,53.0,11.0,1:34.713,207.190,1
22913,945,4,1,14,16,17.0,17,17,0.0,53,,,52.0,3.0,1:44.796,190.793,12
7921,357,110,35,22,16,10.0,10,10,0.0,56,,,,,,,12
12338,510,207,32,11,18,,R,17,0.0,11,,,,,,,5
10784,456,163,6,28,2,,R,16,0.0,6,,,,,,,22
13115,538,199,6,11,12,,D,16,0.0,28,,,,,,,2
12581,519,137,204,6,4,,R,21,0.0,52,,,,,,,3
22902,945,817,9,3,5,6.0,6,6,8.0,55,+1:05.010,5975185.0,46.0,9.0,1:46.305,188.085,1
6600,308,137,22,20,4,,R,26,0.0,0,,,,,,,22
6733,312,90,22,19,7,,R,23,0.0,21,,,,,,,6
22192,902,821,15,21,15,,R,19,0.0,39,,,32.0,16.0,1:40.698,193.481,4
22961,950,3,131,6,1,1.0,1,1,25.0,56,1:38:53.891,5933891.0,38.0,6.0,1:40.418,195.419,1
10468,445,118,4,16,6,2.0,2,2,6.0,71,+42.123,5410655.0,,,,,1
11017,464,160,45,32,23,,R,22,0.0,10,,,,,,,6
11589,484,203,6,27,7,,R,16,0.0,25,,,,,,,101
8005,359,95,6,27,3,,R,17,0.0,43,,,,,,,6
1896,109,22,6,2,5,2.0,2,2,8.0,56,+39.286,5581481.0,,,,,1
13316,545,238,25,3,7,,R,23,0.0,5,,,,,,,69
12839,529,172,27,26,13,5.0,5,5,2.0,78,+1:09.218,6204985.0,,,,,1
9812,419,102,32,12,3,,R,19,0.0,43,,,,,,,5
17673,731,289,66,1,1,2.0,2,2,6.0,32,+44.1,7696400.0,,,,,1
1243,76,30,6,1,8,7.0,7,7,2.0,78,+37.223,6352779.0,40.0,1.0,1:15.842,158.540,1
14841,601,231,64,24,7,3.0,3,3,4.0,54,+1:01.54,5386260.0,,,,,1
15561,629,290,34,29,19,,R,17,0.0,20,,,,,,,22
23219,961,825,4,20,21,17.0,17,17,0.0,52,,,52.0,16.0,1:27.618,238.019,11
1049,66,8,1,3,7,,R,21,0.0,1,,,,,,,4
10371,441,182,1,8,8,,R,11,0.0,23,,,,,,,20
11903,494,118,53,36,0,,F,30,0.0,0,,,,,,,81
7779,12,5,1,2,15,6.0,6,6,3.0,44,+32.763,5063758.0,24.0,13.0,1:48.348,232.716,1
5907,285,110,25,4,18,13.0,13,13,0.0,47,,,,,,,51
2705,147,54,20,23,21,,R,17,0.0,24,,,,,,,6
1844,106,35,4,7,9,10.0,10,10,0.0,52,,,28.0,16.0,1:35.290,219.385,11
22686,933,831,15,12,8,11.0,11,11,0.0,70,,,57.0,14.0,1:13.050,213.190,11
3204,170,64,15,16,15,11.0,11,11,0.0,44,+1:34.123,5388617.0,,,,,1
14435,586,224,1,1,8,,R,19,0.0,3,,,,,,,22
9292,399,171,45,22,26,,R,18,0.0,32,,,,,,,22
12695,524,182,204,5,9,4.0,4,4,3.0,50,+54.40,4974620.0,,,,,1
8932,386,119,3,6,11,6.0,6,6,1.0,51,+1:37.615,5703788.0,,,,,1
12318,509,95,32,43,0,,F,25,0.0,0,,,,,,,81
10750,455,184,51,23,10,10.0,10,10,0.0,57,,,,,,,5
6412,302,79,33,30,25,,R,18,0.0,46,,,,,,,20
1578,93,4,4,8,6,4.0,4,4,5.0,62,+23.654,5203324.0,59.0,3.0,1:21.650,217.499,1
10634,451,137,34,1,1,6.0,6,6,1.0,69,,,,,,,11
20067,835,593,113,1,5,1.0,1,1,9.0,138,2:46:55.97,10015970.0,,,,,1
10934,461,195,55,33,24,,R,26,0.0,0,,,,,,,5
4302,220,77,22,8,18,10.0,10,10,0.0,70,,,,,,,11
5231,260,44,27,26,20,9.0,9,9,0.0,76,,,,,,,12
16333,664,289,180,1,7,,R,9,0.0,42,,,,,,,5
20169,839,740,105,62,26,,R,20,0.0,15,,,,,,,31
14995,606,305,63,5,14,,R,16,0.0,6,,,,,,,6
19649,817,609,6,32,4,,R,10,0.0,51,,,,,,,121
2237,125,44,16,12,18,,R,21,0.0,9,,,,,,,8
7452,333,110,35,22,18,,R,25,0.0,0,,,,,,,20
4897,246,79,25,3,19,,R,23,0.0,0,,,,,,,4
14357,583,187,63,18,14,,R,20,0.0,43,,,,,,,76
10538,447,173,32,11,3,,R,17,0.0,28,,,,,,,5
23307,965,836,209,94,20,17.0,17,17,0.0,55,,,36.0,21.0,1:45.451,188.208,11
15699,635,341,63,23,7,5.0,5,5,2.0,68,,,,,,,12
130,24,2,2,3,8,2.0,2,2,8.0,70,+16.495,5800722.0,25.0,2.0,1:17.430,202.758,1
3776,196,55,15,14,11,12.0,12,12,0.0,72,,,,,,,6
1771,102,15,4,7,9,,R,17,0.0,41,,,10.0,6.0,1:20.705,195.422,5
6958,319,99,36,14,24,11.0,11,11,0.0,50,,,,,,,13
20690,352,2,15,22,11,8.0,8,8,4.0,53,+1:09.648,5496971.0,52.0,10.0,1:35.521,218.854,1
18662,773,475,118,2,1,1.0,1,1,8.0,50,2:11:27.80,7887800.0,,,,,1
723,52,4,1,1,4,3.0,3,3,6.0,71,+57.019,5352289.0,59.0,6.0,1:13.150,212.062,1
13872,565,172,27,26,8,12.0,12,12,0.0,75,,,,,,,3
4521,230,77,22,4,5,,R,9,0.0,44,,,,,,,20
22105,898,819,207,20,22,20.0,20,20,0.0,55,,,48.0,21.0,1:43.968,190.893,11
13109,538,223,58,17,22,,N,10,0.0,50,,,,,,,17
5408,266,112,1,7,14,,R,22,0.0,21,,,,,,,47
7573,1,1,1,1,18,,D,20,0.0,58,,,39.0,13.0,1:29.020,214.455,2
3838,199,75,18,22,19,8.0,8,8,0.0,58,,,,,,,12
16718,684,346,167,17,18,,R,19,0.0,10,,,,,,,5
18403,760,542,32,64,22,,R,21,0.0,19,,,,,,,25
18238,753,479,170,6,12,5.0,5,5,2.0,49,,,,,,,16
7351,330,110,35,22,10,,R,25,0.0,22,,,,,,,5
11401,478,105,25,3,7,4.0,4,4,3.0,44,,,,,,,11
11834,492,119,21,29,13,,R,19,0.0,27,,,,,,,5
12862,529,223,58,17,0,,F,28,0.0,0,,,,,,,81
15853,641,306,82,21,11,,R,20,0.0,15,,,,,,,3
966,63,23,7,7,5,4.0,4,4,5.0,70,+27.2,5555003.0,19.0,6.0,1:17.809,204.084,1
20325,337,1,1,2,4,3.0,3,3,15.0,49,+23.182,5983578.0,42.0,4.0,1:59.560,189.665,1
9430,404,177,1,2,7,,R,23,0.0,6,,,,,,,5
20789,841,153,5,19,12,11.0,11,11,0.0,57,,,41.0,10.0,1:30.467,211.025,11
9485,407,177,1,2,9,2.0,2,2,6.0,78,+25.022,6966082.0,,,,,1
3749,195,35,3,1,10,6.0,6,6,1.0,64,,,,,,,11
9319,400,163,27,25,14,,R,19,0.0,55,,,,,,,4
14595,592,187,34,28,13,,R,21,0.0,54,,,,,,,69
4163,214,56,6,6,5,3.0,3,3,4.0,72,+1:14.801,6005293.0,,,,,1
13459,551,187,34,7,4,2.0,2,2,6.0,80,+1.55,5981680.0,,,,,1
4337,222,30,6,5,2,1.0,1,1,10.0,53,1:29:48.446,5388446.0,,,,,1
4503,229,77,22,4,4,,R,13,0.0,9,,,,,,,6
9907,423,156,49,30,19,11.0,11,11,0.0,74,,,,,,,14
8152,363,138,32,12,16,8.0,8,8,0.0,63,,,,,,,11
12136,503,203,6,2,6,5.0,5,5,2.0,75,,,,,,,11
1014,65,30,6,5,11,8.0,8,8,1.0,67,,,57.0,11.0,1:27.834,179.561,49
5837,282,70,32,11,15,,R,21,0.0,19,,,,,,,20
14998,606,290,34,18,11,,R,19,0.0,5,,,,,,,25
