raceid,driverid,stop,lap,time,duration,milliseconds
936,154,4,44,15:14:46,17.064,17064
956,830,2,28,14:38:17,17.165,17165
973,817,1,21,14:33:54,21.811,21811
883,824,3,36,16:06:51,22.817,22817
916,807,1,1,14:05:32,33.427,33427
861,17,3,39,18:19:05,23.195,23195
861,155,3,40,18:21:24,23.662,23662
850,67,2,36,15:04:03,20.954,20954
891,821,3,41,15:23:35,17.433,17433
894,18,1,4,15:11:11,26.948,26948
841,2,1,15,17:27:41,22.994,22994
883,1,1,10,15:21:24,22.072,22072
971,807,2,36,19:04:58,25.135,25135
842,18,2,23,16:44:11,22.471,22471
906,822,2,35,14:55:26,24.491,24491
890,1,1,9,14:16:48,21.840,21840
863,39,1,10,15:21:21,25.896,25896
956,13,1,12,14:18:00,21.097,21097
977,826,3,55,15:09:24,22.274,22274
906,1,1,19,14:33:29,24.417,24417
967,830,3,28,15:37:27,24:41.433,1481433
929,831,3,41,19:13:54,26.210,26210
964,822,1,26,14:47:27,25.007,25007
910,154,1,8,14:17:53,23.979,23979
978,20,1,18,13:36:44,28.363,28363
912,822,1,24,14:40:01,24.991,24991
885,20,1,30,14:44:08,24.375,24375
974,822,1,33,14:45:24,24.308,24308
873,814,1,12,20:27:23,31.026,31026
848,2,3,40,15:15:10,21.472,21472
956,836,1,13,14:19:05,22.613,22613
962,830,3,27,20:56:59,28.948,28948
936,826,2,33,14:56:04,21.574,21574
893,4,1,14,20:30:36,29.436,29436
916,18,2,28,14:56:05,23.546,23546
982,838,4,12,20:34:19,30.390,30390
917,818,2,27,14:38:30,24.408,24408
977,839,1,42,14:52:17,22.176,22176
901,1,3,51,17:35:18,24.484,24484
890,18,1,24,14:39:26,22.107,22107
953,831,2,32,14:57:11,27.166,27166
890,13,2,31,14:50:01,21.753,21753
893,819,2,25,20:53:55,32.008,32008
906,1,2,45,15:08:31,23.554,23554
858,813,1,25,17:49:31,20.201,20201
943,834,2,50,14:17:41,30.442,30442
848,1,2,24,14:46:06,21.035,21035
871,3,1,20,14:47:24,21.062,21062
971,13,2,37,19:06:22,24.240,24240
888,17,2,23,14:44:15,19.991,19991
851,16,2,26,14:46:48,20.589,20589
847,10,2,51,16:37:16,25.079,25079
851,10,3,53,15:30:17,20.929,20929
863,37,2,22,15:42:24,23.420,23420
879,37,3,50,15:17:24,25.375,25375
857,811,2,56,16:30:01,21.723,21723
881,17,4,43,17:20:16,20.767,20767
900,815,3,32,18:02:29,22.526,22526
855,18,1,10,15:20:34,21.094,21094
962,839,3,34,21:12:43,30.614,30614
915,807,1,24,15:46:32,30.096,30096
893,824,3,23,20:50:22,29.823,29823
875,815,1,18,15:35:58,24.408,24408
950,825,2,20,14:41:50,23.257,23257
974,154,1,40,14:54:55,24.660,24660
969,826,1,34,16:57:51,25.559,25559
851,815,3,32,14:56:05,13.201,13201
909,821,1,14,14:24:08,21.002,21002
847,30,2,21,13:38:51,24.196,24196
976,4,1,12,17:26:36,21.217,21217
913,4,2,24,20:50:06,28.810,28810
931,828,1,14,14:22:25,25.618,25618
910,8,1,8,14:17:51,23.214,23214
965,836,2,30,14:58:04,25.182,25182
928,829,1,16,14:32:55,24.132,24132
845,18,1,14,14:24:51,20.015,20015
868,18,1,16,13:30:09,25.138,25138
883,18,1,9,15:19:38,23.093,23093
960,830,2,9,14:24:49,16:38.546,998546
873,155,2,30,21:03:49,30.842,30842
854,13,4,41,21:26:06,30.983,30983
910,813,3,43,15:16:53,21.818,21818
869,808,3,50,15:12:58,18.354,18354
906,154,2,46,15:10:53,23.856,23856
849,13,3,41,14:14:35,23.238,23238
944,817,1,3,14:07:06,23.937,23937
956,4,1,8,14:13:00,21.924,21924
885,820,1,23,14:35:17,25.337,25337
842,815,1,17,16:34:14,23.597,23597
936,807,2,36,15:00:25,22.222,22222
842,30,1,14,16:28:34,22.576,22576
937,831,1,10,14:27:06,23.439,23439
976,1,1,12,17:25:22,20.418,20418
881,8,3,34,17:05:22,21.903,21903
937,3,2,31,15:07:43,22.765,22765
866,4,1,19,14:28:31,21.133,21133
909,807,1,14,14:23:52,19.564,19564
972,840,1,26,15:52:58,29.791,29791
854,3,2,22,20:47:06,29.417,29417
948,807,1,16,16:32:30,22.167,22167
885,8,2,70,16:10:41,25.125,25125
884,13,3,36,14:58:25,19.326,19326
870,37,2,41,15:10:00,21.877,21877
863,3,3,36,16:04:47,21.888,21888
870,813,2,41,15:07:28,19.755,19755
917,821,3,48,15:05:32,23.418,23418
949,822,2,9,18:19:07,19.369,19369
967,831,2,28,15:37:32,24:43.214,1483214
851,22,3,37,15:02:51,20.580,20580
968,3,1,8,17:17:48,23.753,23753
890,20,1,11,14:19:47,21.343,21343
972,8,1,29,15:56:49,30.152,30152
913,807,2,25,20:52:46,29.362,29362
929,822,2,33,18:59:33,24.623,24623
982,825,4,11,20:31:52,30.132,30132
982,4,1,1,20:06:42,36.900,36900
962,20,1,1,20:06:48,24.342,24342
862,8,2,28,15:52:32,21.494,21494
979,826,1,40,15:02:57,22.273,22273
855,815,2,37,16:08:38,24.461,24461
