constructorresultsid,raceid,constructorid,points,status
3599,324,41,0.0,
13541,535,65,0.0,
1017,115,17,0.0,
14782,897,206,0.0,
13829,521,54,0.0,
6292,501,34,9.0,
10246,744,99,0.0,
5449,447,45,0.0,
3959,14,3,0.0,
1626,172,15,0.0,
15457,970,15,0.0,
3566,322,47,0.0,
4217,367,33,0.0,
5530,453,34,0.0,
4334,373,35,0.0,
4734,397,34,0.0,
6427,510,25,0.0,
5405,444,25,0.0,
10328,729,172,6.0,
5221,432,27,0.0,
1761,184,24,0.0,
14637,883,5,0.0,
13408,528,32,3.0,
3553,322,18,0.0,
1657,175,22,3.0,
13101,573,57,0.0,
591,73,7,13.0,
2577,257,25,2.0,
5650,461,27,0.0,
1197,133,6,16.0,
6063,487,32,6.0,
13257,551,25,0.0,
11911,639,34,4.0,
493,64,6,18.0,
11090,692,167,3.0,
14743,894,6,10.0,
5998,483,51,3.0,
386,54,6,7.0,
2442,246,3,10.0,
2968,286,6,3.0,
14546,875,206,0.0,
4131,363,46,0.0,
13416,528,59,0.0,
1223,135,17,0.0,
2977,286,32,0.0,
4134,363,33,0.0,
3694,329,35,0.0,
5602,458,32,1.0,
2753,269,6,0.0,
3532,321,22,3.0,
15047,929,9,10.0,
1867,194,17,0.0,
71,24,1,0.0,
13063,571,1,9.0,
1190,132,15,1.0,
4962,414,25,1.0,
13115,574,64,0.0,
11177,681,180,9.0,
2451,246,28,0.0,
5170,429,1,9.0,
5066,421,18,0.0,
15392,964,15,0.0,
3776,334,33,1.0,
14214,848,1,20.0,
