targetid,raceid,driverid,win
66805,908,828,0
18925,370,139,0
49196,770,427,0
52515,679,293,0
57278,531,172,0
57957,550,223,0
9616,284,123,0
17120,306,133,0
64288,354,29,0
16234,331,55,0
57266,531,231,0
19926,403,119,0
66913,913,820,0
57966,550,200,0
21741,458,118,0
48942,698,385,0
19110,376,140,0
58915,526,234,0
52097,807,519,0
48207,742,455,0
15977,324,77,0
63703,728,423,0
57178,528,224,0
51571,801,676,0
55286,619,320,0
22841,486,177,0
56735,567,253,0
54817,606,305,0
53236,635,307,0
65001,863,20,1
19809,399,118,0
50907,715,431,0
46612,787,622,0
50750,710,346,0
64542,848,816,0
58544,514,163,0
46530,785,496,0
63895,342,5,0
68302,975,18,0
68372,979,8,0
56872,570,270,0
11861,129,11,0
13079,65,17,0
57137,575,237,0
19015,373,123,0
57581,539,172,0
1433,82,8,0
18043,13,3,0
52657,684,386,0
56025,578,238,0
54097,625,243,0
64773,855,67,0
12893,57,18,0
65646,884,807,0
22057,466,197,0
44285,820,642,0
53167,633,223,0
64567,849,816,0
22169,470,163,0
18479,364,127,0
64745,854,67,0
21601,453,187,1
53030,663,360,0
10963,220,55,0
15882,321,149,0
21271,444,118,0
46702,788,537,0
53899,678,334,0
63669,727,434,0
18393,362,127,0
65591,883,815,0
5150,229,22,0
45173,814,713,0
17088,305,100,0
43893,830,641,0
9500,280,55,0
53882,677,379,0
46789,789,556,0
66700,903,817,0
56666,565,238,0
22601,481,204,0
45250,815,704,0
54086,625,224,0
9353,273,87,0
67732,955,1,0
4604,206,56,0
12553,97,22,0
56387,587,245,0
13212,70,24,0
17099,306,88,0
17604,319,65,0
68450,982,838,0
44121,832,779,0
44526,823,669,0
48347,745,455,0
66619,900,8,0
10463,251,30,0
68261,974,822,0
67005,917,820,0
17295,311,103,0
19884,402,77,1
51553,801,657,0
57433,535,242,0
53535,667,278,0
18220,357,159,0
44643,824,656,0
67905,962,825,0
56604,563,251,0
44053,832,640,0
13737,42,8,0
67440,942,3,0
48979,765,501,0
67733,955,20,0
56,21,9,0
49324,771,599,0
52894,657,360,0
50901,715,399,0
