team_id,team_name
1102,Военно-воздушные силы
1103,Акрон
1104,Алабама
1106,Алабама-стрит
1107,Олбани Нью-Йорк
1109,Ассигнуемые средства
1110,Американский союз
1111,Аппалачский святой
1112,Аризона
1114,Ковчег Маленький Камень
1117,Арканзас
1118,Армстронг
1119,Армия
1122,Остин Пи
1124,Бэйлор
1127,Бингемтон
1129,Бойз-стрит
1132,Зеленый боулинг
1133,Брэдли
1146,Кент Арканзас
1148,Центральный конн
1149,Чарльстон так
1150,Шарлотта
1151,Чаттануга
1155,Клемсон
1159,Колгейт
1161,Колорадо
1163,Коннектикут
1167,CS Бейкерсфилд
1168,CS Фуллертон
1174,Делавэр
1179,Дрейк
1182,Дюкесне
1184,E Кентукки
1187,Восточная Каролина
1188,Эдвардсвилль
1194,FL Атлантика
1198,Флорида Интл
1204,Га Южный
1206,Джордж Мейсон
1209,Грузия
1214,Хэмптон
1215,Хардин-Симмонс
1217,Гарвард
1223,Хьюстон Бап
1231,Индианаa
1238,Джексон Сент-Джексон
1239,Джексонвилль
1240,Джексонвилль Сент-Джексонвиль
1242,Канзас
1244,Кеннезау
1249,Ламар
1252,Липскомb
1253,Длинный пляж
1255,Лонгвуд
1256,Луизиана Технология
1262,МА Лоуэлл
1264,Манхэттен
1265,Марист
1267,Маршалл
1271,MD E Шор
1273,Мерсер
1275,Майами
1276,Мичиган
1280,Госпожа Миссисипи
1294,N Колорадо
1295,Н-Дакота
1297,N Кентукки
1300,НК Центральный
1304,Небраска
1305,Невада
1306,Нью-Гэмпшир
1307,Новая Мексика
1314,Северная Каролина
1319,Северная Аризона
1322,Северо-западная Лос-Анджелес
1323,Нотр-Дам
1326,Огайо
1327,Окла-Сити
1328,Оклахома
1329,Оклахома
1330,Старый Доминион
1336,Пенн Сен-Пен
1338,Питтсбург
1340,Портленд
1343,Принстон
1348,Род-Айленд
1350,Ричмонд
1354,С. Каролина
1360,Сан-Диего
1367,СК Внештатные должности
1368,СЕ Луизиана
1369,СЕ Миссури Сент-Миссури
1378,Южная Флорида
1379,Южная мисс
1381,Южная Юта
1385,Святого Иоанна
1386,Папа Святого Иосифа
1392,Стони Брук
1394,ТАМ К. Кристи
1396,Храм
1399,Технология Теннесси
1408,Тулане
1411,TX Южный
1415,UC Riverside
1416,УКУ
1419,ULM
1425,USC
1428,Юта
1434,Вальпараисо
1435,Вандербильт
1436,Вермонт
1438,Вирджиния
1441,В Каролина
1444,В. Мичиган
1445,В Салем-стрит
1450,Вашингтон
1454,ВИ Милуоки
1462,Ксавье
