payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
12409,6815,1999-10-03T00:00:00,20153.0,0,
1194,2607,1999-09-02T00:00:00,3066.0,0,
11575,5922,1999-10-03T00:00:00,6508.0,0,
7862,9543,1999-09-02T00:00:00,25049.0,0,
4492,6167,1999-09-02T00:00:00,14384.0,0,
4234,5905,1999-09-02T00:00:00,6118.0,0,
1008,2349,1999-09-02T00:00:00,6734.0,0,
6794,8475,1999-09-02T00:00:00,13876.0,0,
4851,6528,1999-09-02T00:00:00,12409.0,0,
7094,8775,1999-09-02T00:00:00,19251.0,0,
6700,8381,1999-09-02T00:00:00,23245.0,0,
4929,6606,1999-09-02T00:00:00,18858.0,0,
1926,3483,1999-09-02T00:00:00,6849.0,0,
11084,5354,1999-10-03T00:00:00,3946.0,0,
11497,5835,1999-10-03T00:00:00,3592.0,0,
12609,7021,1999-10-03T00:00:00,3531.0,0,
9538,3343,1999-10-03T00:00:00,6047.0,0,
1252,2682,1999-09-02T00:00:00,2837.0,0,
8471,1148,1999-10-03T00:00:00,3977.0,0,
9092,2630,1999-10-03T00:00:00,1860.0,0,
238,1050,1999-09-02T00:00:00,8878.0,0,
7281,8962,1999-09-02T00:00:00,16570.0,0,
9150,2740,1999-10-03T00:00:00,4091.0,0,
12955,7383,1999-10-03T00:00:00,9389.0,0,
5346,7024,1999-09-02T00:00:00,8734.0,0,
4549,6224,1999-09-02T00:00:00,6202.0,0,
14071,8514,1999-10-03T00:00:00,16223.0,0,
11782,6142,1999-10-03T00:00:00,1987.0,0,
1027,2375,1999-09-02T00:00:00,14599.0,0,
9623,3463,1999-10-03T00:00:00,1788.0,0,
2473,4078,1999-09-02T00:00:00,4317.0,0,
3439,5092,1999-09-02T00:00:00,6979.0,0,
10027,4038,1999-10-03T00:00:00,1963.0,0,
12971,7399,1999-10-03T00:00:00,7790.0,0,
5387,7066,1999-09-02T00:00:00,1861.0,0,
4988,6665,1999-09-02T00:00:00,16055.0,0,
7034,8715,1999-09-02T00:00:00,12846.0,0,
3758,5418,1999-09-02T00:00:00,4719.0,0,
412,1427,1999-09-02T00:00:00,2863.0,0,
9847,3793,1999-10-03T00:00:00,2016.0,0,
1538,3040,1999-09-02T00:00:00,11500.0,0,
4765,6442,1999-09-02T00:00:00,12712.0,0,
14208,8651,1999-10-03T00:00:00,7300.0,0,
632,1805,1999-09-02T00:00:00,2940.0,0,
9275,2941,1999-10-03T00:00:00,6699.0,0,
4911,6588,1999-09-02T00:00:00,17530.0,0,
4853,6530,1999-09-02T00:00:00,8563.0,0,
10925,5163,1999-10-03T00:00:00,6187.0,0,
1331,2774,1999-09-02T00:00:00,3715.0,0,
15456,9902,1999-10-03T00:00:00,28686.0,0,
4501,6176,1999-09-02T00:00:00,5836.0,0,
7268,8949,1999-09-02T00:00:00,18219.0,0,
8847,2138,1999-10-03T00:00:00,4279.0,0,
2800,4425,1999-09-02T00:00:00,661.0,0,
10505,4678,1999-10-03T00:00:00,3832.0,0,
4339,6012,1999-09-02T00:00:00,31261.0,0,
15176,9622,1999-10-03T00:00:00,13504.0,0,
2279,3872,1999-09-02T00:00:00,6067.0,0,
11233,5526,1999-10-03T00:00:00,15967.0,0,
6508,8189,1999-09-02T00:00:00,14267.0,0,
5781,7461,1999-09-02T00:00:00,16007.0,0,
5001,6678,1999-09-02T00:00:00,22022.0,0,
8016,9697,1999-09-02T00:00:00,50102.0,0,
14792,9238,1999-10-03T00:00:00,25072.0,0,
1669,3188,1999-09-02T00:00:00,10789.0,0,
14352,8796,1999-10-03T00:00:00,514.0,0,
426,1453,1999-09-02T00:00:00,4705.0,0,
9045,2542,1999-10-03T00:00:00,3748.0,0,
11930,6302,1999-10-03T00:00:00,9936.0,0,
10978,5229,1999-10-03T00:00:00,2140.0,0,
13422,7858,1999-10-03T00:00:00,11572.0,0,
6037,7718,1999-09-02T00:00:00,11195.0,0,
6536,8217,1999-09-02T00:00:00,16992.0,0,
1607,3117,1999-09-02T00:00:00,3290.0,0,
7460,9141,1999-09-02T00:00:00,37572.0,0,
4615,6291,1999-09-02T00:00:00,20485.0,0,
610,1775,1999-09-02T00:00:00,1088.0,0,
6086,7767,1999-09-02T00:00:00,5127.0,0,
2873,4504,1999-09-02T00:00:00,4786.0,0,
13406,7842,1999-10-03T00:00:00,18956.0,0,
11981,6356,1999-10-03T00:00:00,4478.0,0,
3909,5575,1999-09-02T00:00:00,17805.0,0,
14584,9030,1999-10-03T00:00:00,17311.0,0,
13308,7742,1999-10-03T00:00:00,6705.0,0,
1713,3238,1999-09-02T00:00:00,135.0,0,
6059,7740,1999-09-02T00:00:00,33648.0,0,
5847,7527,1999-09-02T00:00:00,10088.0,0,
12614,7026,1999-10-03T00:00:00,13629.0,0,
4955,6632,1999-09-02T00:00:00,20545.0,0,
1080,2445,1999-09-02T00:00:00,9943.0,0,
14063,8506,1999-10-03T00:00:00,9800.0,0,
10344,4463,1999-10-03T00:00:00,2753.0,0,
11389,5709,1999-10-03T00:00:00,7900.0,0,
9832,3770,1999-10-03T00:00:00,5382.0,0,
479,1536,1999-09-02T00:00:00,4923.0,0,
90,645,1999-09-02T00:00:00,742.0,0,
2541,4150,1999-09-02T00:00:00,12124.0,0,
4596,6271,1999-09-02T00:00:00,2687.0,0,
8622,1597,1999-10-03T00:00:00,1896.0,0,
10889,5122,1999-10-03T00:00:00,6344.0,0,
8607,1555,1999-10-03T00:00:00,114.0,0,
5120,6798,1999-09-02T00:00:00,15637.0,0,
7028,8709,1999-09-02T00:00:00,21935.0,0,
1493,2972,1999-09-02T00:00:00,2915.0,0,
6927,8608,1999-09-02T00:00:00,19029.0,0,
7496,9177,1999-09-02T00:00:00,24221.0,0,
15500,9946,1999-10-03T00:00:00,48771.0,0,
2201,3784,1999-09-02T00:00:00,8814.0,0,
14920,9366,1999-10-03T00:00:00,10775.0,0,
13377,7813,1999-10-03T00:00:00,12817.0,0,
12651,7069,1999-10-03T00:00:00,6102.0,0,
689,1888,1999-09-02T00:00:00,5445.0,0,
6244,7925,1999-09-02T00:00:00,20452.0,0,
2361,3959,1999-09-02T00:00:00,1173.0,0,
11858,6224,1999-10-03T00:00:00,15444.0,0,
5888,7568,1999-09-02T00:00:00,17159.0,0,
7019,8700,1999-09-02T00:00:00,15288.0,0,
2854,4484,1999-09-02T00:00:00,7381.0,0,
10718,4923,1999-10-03T00:00:00,4525.0,0,
10637,4834,1999-10-03T00:00:00,1521.0,0,
