charge_no,member_no,provider_no,category_no,charge_dt,charge_amt,statement_no,charge_code
830078,8759,369,2,1999-09-18T10:45:55,1258.0,28759,
936613,9999,490,2,1999-07-01T10:46:26,3737.0,9999,
1873844,9344,497,10,1999-07-24T10:49:18,1161.0,9344,
551740,9099,235,3,1999-10-09T10:47:36,257.0,29099,
592657,9320,491,3,1999-10-08T10:50:46,1645.0,29320,
1838341,5430,436,2,1999-06-26T10:46:34,182.0,5430,
674779,8969,490,5,1999-07-29T10:49:22,4993.0,8969,
1452713,9340,139,6,1999-07-03T10:47:41,3731.0,9340,
1310120,5964,456,10,1999-07-29T10:44:22,53.0,5964,
1603485,6309,490,4,1999-07-09T10:43:53,1755.0,6309,
991120,2224,475,7,1999-07-26T10:50:39,3401.0,2224,
788604,5256,463,3,1999-07-15T10:50:27,4825.0,5256,
1044557,8405,458,10,1999-06-19T10:47:03,2321.0,8405,
1611490,9561,450,5,1999-08-05T10:44:28,3005.0,9561,
1716149,9183,496,5,1999-06-30T10:44:50,3747.0,9183,
1016410,6567,439,2,1999-07-25T10:44:51,1470.0,6567,
1677695,9779,497,8,1999-06-20T10:49:36,2169.0,9779,
1444873,7321,500,5,1999-08-08T10:47:04,278.0,7321,
1563891,8024,408,9,1999-07-20T10:48:31,2618.0,8024,
1866425,7159,442,7,1999-06-16T10:48:43,3836.0,7159,
561319,6670,488,6,1999-06-19T10:48:19,2351.0,6670,
1208507,9086,490,9,1999-09-18T10:44:15,422.0,29086,
1294506,4179,486,2,1999-07-20T10:50:55,559.0,4179,
77587,5198,489,7,1999-09-03T10:49:36,2647.0,15198,
966918,9428,416,6,1999-10-02T10:48:45,3986.0,29428,
1773523,9622,494,10,1999-09-25T10:49:17,1060.0,29622,
836341,6837,312,2,1999-09-29T10:46:25,3767.0,26837,
567975,8379,446,5,1999-08-30T10:48:50,1569.0,18379,
733712,2941,281,10,1999-10-03T10:46:13,412.0,22941,
1420159,9588,448,6,1999-07-16T10:45:08,385.0,9588,
1175874,9821,232,5,1999-10-09T10:49:27,2103.0,29821,
1723074,5770,385,10,1999-09-19T10:45:21,4217.0,25770,
1937082,7884,378,9,1999-07-29T10:46:29,2000.0,7884,
97040,6916,481,7,1999-09-12T10:51:07,4438.0,16916,
1640215,8481,367,2,1999-09-05T10:46:43,1585.0,18481,
1892028,9456,433,4,1999-09-03T10:50:43,2684.0,19456,
1671080,8019,499,4,1999-09-24T10:49:05,400.0,28019,
1672304,7120,488,9,1999-09-21T10:49:11,1492.0,27120,
1622224,8255,429,4,1999-09-24T10:45:17,2199.0,28255,
1387007,2779,471,8,1999-09-05T10:50:19,2723.0,12779,
536663,4937,263,10,1999-09-30T10:46:27,4174.0,24937,
1747142,7337,499,9,1999-07-18T10:47:15,2349.0,7337,
1313111,6498,500,3,1999-07-13T10:44:36,1980.0,6498,
704879,9914,375,3,1999-08-14T10:43:59,888.0,19914,
23060,7759,500,6,1999-08-08T10:45:21,3482.0,7759,
996141,9808,486,5,1999-06-27T10:51:02,4177.0,9808,
1484017,8744,496,8,1999-09-15T10:50:06,4991.0,28744,
1762131,6300,476,4,1999-07-21T10:48:23,4216.0,6300,
1989151,8581,394,8,1999-08-11T10:50:30,2667.0,8581,
849926,6082,500,4,1999-06-22T10:47:28,3465.0,6082,
1942271,9789,457,9,1999-06-30T10:46:52,2912.0,9789,
878357,6978,499,3,1999-08-21T10:49:39,2892.0,16978,
723240,5821,298,8,1999-09-03T10:45:22,1032.0,15821,
1544040,7223,483,7,1999-08-10T10:47:01,474.0,7223,
1519570,8823,496,10,1999-06-26T10:45:05,4966.0,8823,
1086561,1664,342,4,1999-09-09T10:50:17,1524.0,11664,
1368313,9213,492,9,1999-08-26T10:48:52,3886.0,19213,
91875,9798,471,2,1999-10-13T10:50:42,1677.0,0,
1113116,9771,498,9,1999-07-30T10:44:36,1965.0,9771,
787789,7460,305,2,1999-07-15T10:50:23,577.0,7460,
1313339,8780,500,9,1999-09-03T10:44:37,3057.0,18780,
1793474,6470,238,10,1999-07-21T10:50:50,3779.0,6470,
764803,9657,500,10,1999-10-02T10:48:36,2113.0,29657,
715163,9737,319,2,1999-08-02T10:44:45,1120.0,9737,
1133178,9609,212,5,1999-09-18T10:46:11,2305.0,29609,
1187242,9888,498,5,1999-09-11T10:50:20,1398.0,19888,
563195,7871,496,3,1999-08-11T10:48:28,2037.0,7871,
931178,7564,450,9,1999-07-10T10:46:00,562.0,7564,
644316,4437,452,2,1999-07-05T10:47:02,1917.0,4437,
794150,9615,498,9,1999-07-14T10:50:53,3185.0,9615,
1570032,4015,499,8,1999-07-12T10:49:00,614.0,4015,
691172,1094,195,6,1999-06-26T10:50:39,489.0,1094,
1278629,9544,473,7,1999-07-22T10:49:40,3254.0,9544,
1367304,7076,362,6,1999-09-18T10:48:47,2290.0,27076,
514432,4224,459,4,1999-10-09T10:44:42,2783.0,24224,
650905,8435,454,9,1999-08-04T10:47:32,4653.0,8435,
1473467,7842,363,3,1999-08-30T10:49:17,1934.0,17842,
1073471,3378,476,3,1999-06-20T10:49:17,995.0,3378,
1800715,2509,431,3,1999-07-18T10:43:41,3268.0,2509,
1787746,5538,280,2,1999-08-17T10:50:23,2759.0,15538,
1344584,8153,489,3,1999-08-02T10:47:03,2947.0,8153,
