city_id,city,country_id,last_update
2,Абха,82,2006-02-15T03:45:25
8,Адони,44,2006-02-15T03:45:25
9,Ахмаднагар,44,2006-02-15T03:45:25
12,Аль-Айн,101,2006-02-15T03:45:25
14,&lt; &lt; Аль-Манама &gt; &gt;,11,2006-02-15T03:45:25
19,Все в порядке,60,2006-02-15T03:45:25
21,Алворада,15,2006-02-15T03:45:25
27,Антофагаста,22,2006-02-15T03:45:25
31,Арак,46,2006-02-15T03:45:25
32,Аресибо,77,2006-02-15T03:45:25
33,Арлингтон,103,2006-02-15T03:45:25
36,Ашкелон,48,2006-02-15T03:45:25
37,Объявление,73,2006-02-15T03:45:25
38,Афинай,39,2006-02-15T03:45:25
40,Atlixco,60,2006-02-15T03:45:25
49,Балайха,80,2006-02-15T03:45:25
51,Балургхат,44,2006-02-15T03:45:25
53,Бандар Сери Бегаван,16,2006-02-15T03:45:25
62,Байюган,75,2006-02-15T03:45:25
64,Бейра,63,2006-02-15T03:45:25
65,Бельвью,103,2006-02-15T03:45:25
70,Бергамо,49,2006-02-15T03:45:25
73,Бхавнагар,44,2006-02-15T03:45:25
74,Бильвара,44,2006-02-15T03:45:25
77,Бхусавал,44,2006-02-15T03:45:25
80,Биньчжоу,23,2006-02-15T03:45:25
82,Бислиг,75,2006-02-15T03:45:25
83,Блюменау,15,2006-02-15T03:45:25
84,&lt; &lt; Боа Виста &gt; &gt;,15,2006-02-15T03:45:25
85,Боксбург,85,2006-02-15T03:45:25
86,Ботосани,78,2006-02-15T03:45:25
88,Брэдфорд,102,2006-02-15T03:45:25
93,Бриндизи,49,2006-02-15T03:45:25
101,Мыс Корал,103,2006-02-15T03:45:25
103,Кармен,60,2006-02-15T03:45:25
104,Кавите,75,2006-02-15T03:45:25
111,Шарлотта Амали,106,2006-02-15T03:45:25
117,Цяньюр,45,2006-02-15T03:45:25
120,Цитрусовые высоты,103,2006-02-15T03:45:25
128,Крдова,6,2006-02-15T03:45:25
150,Дзерзинск,80,2006-02-15T03:45:25
154,Эль-Фуэрте,60,2006-02-15T03:45:25
155,Эль-Монте,103,2006-02-15T03:45:25
162,Эсфахан,46,2006-02-15T03:45:25
166,Эчжоу,23,2006-02-15T03:45:25
169,Фиродзабад,44,2006-02-15T03:45:25
170,Флоренсия,24,2006-02-15T03:45:25
173,Фунафути,99,2006-02-15T03:45:25
175,Фучжоу,23,2006-02-15T03:45:25
180,Газиантеп,97,2006-02-15T03:45:25
187,Гринсборо,103,2006-02-15T03:45:25
191,Гульбарга,44,2006-02-15T03:45:25
195,Халдиа,44,2006-02-15T03:45:25
199,Хами,23,2006-02-15T03:45:25
200,Гамильтон,68,2006-02-15T03:45:25
204,Хино,50,2006-02-15T03:45:25
208,Хошиарпур,44,2006-02-15T03:45:25
209,Hsichuh,92,2006-02-15T03:45:25
211,Хабли-Дарвад,44,2006-02-15T03:45:25
215,Ибирит,15,2006-02-15T03:45:25
216,Идфу,29,2006-02-15T03:45:25
218,Икерр,69,2006-02-15T03:45:25
219,Илиган,75,2006-02-15T03:45:25
221,Imus,75,2006-02-15T03:45:25
226,Иваки,50,2006-02-15T03:45:25
229,Изумисан,50,2006-02-15T03:45:25
231,Джайпур,44,2006-02-15T03:45:25
232,Джакарта,45,2006-02-15T03:45:25
234,Джамалпур,12,2006-02-15T03:45:25
242,Джинчжоу,23,2006-02-15T03:45:25
247,Хуазейро-ду-Норте,15,2006-02-15T03:45:25
248,&lt; &lt; Юис де Фора &gt; &gt;,15,2006-02-15T03:45:25
251,Кабул,1,2006-02-15T03:45:25
255,Калиш,76,2006-02-15T03:45:25
261,Канчрапара,44,2006-02-15T03:45:25
267,Кимберли,85,2006-02-15T03:45:25
269,Кингстаун,81,2006-02-15T03:45:25
271,Кисуму,52,2006-02-15T03:45:25
276,Корияма,50,2006-02-15T03:45:25
281,Ктахья,97,2006-02-15T03:45:25
284,Курашики,50,2006-02-15T03:45:25
285,Курган,80,2006-02-15T03:45:25
286,Курск,80,2006-02-15T03:45:25
291,Лайву,23,2006-02-15T03:45:25
295,Ларедо,103,2006-02-15T03:45:25
308,Липетск,80,2006-02-15T03:45:25
310,Люберти,80,2006-02-15T03:45:25
312,Лондон,102,2006-02-15T03:45:25
314,Люблин,76,2006-02-15T03:45:25
315,Лубумбаши,25,2006-02-15T03:45:25
316,Лунгтан,92,2006-02-15T03:45:25
319,Махаджанга,57,2006-02-15T03:45:25
326,Маракабо,104,2006-02-15T03:45:25
330,Матаморос,60,2006-02-15T03:45:25
331,Мэтсю,50,2006-02-15T03:45:25
332,Мейсиан,23,2006-02-15T03:45:25
333,Мемфис,103,2006-02-15T03:45:25
336,Мирадж,44,2006-02-15T03:45:25
338,Мияконохо,50,2006-02-15T03:45:25
340,Молодетно,13,2006-02-15T03:45:25
348,Мвен-Диту,25,2006-02-15T03:45:25
350,Майсор,44,2006-02-15T03:45:25
352,Набереснье Телни,80,2006-02-15T03:45:25
356,Наджафабад,46,2006-02-15T03:45:25
358,Нахон Саван,94,2006-02-15T03:45:25
364,Ньюкасл,85,2006-02-15T03:45:25
365,Незауальсиотл,60,2006-02-15T03:45:25
366,Нха Транг,105,2006-02-15T03:45:25
367,Низнекамск,80,2006-02-15T03:45:25
373,Ocumare del Tuy,104,2006-02-15T03:45:25
375,Окара,72,2006-02-15T03:45:25
390,Ойо,69,2006-02-15T03:45:25
399,Патанкот,44,2006-02-15T03:45:25
402,Павлодар,51,2006-02-15T03:45:25
407,Пингсианг,23,2006-02-15T03:45:25
409,Плоскость,76,2006-02-15T03:45:25
411,Понсе,77,2006-02-15T03:45:25
412,Понтянак,45,2006-02-15T03:45:25
414,Портовьехо,28,2006-02-15T03:45:25
418,Пурнея (Пурния),44,2006-02-15T03:45:25
423,Кумшех,46,2006-02-15T03:45:25
430,Ричмонд Хилл,20,2006-02-15T03:45:25
433,Роанок,103,2006-02-15T03:45:25
434,Робамба,28,2006-02-15T03:45:25
439,Саарбрэкен,38,2006-02-15T03:45:25
440,Сагамихара,50,2006-02-15T03:45:25
441,Сент-Луис,103,2006-02-15T03:45:25
