orderid,productid,unitprice,quantity,discount
10466,46,9.6,5,0.0
10954,60,34.0,24,0.0
11063,40,18.4,40,0.0
10363,76,14.4,12,0.0
10839,72,34.8,15,0.0
10521,41,9.65,10,0.0
10324,46,9.6,30,0.0
10727,59,55.0,10,0.0
10684,40,18.4,20,0.0
10802,51,53.0,30,0.0
10657,56,38.0,45,0.0
10743,46,12.0,28,0.0
10857,26,31.23,35,0.0
10639,18,62.5,8,0.0
10304,71,17.2,2,0.0
10948,51,53.0,40,0.0
10737,41,9.65,12,0.0
10773,17,39.0,33,0.0
10283,19,7.3,18,0.0
10553,22,21.0,24,0.0
10678,54,7.45,30,0.0
10815,33,2.5,16,0.0
10310,16,13.9,10,0.0
10740,35,18.0,35,0.0
10332,42,11.2,10,0.0
10897,29,123.79,80,0.0
10286,62,39.4,40,0.0
10356,55,19.2,12,0.0
10619,21,10.0,42,0.0
10960,24,4.5,10,0.0
10764,3,10.0,20,0.0
10262,7,24.0,15,0.0
10832,13,6.0,3,0.0
10713,45,9.5,110,0.0
11077,7,30.0,1,0.0
10546,7,30.0,10,0.0
11043,11,21.0,10,0.0
10318,76,14.4,6,0.0
10470,23,7.2,15,0.0
11028,59,55.0,24,0.0
10275,59,44.0,6,0.0
10540,26,31.23,40,0.0
10962,69,36.0,9,0.0
10820,56,38.0,30,0.0
10327,58,10.6,30,0.0
10625,42,14.0,5,0.0
10810,13,6.0,7,0.0
10251,65,16.8,20,0.0
10932,16,17.45,30,0.0
10290,49,16.0,15,0.0
10709,51,53.0,28,0.0
10742,72,34.8,35,0.0
10404,42,11.2,40,0.0
10546,35,18.0,30,0.0
10412,14,18.6,20,0.0
10284,27,35.1,15,0.0
10861,33,2.5,35,0.0
10535,40,18.4,10,0.0
10929,77,13.0,15,0.0
10521,35,18.0,3,0.0
10874,10,31.0,10,0.0
