orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10251,VICTE,3,1996-07-08T00:00:00,1996-08-05T00:00:00,1996-07-15T00:00:00,1,41.34,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10262,RATTC,8,1996-07-22T00:00:00,1996-08-19T00:00:00,1996-07-25T00:00:00,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10275,MAGAA,1,1996-08-07T00:00:00,1996-09-04T00:00:00,1996-08-09T00:00:00,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10283,LILAS,3,1996-08-16T00:00:00,1996-09-13T00:00:00,1996-08-23T00:00:00,3,84.81,LILA-Supermercado,Carrera 52 con Ave. Bolvar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10284,LEHMS,4,1996-08-19T00:00:00,1996-09-16T00:00:00,1996-08-27T00:00:00,1,76.56,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10286,QUICK,8,1996-08-21T00:00:00,1996-09-18T00:00:00,1996-08-30T00:00:00,3,229.24,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany
10290,COMMI,8,1996-08-27T00:00:00,1996-09-24T00:00:00,1996-09-03T00:00:00,1,79.7,Comrcio Mineiro,"Av. dos Lusadas, 23",Sao Paulo,SP,05432-043,Brazil
10304,TORTU,1,1996-09-12T00:00:00,1996-10-10T00:00:00,1996-09-17T00:00:00,2,63.79,Tortuga Restaurante,Avda. Azteca 123,Mxico D.F.,,5033,Mexico
10310,THEBI,8,1996-09-20T00:00:00,1996-10-18T00:00:00,1996-09-27T00:00:00,2,17.52,The Big Cheese,89 Jefferson Way Suite 2,Portland,OR,97201,USA
10318,ISLAT,8,1996-10-01T00:00:00,1996-10-29T00:00:00,1996-10-04T00:00:00,2,4.73,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
