id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
309,1969,0,0,0,CAR,Rudy,Bennett,,,New York Tech,ABA
522,1970,0,0,0,PTC,Lou,Herndon,,,Jackson State,ABA
691,1971,0,0,0,MMP,Tom,Owens,,owensto01,South Carolina,ABA
1289,1974,4,0,0,SDA,Gale,Goodrich,,goodrga01,Los Angeles,ABA
1472,1947,0,0,0,NYK,Garland,Head,,,Texas Tech,NBA
1668,1949,0,0,0,STB,Marv,Schatzman,,schatma01,St. Louis,NBA
1731,1950,2,0,0,NYK,Herb,Scherer,,scherhe01,Long Island,NBA
1856,1951,3,3,22,INO,Glenn,Kammeyer,,,Central Missouri State,NBA
1894,1951,7,1,60,BLB,Tom,Riach,,,Southern California,NBA
2435,1957,1,1,1,CIN,Rod,Hundley,,hundlro01,West Virginia,NBA
2594,1958,11,1,74,MNL,Hal,Duffy,,,Oregon,NBA
3253,1965,8,3,64,BAL,Jim,Murphy,,,DePaul,NBA
3582,1968,1,10,10,NYK,Bill,Hosket,,hoskebi01,Ohio State,NBA
3861,1969,6,4,75,DET,Larry,Jeffries,,,Trinity,NBA
4163,1970,10,6,159,SEA,Chuck,Lloyd,,lloydch01,Yankton,NBA
4298,1971,3,15,50,NYK,Ken,Mayfield,,mayfike01,Tuskegee,NBA
4815,1973,8,12,132,CHI,JG,Brosterhos,,,Texas,NBA
4843,1973,10,9,160,GSW,Fred,Lavoroni,,,Santa Clara,NBA
5013,1974,7,11,119,GSW,Brady,Allen,,,California,NBA
5540,1977,5,21,109,DEN,John,Billups,,,Mississippi,NBA
5570,1977,7,8,139,KCK,Bruce,Jenner,,,Graceland,NBA
5699,1978,5,10,98,ATL,Chris,Potter,,,Holy Cross,NBA
5907,1979,5,16,104,HOU,Allen,Leavell,,leaveal01,Oklahoma City,NBA
6047,1980,2,19,42,PHO,Kimberly,Belton,,,Stanford,NBA
6381,1981,8,1,162,DAL,David,Kennedy,,,Cincinnati,NBA
6861,1983,9,10,194,WSB,Ricky,Moreland,,,Maryland-Baltimore,NBA
7105,1984,10,6,212,WSB,Glynn,Myrick,,,Stetson,NBA
7188,1985,3,20,67,PHI,Steve,Black,,,LaSalle,NBA
7546,1987,5,9,101,SEA,Michael,Tait,,,Clemson,NBA
7592,1987,7,9,147,SEA,Mike,Giomi,,,North Carolina State,NBA
7853,1992,1,10,10,ATL,Adam,Keefe,,keefead01,Stanford,NBA
8953,2011,1,10,10,MIL,Jimmer,Fredette,,fredeji01,BYU,NBA
