id,playerid,year,stint,tmid,lgid,gp,gs,minutes,points,orebounds,drebounds,rebounds,assists,steals,blocks,turnovers,pf,fgattempted,fgmade,ftattempted,ftmade,threeattempted,threemade,postgp,postgs,postminutes,postpoints,postorebounds,postdrebounds,postrebounds,postassists,poststeals,postblocks,postturnovers,postpf,postfgattempted,postfgmade,postftattempted,postftmade,postthreeattempted,postthreemade,note
839,averywi01,1999,1,MIN,NBA,59,0,484,154,8,32,40,88,14,2,42,60,181,56,36,24,63,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1137,barnhle01,1952,1,INO,NBA,71,0,2871,967,0,0,483,277,0,0,0,245,1034,402,259,163,0,0,2,0,79,30,0,0,22,5,0,0,0,10,33,12,9,6,0,0,
2098,bosweto01,1975,1,BOS,NBA,35,0,275,96,26,45,71,16,2,1,0,70,93,41,24,14,0,0,3,0,3,2,0,1,1,0,0,0,0,2,2,1,0,0,0,0,
2206,boynewi01,1979,1,NJN,NBA,64,0,1102,546,51,82,133,95,59,19,96,132,467,221,136,104,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2762,brownto01,1991,1,LAC,NBA,22,0,254,103,9,19,28,16,12,1,14,31,89,39,29,18,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3131,calabge01,1950,1,SYR,NBA,46,0,0,201,0,0,65,65,0,0,0,80,197,70,88,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3446,cartefr01,1971,2,PHI,NBA,77,0,2147,1059,0,0,307,199,0,0,0,235,991,440,284,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4042,collija02,2000,1,HOU,NBA,23,0,222,71,12,25,37,6,2,3,11,27,71,27,24,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4243,coopemi01,1978,1,LAL,NBA,3,0,7,6,0,0,0,0,1,0,1,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4305,corzida01,1980,1,SAS,NBA,82,0,1960,857,228,408,636,117,42,99,131,212,747,366,175,125,3,0,7,0,161,63,12,36,48,16,4,8,11,15,55,27,13,9,0,0,
4563,cunnidi01,1971,1,HOU,NBA,63,0,720,171,0,0,243,57,0,0,0,76,174,67,53,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4645,dabicmi01,1967,1,OAK,ABA,7,0,26,10,0,0,6,1,0,0,5,5,5,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4679,dampier01,2001,1,GSW,NBA,73,0,1740,554,167,220,387,87,17,167,156,235,480,209,211,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4978,davisjo01,1984,1,CLE,NBA,76,0,1920,941,35,84,119,426,43,4,152,136,791,337,300,255,46,12,3,0,50,28,1,5,6,15,5,0,2,5,16,12,5,4,1,0,
5074,daviswa03,1980,1,PHO,NBA,78,0,2182,1402,63,137,200,302,97,12,222,192,1101,593,250,209,17,7,7,0,199,112,7,12,19,22,7,1,17,17,106,51,17,10,1,0,
6462,felixno01,2005,1,SEA,NBA,12,0,82,18,3,10,13,2,2,3,8,13,25,6,8,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6577,finlemi01,2001,1,DAL,NBA,69,0,2755,1424,90,270,360,230,65,25,117,144,1228,569,251,210,224,76,8,0,373,197,13,37,50,18,12,4,15,24,148,69,50,45,37,14,
6890,francst01,2005,2,NYK,NBA,24,0,659,258,14,57,71,83,23,6,58,62,190,84,109,83,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7443,gilliar01,1987,1,PHO,NBA,55,0,1807,815,134,300,434,72,58,29,123,143,720,342,193,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7636,goodedr01,2006,1,CLE,NBA,80,0,2238,885,263,418,681,88,70,28,115,210,784,371,199,142,6,1,20,0,606,228,49,111,160,20,10,9,27,62,201,99,39,30,2,0,
8082,greveke01,1978,1,WSB,NBA,65,0,1856,1009,90,142,232,153,46,14,120,159,922,418,224,173,0,0,19,0,527,244,26,22,48,30,15,7,40,62,256,102,53,40,0,0,
8152,grunfer01,1978,1,MIL,NBA,82,0,1778,843,124,236,360,216,58,15,141,220,661,326,251,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8434,hannual01,1949,1,SYR,NBA,64,0,0,482,0,0,0,129,0,0,0,264,488,177,186,128,0,0,11,0,0,93,0,0,0,10,0,0,0,50,86,38,34,17,0,0,
8747,haskicl01,1970,1,PHO,NBA,82,0,2764,1462,0,0,324,383,0,0,0,207,1277,562,431,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8893,hawthna01,1973,1,LAL,NBA,33,0,229,106,16,16,32,23,9,6,0,33,93,38,48,30,0,0,3,0,14,6,0,2,2,2,1,1,0,0,7,1,5,4,0,0,
8945,haywobr01,2008,1,WAS,NBA,6,0,176,58,13,31,44,8,4,15,9,14,50,24,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8946,haywobr01,2009,1,WAS,NBA,49,0,1614,478,200,307,507,18,18,101,67,145,335,188,158,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8951,haywosp01,1970,1,SEA,NBA,33,0,1162,680,0,0,396,48,0,0,0,84,579,260,218,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9165,heymaar01,1969,1,PTP,ABA,1,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9186,higgibi01,1974,1,VIR,ABA,15,0,348,138,5,16,21,32,8,1,40,41,139,61,23,15,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9323,hillty01,2002,2,PHI,NBA,24,0,496,109,56,68,124,9,15,7,16,68,109,44,35,21,0,0,10,0,141,28,12,16,28,2,1,1,6,29,19,12,4,4,0,0,
9558,horryro01,1993,1,HOU,NBA,81,0,2370,803,128,312,440,231,119,75,137,186,702,322,157,115,136,44,23,0,778,269,40,101,141,82,35,20,27,68,226,98,51,39,89,34,
10213,jamesje01,2003,1,SEA,NBA,65,0,990,324,78,152,230,32,20,60,82,180,259,129,100,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11507,kingal01,1984,1,NJN,NBA,42,0,860,537,70,89,159,58,41,9,65,110,460,226,104,85,8,0,3,0,105,66,4,19,23,5,7,2,10,14,57,28,13,9,1,1,
12109,langan01,1995,1,ATL,NBA,51,0,1815,657,111,223,334,62,35,85,94,178,619,281,118,95,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12182,latteda01,1947,0,STJ,PBLA,1,0,0,7,0,0,0,0,0,0,0,4,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12822,lucasje01,1969,2,SFW,NBA,63,0,2302,969,0,0,906,166,0,0,0,159,764,387,248,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13312,marshra01,2006,1,IND,NBA,40,0,361,99,8,21,29,13,12,5,19,22,89,32,45,31,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13777,mcdonbi01,1946,2,OSH,NBL,21,0,0,56,0,0,0,0,0,0,0,0,0,18,26,20,0,0,7,0,0,28,0,0,0,0,0,0,0,0,0,10,9,8,0,0,
13871,mcglojo01,1975,1,MIL,NBA,33,0,336,135,3,14,17,38,8,0,0,18,148,63,10,9,0,0,2,0,13,6,1,0,1,1,1,0,0,2,4,3,0,0,0,0,
14113,mcnamma01,1988,1,LAL,NBA,39,0,318,113,38,62,100,10,4,3,24,51,64,32,78,49,0,0,3,0,7,3,0,1,1,0,0,0,0,0,2,1,2,1,0,0,
14564,mitchmi01,1987,1,SAS,NBA,68,0,1501,919,54,144,198,68,31,13,52,101,784,378,194,160,12,3,3,0,74,31,6,9,15,4,1,1,5,5,37,13,6,5,0,0,
14711,monroea01,1977,1,NYK,NBA,76,0,2369,1354,47,135,182,361,60,19,179,189,1123,556,291,242,0,0,6,0,145,59,1,4,5,17,6,0,6,15,62,24,18,11,0,0,
14724,montrer01,1997,1,PHI,NBA,20,0,337,67,28,64,92,7,7,12,15,61,76,30,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14798,mooreot01,1976,1,NOJ,NBA,81,0,2084,477,170,466,636,181,54,117,0,231,477,193,134,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14855,morrimi01,1989,1,PHO,NBA,36,0,153,72,7,13,20,11,2,0,23,20,68,23,30,24,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15107,mutomdi01,2001,1,PHI,NBA,80,0,2907,920,254,609,863,83,29,190,156,242,641,321,364,278,0,0,5,0,173,44,14,39,53,3,2,9,11,16,31,14,26,16,0,0,
15292,nelmage01,1946,0,SYR,NBL,37,0,0,265,0,0,0,0,0,0,0,102,0,107,92,51,0,0,4,0,0,31,0,0,0,0,0,0,0,0,0,13,7,5,0,0,
15686,obrieji01,1971,2,KEN,ABA,66,0,1424,336,46,128,174,299,0,0,114,152,354,139,66,54,23,4,5,0,23,9,0,0,3,3,0,0,0,0,7,3,3,3,0,0,
15689,obrieji01,1973,2,SDA,ABA,26,0,559,223,17,32,49,115,29,0,43,32,229,92,41,34,17,5,6,0,152,47,1,8,9,26,3,1,7,6,48,21,7,4,0,1,
15849,ollieke01,2000,1,NJN,NBA,19,0,161,22,3,20,23,25,5,0,9,14,27,5,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16161,palmeji01,1958,1,CIN,NBA,67,0,1624,690,0,0,472,65,0,0,0,211,633,256,246,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16750,piercri01,1990,1,MIL,NBA,46,0,1327,1037,37,80,117,96,38,11,93,90,720,359,311,282,93,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16959,poseyja01,2003,1,MEM,NBA,82,0,2451,1126,92,311,403,122,137,40,112,248,770,368,335,278,290,112,4,0,130,50,8,14,22,4,9,2,6,13,37,15,21,19,6,1,
17076,pricema01,1996,1,GSW,NBA,70,0,1876,793,36,143,179,342,67,3,161,100,589,263,171,155,283,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17983,robinla01,2000,2,ATL,NBA,33,0,631,199,23,64,87,36,28,2,24,46,184,67,24,21,116,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18041,robisda01,1983,3,KCK,NBA,8,0,162,47,12,17,29,6,3,1,0,15,48,18,13,11,0,0,3,0,51,9,6,9,15,2,1,0,5,6,12,4,2,1,0,0,
18153,rollitr01,1979,1,ATL,NBA,82,0,2123,731,283,491,774,76,54,244,99,322,514,287,220,157,0,0,5,0,134,42,0,0,38,3,2,14,6,25,31,18,10,6,0,0,
18479,sadowed02,1941,0,INK,NBL,22,0,0,127,0,0,0,0,0,0,0,0,0,52,0,23,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,2,0,1,0,0,
18720,schefst01,1996,1,SEA,NBA,7,0,29,13,1,2,3,0,0,0,5,5,7,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18875,scottde01,1994,1,ORL,NBA,62,0,1499,802,25,121,146,131,45,14,57,119,645,283,114,86,352,150,21,0,746,308,9,54,63,45,22,5,33,62,264,109,40,34,151,56,
19476,smileja01,1949,1,AND,NBA,12,0,0,24,0,0,0,14,0,0,0,35,50,6,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19886,songada01,2006,1,WAS,NBA,37,0,700,282,44,90,134,38,17,10,43,105,225,118,54,46,2,0,4,0,90,43,5,8,13,4,3,0,4,17,41,20,3,3,2,0,
19924,sparrro01,1984,1,NYK,NBA,79,0,2292,781,38,131,169,557,81,9,150,200,662,326,141,122,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21524,vandeki01,1985,1,POR,NBA,79,0,2791,1962,92,124,216,187,54,17,177,161,1332,719,602,523,8,1,4,0,149,112,2,3,5,8,2,2,9,12,69,40,32,32,2,0,
21550,vanhoke01,1999,1,NJN,NBA,80,0,2782,1535,200,476,676,158,64,60,245,258,1257,559,393,333,228,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21885,walkewa01,1979,1,SEA,NBA,70,0,844,326,64,106,170,53,21,4,50,102,274,139,64,48,0,0,13,0,157,54,15,14,29,7,1,3,5,20,35,18,24,18,0,0,
22019,wanzebo01,1954,1,ROC,NBA,72,0,2376,942,0,0,374,247,0,0,0,163,820,324,374,294,0,0,3,0,100,54,0,0,21,8,0,0,0,8,35,16,24,22,0,0,
22344,welpch01,1989,2,GSW,NBA,14,0,142,50,11,25,36,4,5,8,9,37,38,16,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22686,wilfowi01,1959,1,CIN,NBA,72,0,1992,727,0,0,352,265,0,0,0,229,764,283,207,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23585,wrighho01,1970,1,KEN,ABA,52,0,612,237,23,57,80,63,0,0,59,89,245,94,49,40,42,9,5,0,36,20,0,2,2,4,0,0,1,6,20,7,9,4,0,2,
