playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
abdulka01,Kareem,Kareem,,Abdul-Jabbar,,"Ferdinand Lewis Alcindor, Jr.",,"Lew, Cap",C,0,0,85.0,225,UCLA,,1947-04-16,New York,NY,USA,Power Memorial,New York,NY,USA,0000-00-00,B
barklch01,Charles,Charles,Wade,Barkley,,,,"Sir Charles, Chuck, The Chuckster",F,0,0,77.0,250,Auburn,,1963-02-20,Leeds,AL,USA,Leeds,Leeds,AL,USA,0000-00-00,B
birdla01,Larry,Larry,Joe,Bird,,,,,F-G,0,0,81.0,220,Indiana State,Indiana/Northwood Institute,1956-12-07,West Baden,IN,USA,Springs Valley,French Lick,IN,USA,0000-00-00,W
bryanko01,Kobe,Kobe,Bean,Bryant,,,,,G,0,0,78.0,200,none,,1978-08-23,Philadelphia,PA,USA,Lower Merion,Ardmore,PA,USA,0000-00-00,B
chambwi01,Wilt,Wilton,Norman,Chamberlain,,,,"Wilt, Wilt the Stilt, the Big Dipper",C,0,0,85.0,250,Kansas,,1936-08-21,Philadelphia,PA,USA,Overbrook,Philadelphia,PA,USA,1999-10-12,B
cowenda01,Dave,David,William,Cowens,,,,"Dave, Big Red",C-F,0,0,80.5,225,Florida State,,1948-10-25,Newport,KY,USA,Central Catholic,Newport,KY,USA,0000-00-00,W
cunnibi01,Billy,William,John,Cunningham,,,,"Billy, The Kangaroo Kid",F-C,0,0,77.0,195,North Carolina,,1943-06-03,Brooklyn,NY,USA,Erasmus Hall,Brooklyn,NY,USA,0000-00-00,W
danieme01,Mel,Melvin,Joe,Daniels,,,,Mel,C,0,0,81.0,220,New Mexico ,Burlington J.C.,1944-07-20,Detroit,MI,USA,Pershing,Detroit,MI,USA,0000-00-00,B
duncati01,Tim,Timothy,Theodore,Duncan,,,,Tim,C-F,0,0,82.0,248,Wake Forest,,1976-04-25,St. Croix,,ISV,St. Dunstan's Episcopal,St. Croix,,ISV,0000-00-00,B
ervinju01,Julius,Julius,Winfield,Erving,,,II,"Dr. J, The Doctor",F-G-C,0,0,78.0,200,Massachusetts,,1950-02-22,Roosevelt,NY,USA,Roosevelt,Roosevelt,NY,USA,0000-00-00,B
garneke01,Kevin,Kevin,Maurice,Garnett,,,,"K.G., The Big Ticket",F,0,0,83.0,220,none,,1976-05-19,Mauldin,SC,USA,Mauldin / Farragut Academy,Mauldin / Chicago,SC / IL,USA,0000-00-00,B
gilmoar01,Artis,Artis,,Gilmore,,,,The A-Train,C,0,0,86.0,240,Jacksonville,Gardner-Webb,1948-09-21,Chipley,FL,USA,Roulhac / Carver,Chipley / Dothan,FL / AL,USA,0000-00-00,B
hawkico01,Connie,Cornelius,L.,Hawkins,,,,"Connie, Hawk",F-C,0,0,80.0,201,Iowa  (dnp),,1942-07-17,Brooklyn,NY,USA,Boys,Brooklyn,NY,USA,0000-00-00,B
haywosp01,Spencer,Spencer,,Haywood,,,,,F-C,0,0,80.0,225,Detroit,Trinidad State JC,1949-04-22,Silver City,MS,USA,McNair/Pershing,Belzoni/Detroit,MS / MI,USA,0000-00-00,B
iversal01,Allen,Allen,Ezail,Iverson,,,,,G,0,0,72.0,165,Georgetown,,1975-06-07,Hampton,VA,USA,Bethel,Hampton,VA,USA,0000-00-00,B
jamesle01,LeBron,LeBron,Raymone,James,,,,,F,0,0,80.0,240,none,,1984-12-30,Akron,OH,USA,St. Vincent-St. Mary's,Akron,OH,USA,0000-00-00,B
johnsma02,Earvin,Earvin,,Johnson,,,Jr.,Magic,G-F,0,0,80.0,215,Michigan State,,1959-08-14,Lansing,MI,USA,Everett,Lansing,MI,USA,0000-00-00,B
jordami01,Michael,Michael,Jeffrey,Jordan,,,,"Air, Superman, Mike, M.J., Air Jordan",G-F,0,0,78.0,195,North Carolina,,1963-02-17,Brooklyn,NY,USA,Emsley A. Laney,Wilmington,NC,USA,0000-00-00,B
malonka01,Karl,Karl,Anthony,Malone,,,,The Mailman,F-C,0,0,81.0,250,Louisiana Tech,,1963-07-24,Summerfield,LA,USA,Summerfield,Summerfield,LA,USA,0000-00-00,B
malonmo01,Moses,Moses,Eugene,Malone,,,,Mo,C-F,0,0,82.0,215,none,,1955-03-23,Petersburg,VA,USA,Petersburg,Petersburg,VA,USA,0000-00-00,B
mcadobo01,Bob,Robert,Allen,McAdoo,,,Jr.,Bob,C-F,0,0,81.0,210,North Carolina,Vincennes,1951-09-25,Greensboro,NC,USA,Ben Smith,Greensboro,NC,USA,0000-00-00,B
mcginge01,George,George,F.,McGinnis,,,,,F-C,0,0,80.0,235,Indiana,,1950-08-12,Indianapolis,IN,USA,George Washington,Indianapolis,IN,USA,0000-00-00,B
nashst01,Steve,Stephen,John,Nash,,,,Steve,G,0,0,75.0,195,Santa Clara,,1974-02-07,Johannesburg,,SAF,St. Michael's,Victoria,BC,CAN,0000-00-00,W
nowitdi01,Dirk,Dirk,Werner,Nowitzki,,,,,C,0,0,83.0,237,none,,1978-06-19,Wurzburg,,GER,Rontgen Gymnasium,Wurzburg,,GER,0000-00-00,W
olajuha01,Hakeem,Hakeem,Abdul,Olajuwon,,Akeem Abdul Olajuwon,,The Dream,C,0,0,82.0,250,Houston,,1963-01-21,Lagos,,NGR,Muslim Teachers College,Lagos,,NGR,0000-00-00,B
onealsh01,Shaquille,Shaquille,Rashaun,O'Neal,,,,Shaq,C,0,0,85.0,300,Louisiana State,,1972-03-06,Newark,NJ,USA,Cole,San Antonio,TX,USA,0000-00-00,B
reedwi01,Willis,Willis,,Reed,,,Jr.,The Captain,C-F,0,0,81.0,235,Grambling,,1942-06-25,Hico,LA,USA,West Side,Lillie,LA,USA,0000-00-00,B
roberos01,Oscar,Oscar,Palmer,Robertson,,,,"The Big O, Horse, Donut, Ozz",G-F,0,0,77.0,205,Cincinnati,,1938-11-24,Charlotte,TN,USA,Crispus Attucks,Indianapolis,IN,USA,0000-00-00,B
robinda01,David,David,Maurice,Robinson,,,,The Admiral,C,0,0,85.0,235,Navy,,1965-08-06,Key West,FL,USA,Osbourn Park,Manassas,VA,USA,0000-00-00,B
rosede01,Derrick,Derrick,Martell,Rose,,,,,G,0,0,75.0,190,Memphis ,,1988-10-04,Chicago,IL,USA,Simeon,Chicago,IL,USA,0000-00-00,B
russebi01,Bill,William,Felton,Russell,,,,Bill,C,0,0,81.0,215,San Francisco,,1934-02-12,Monroe,LA,USA,McClymonds,Oakland,CA,USA,0000-00-00,B
unselwe01,Wes,Westley,Sissel,Unseld,,,,Wes,C-F,0,0,79.0,245,Louisville,,1946-03-14,Louisville,KY,USA,Seneca,Louisville,KY,USA,0000-00-00,B
waltobi01,Bill,William,Theodore,Walton,,,III,Bill,C-F,0,0,83.0,210,UCLA,,1952-11-05,La Mesa,CA,USA,Helix,La Mesa,CA,USA,0000-00-00,W
osullda01,Dan,Daniel,James,O'Sullivan,,,,Dan,C,0,0,82.0,245,Fordham,,1968-03-03,Bronx,NY,USA,Bayonne,Bayonne,NJ,USA,0000-00-00,W
whitewi01,Willie,Willie,,White,,,,,G,0,0,75.0,195,Tennessee-Chattanooga,,1962-08-20,Memphis,TN,USA,Carver,Memphis,TN,USA,0000-00-00,B
jeffech01,Chris,Christopher,Allen,Jefferies,,,,Chris,F,0,0,80.0,215,Fresno State,Arkansas,1980-02-13,Fresno,CA,USA,Washington Union,Fresno,CA,USA,0000-00-00,B
catebu01,,Buddy,,Cate,,,,,F,0,0,77.0,195,Western Kentucky,,0000-00-00,,,,Bradley,Cleveland,TN,USA,0000-00-00,W
suttogr01,Greg,Gregory,Ray,Sutton,,,,Greg,G,0,0,74.0,170,Oral Roberts,Langston,1967-12-03,Santa Cruz,CA,USA,Douglass,Oklahoma City,OK,USA,0000-00-00,B
mooredo01,Doxie,John,,Moore,,,,Doxie,,0,0,0.0,0,,,0000-00-00,,,,,,,,0000-00-00,
reavejo01,Joe,Joe,L.,Reaves,,,,,F,0,0,77.0,210,Bethel (TN),,1950-05-27,(ht) Bolivar,TN,USA,Bolivar Industrial,Bolivar,TN,USA,0000-00-00,B
paineal01,,Alva,L.,Paine,,,,Allie,G,0,0,72.0,165,Oklahoma,,1919-07-22,Harrah,OK,USA,Oklahoma City Central,Oklahoma City,OK,USA,2008-03-22,W
pondequ01,Quincy,Quincy,Coe,Pondexter,,,,,F,0,0,78.0,225,Washington,,1988-03-10,Fresno,CA,USA,San Joaquin Memorial,Fresno,CA,USA,0000-00-00,B
danieji01,,James,,Daniels,,,,"Jim, Jimmy",G,0,0,72.0,160,South Dakota,,1935-12-13,,,,,,,,0000-00-00,B
thompbi02,,Bill,,Thompson,,,,,G-F,0,0,76.0,0,DeSales,St. John's (OH) ?,0000-00-00,,,,,,,,0000-00-00,W
jonesdo02,Dominique,Dominique,O'Neal,Jones,,,,,G,0,0,76.0,215,South Florida,,1988-10-15,Lake Wales,FL,USA,Lake Wales,Lake Wales,FL,USA,0000-00-00,B
