payment_no,member_no,payment_dt,payment_amt,statement_no,payment_code
144,814,1999-09-02T00:00:00,4870.0,0,
158,845,1999-09-02T00:00:00,4645.0,0,
212,978,1999-09-02T00:00:00,6227.0,0,
225,1007,1999-09-02T00:00:00,601.0,0,
243,1057,1999-09-02T00:00:00,1782.0,0,
278,1129,1999-09-02T00:00:00,219.0,0,
302,1195,1999-09-02T00:00:00,4578.0,0,
420,1445,1999-09-02T00:00:00,2457.0,0,
421,1447,1999-09-02T00:00:00,2962.0,0,
504,1581,1999-09-02T00:00:00,6882.0,0,
569,1694,1999-09-02T00:00:00,2560.0,0,
571,1696,1999-09-02T00:00:00,4385.0,0,
585,1721,1999-09-02T00:00:00,6328.0,0,
605,1766,1999-09-02T00:00:00,4239.0,0,
631,1803,1999-09-02T00:00:00,4753.0,0,
660,1844,1999-09-02T00:00:00,969.0,0,
725,1941,1999-09-02T00:00:00,3909.0,0,
729,1948,1999-09-02T00:00:00,1694.0,0,
730,1949,1999-09-02T00:00:00,1482.0,0,
801,2054,1999-09-02T00:00:00,2469.0,0,
808,2065,1999-09-02T00:00:00,10219.0,0,
925,2239,1999-09-02T00:00:00,8531.0,0,
930,2246,1999-09-02T00:00:00,4724.0,0,
1003,2344,1999-09-02T00:00:00,1715.0,0,
1024,2371,1999-09-02T00:00:00,3311.0,0,
1045,2395,1999-09-02T00:00:00,8239.0,0,
1175,2580,1999-09-02T00:00:00,4132.0,0,
1180,2585,1999-09-02T00:00:00,2501.0,0,
1256,2687,1999-09-02T00:00:00,8623.0,0,
1351,2798,1999-09-02T00:00:00,5922.0,0,
1364,2812,1999-09-02T00:00:00,1063.0,0,
1395,2849,1999-09-02T00:00:00,8012.0,0,
1414,2874,1999-09-02T00:00:00,10624.0,0,
1450,2918,1999-09-02T00:00:00,119.0,0,
1512,2997,1999-09-02T00:00:00,2598.0,0,
1620,3134,1999-09-02T00:00:00,3333.0,0,
1666,3185,1999-09-02T00:00:00,7523.0,0,
1668,3187,1999-09-02T00:00:00,742.0,0,
1712,3237,1999-09-02T00:00:00,9384.0,0,
1759,3292,1999-09-02T00:00:00,5219.0,0,
1760,3293,1999-09-02T00:00:00,9119.0,0,
1768,3301,1999-09-02T00:00:00,5104.0,0,
1806,3345,1999-09-02T00:00:00,528.0,0,
1832,3376,1999-09-02T00:00:00,1531.0,0,
1849,3393,1999-09-02T00:00:00,5771.0,0,
1909,3464,1999-09-02T00:00:00,12933.0,0,
1990,3553,1999-09-02T00:00:00,2078.0,0,
2032,3601,1999-09-02T00:00:00,8423.0,0,
2076,3649,1999-09-02T00:00:00,7291.0,0,
2084,3658,1999-09-02T00:00:00,9539.0,0,
2124,3699,1999-09-02T00:00:00,4252.0,0,
2175,3756,1999-09-02T00:00:00,9371.0,0,
2189,3771,1999-09-02T00:00:00,4890.0,0,
2209,3794,1999-09-02T00:00:00,6940.0,0,
2217,3803,1999-09-02T00:00:00,6033.0,0,
