yearid,round,playerid,teamid,lgid,g,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,gidp
1997,Алькс,daviser01,BAL,AL,6,13,1,2,0,0,1,1,0,0.0,1,3,1.0,0.0,0.0,0.0,0.0
1996,АЛДС2,newsowa01,TEX,AL,2,1,0,0,0,0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
2006,Да,infanom01,DET,AL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1951,Да,irvinmo01,NY1,NL,6,24,3,11,0,1,0,2,2,1.0,2,1,0.0,0.0,0.0,0.0,0.0
1917,Да,gandich01,CHA,AL,6,23,1,6,1,0,0,5,1,0.0,0,2,0.0,0.0,0.0,0.0,0.0
1948,Да,kennebo01,CLE,AL,3,2,0,1,0,0,0,1,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1993,Да,masonro01,PHI,NL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2005,НЛДС1,mabryjo01,SLN,NL,2,2,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1992,НЛCS,espyce01,PIT,NL,4,3,0,2,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1974,Алькс,etchean01,BAL,AL,2,6,0,2,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1996,Да,foxan01,NYA,AL,4,0,1,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1986,Да,ojedabo01,NYN,NL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1885,Да,bushodo01,SL4,AA,4,13,1,2,0,0,0,0,0,,0,0,0.0,,,,
1997,НЛCS,maddugr01,ATL,NL,2,3,0,0,0,0,0,0,0,0.0,0,2,0.0,0.0,1.0,0.0,0.0
1964,Да,simmocu01,SLN,NL,2,4,0,2,0,0,0,1,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0
2003,Да,contrjo01,NYA,AL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2012,НЛДС1,molinya01,SLN,NL,5,17,3,2,0,0,0,1,0,0.0,5,1,,,,,
1951,Да,rignebi01,NY1,NL,4,4,0,1,0,0,0,1,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1936,Да,malonpa02,NYA,AL,2,1,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1988,Алькс,burksel01,BOS,AL,4,17,2,4,1,0,0,1,0,0.0,0,3,0.0,0.0,0.0,0.0,0.0
1996,Алькс,anderbr01,BAL,AL,5,21,5,4,1,0,1,1,0,0.0,3,5,0.0,0.0,0.0,0.0,0.0
2012,Алькс,jeterde01,NYA,AL,1,5,0,1,0,0,0,0,0,0.0,1,2,,,,,
1970,Да,carbobe01,CIN,NL,4,8,0,0,0,0,0,0,0,1.0,2,3,0.0,0.0,0.0,0.0,1.0
1910,Да,bakerfr01,PHA,AL,5,22,6,9,3,1,0,4,0,3.0,2,1,0.0,0.0,0.0,0.0,0.0
1932,Да,tinnibu01,CHN,NL,2,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1990,Да,bordimi01,OAK,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1982,Алькс,gantnji01,ML4,AL,5,16,1,3,0,0,0,2,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
2003,НЛCS,hollato01,FLO,NL,4,3,2,3,1,0,0,2,0,0.0,1,0,1.0,0.0,0.0,0.0,0.0
1998,НДС2,hitchst01,SDN,NL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1966,Да,kennejo03,LAN,NL,2,5,0,1,0,0,0,0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0
2002,АЛДС1,jeterde01,NYA,AL,4,16,6,8,0,0,2,3,0,0.0,2,3,0.0,0.0,0.0,1.0,0.0
2001,АЛДС1,cabrejo02,CLE,AL,2,1,1,1,0,0,0,1,0,0.0,0,0,0.0,1.0,0.0,0.0,0.0
1993,Да,griffal01,TOR,AL,3,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1973,НЛCS,normafr01,CIN,NL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1988,Да,eckerde01,OAK,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2009,НДС2,victosh01,PHI,NL,4,17,4,6,1,0,1,1,1,0.0,1,1,0.0,0.0,1.0,0.0,0.0
1997,НДС2,maddugr01,ATL,NL,1,2,0,0,0,0,0,0,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
1987,Да,gagnegr01,MIN,AL,7,30,5,6,1,0,1,3,0,0.0,1,6,0.0,0.0,0.0,0.0,0.0
2012,Да,vogelry01,SFN,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,,,,,
2002,Да,shinjts01,SFN,NL,3,6,1,1,0,0,0,0,0,0.0,0,3,0.0,0.0,1.0,0.0,0.0
1966,Да,bunkewa01,BAL,AL,1,2,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1996,АЛДС2,fieldce01,NYA,AL,3,11,2,4,0,0,1,4,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0
1888,Да,lyonsha01,SL4,AA,5,17,0,2,0,0,0,1,0,,1,5,0.0,,,,
1920,Да,caldwra02,CLE,AL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1997,АЛДС1,thomeji01,CLE,AL,4,15,1,3,0,0,0,1,0,0.0,0,5,0.0,0.0,1.0,0.0,0.0
1944,Да,litwhda01,SLN,NL,5,20,2,4,1,0,1,1,0,0.0,2,7,0.0,0.0,0.0,0.0,0.0
1922,Да,bakerfr01,NYA,AL,1,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1989,НЛCS,wynnema01,CHN,NL,4,6,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1961,Да,lopezhe01,NYA,AL,4,9,3,3,0,1,1,7,0,0.0,2,3,0.0,0.0,1.0,0.0,0.0
1946,Да,sisledi01,SLN,NL,2,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1991,НЛCS,merckke01,ATL,NL,1,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1972,Алькс,minchdo01,OAK,AL,1,1,0,0,0,0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0
1981,НЛCS,parrila01,MON,NL,5,19,2,5,2,0,0,2,0,0.0,1,1,0.0,0.0,0.0,0.0,0.0
1998,АЛДС1,oleartr01,BOS,AL,4,16,0,1,0,0,0,0,0,0.0,1,4,0.0,0.0,0.0,0.0,0.0
2009,НЛCS,blakeca01,LAN,NL,5,19,0,2,0,0,0,1,1,0.0,0,5,0.0,0.0,0.0,0.0,1.0
1996,АЛДС2,hamilda02,TEX,AL,4,19,0,3,0,0,0,0,0,0.0,0,2,0.0,0.0,1.0,0.0,0.0
1999,АЛДС1,wilsoen01,CLE,AL,3,2,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1983,НЛCS,lefebjo01,PHI,NL,2,2,0,0,0,0,0,1,0,0.0,0,1,0.0,0.0,0.0,1.0,0.0
1993,НЛCS,bellira01,ATL,NL,2,1,1,0,0,0,0,0,0,0.0,0,1,0.0,0.0,1.0,0.0,0.0
1986,Алькс,greenmi01,BOS,AL,2,2,0,1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1979,Да,jacksgr01,PIT,NL,4,1,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
