title_id,title,type,pub_id,price,advance,royalty,ytd_sales,notes,pubdate
BU1032,Свободный Экспедитор. Гид по базам данных,бизнес,1389,19.99,5000.0,10.0,4095.0,Обзор доступных систем управления базами данных с акцентом на распространенные бизнес-приложения. Иллюстрировать.,12.06.1991 г. 00:00:00
MC3021,Гурмет-микроволновая печь,mod_cook,877,2.99,15000.0,24.0,22246.0,"Традиционные французские изысканные рецепты, адаптированные для современного микроволнового приготовления.",1991-06-18 00:00:00
BU7832,Прямые разговоры о компьютерах,бизнес,1389,19.99,5000.0,10.0,4095.0,"Аннотированный анализ того, что компьютеры могут сделать для вас: бестемповый руководство для критического пользователя.",1991-06-22 00:00:00
MC2222,Гастрономические изыски Silikonовой долины,mod_cook,877,19.99,0.0,12.0,2032.0,"Любимые рецепты быстрых, простых и элегантных блюд.",1991-06-09 00:00:00
PC8888,Секреты Силиконовой долины,Популярный комп,1389,20.0,8000.0,10.0,4095.0,Разбирательство мудракинг по крупнейшим производителям компьютерного оборудования и программного обеспечения в мире.,1994-06-12 00:00:00
PC9999,Нет-этика,Популярный комп,1389,,,,,Обязательное чтение для компьютерной конференции.,2014-11-07 10:39:37
BU1111,Программирование на кухне: скрытые балансы,бизнес,1389,11.95,5000.0,10.0,3876.0,Советы по эффективному использованию электронных ресурсов.,1991-06-09 00:00:00
TC4203,Пятьдесят лет в кухнях Букингемского дворца,Трад-кук,877,11.95,4000.0,14.0,15096.0,"Больше анекдотов от любимого повара королевы, рассказывающих о жизни среди британской элиты. Рецепты, техники, нежные заметки.",12.06.1991 г. 00:00:00
BU2075,Противостоять компьютерному напряжению!,бизнес,736,2.99,10125.0,24.0,18722.0,Последние медицинские и психологические техники для работы с электронным офисом. Простые в понимании объяснения.,1991-06-30 00:00:00
PS1372,Компьютерно-фобические и не компьютерно-фобические личности: вариации поведения,психология,877,21.59,7000.0,10.0,375.0,"Для специалиста эта книга является обязательной к прочтению, так как она исследует разницу между теми, кто ненавидит и боится компьютеры, и теми, кто не боится их.",1991-10-21 00:00:00
TC7777,"Суши, кто есть кто?",Трад-кук,877,14.99,8000.0,10.0,4095.0,Детализированные инструкции по приготовлению настоящего японского супа в вашем свободное время.,12.06.1991 г. 00:00:00
PC1035,Но удобно ли это для пользователя?,Популярный комп,1389,22.95,7000.0,16.0,8780.0,"Опрос программного обеспечения для нетрезвых пользователей, с акцентом на «дружелюбие» каждого из них.",1991-06-30 00:00:00
MC3026,Психология компьютерного кулинария,Неопределённо,877,,,,,,2014-11-07 10:39:37
PS2091,Гнев — враг или нет?,психология,736,10.95,2275.0,12.0,2045.0,"Исследование, тщательно изучающее влияние сильных эмоций на организм. Включает диаграммы метаболизма.",1991-06-15 00:00:00
PS3333,Длительное нарушение доступа к данным: четыре кейса,психология,736,19.99,2000.0,10.0,4072.0,"Что происходит, когда данные закончились? Поиск оценок последствий нехватки информации.",12.06.1991 г. 00:00:00
TC3218,"Лук, чеснок и луковица: секреты приготовления пищи Средиземноморья",Трад-кук,877,20.95,7000.0,10.0,375.0,"Сделано красочными иллюстрациями в цвете, это прекрасный подарочный книжный друг, ориентированный на кухню.",1991-10-21 00:00:00
PS7777,Эмоциональная безопасность: новый алгоритм,психология,736,7.99,4000.0,10.0,3336.0,Защита себя и своих близких от избыточного эмоционального стресса в современном мире. Использование компьютера и пищевых добавок подчеркивается.,12.06.1991 г. 00:00:00
PS2106,Жизнь без страха,психология,736,7.0,6000.0,10.0,111.0,"Новые упражнения, медитация и диетические приемы могут помочь уменьшить стресс от повседневных взаимодействий. Популярно среди широкой аудитории. В приложении представлены примерные меню, а видео с упражнениями можно найти отдельно.",1991-10-05 00:00:00
