raceid,driverid,lap,position,time,milliseconds
111,51,1,19,1:41.712,101712
859,22,24,15,1:18.974,78974
119,43,32,6,1:16.836,76836
963,815,2,3,2:14.757,134757
899,820,46,20,1:21.190,81190
961,815,42,7,1:27.019,87019
71,31,49,6,1:28.324,88324
964,825,6,18,1:40.927,100927
219,55,5,1,1:27.430,87430
117,52,39,17,1:20.211,80211
35,5,45,7,1:14.976,74976
45,13,33,1,1:33.165,93165
163,65,16,12,1:35.500,95500
212,65,12,7,1:25.678,85678
950,13,12,3,1:44.402,104402
160,23,25,6,1:29.129,89129
47,21,13,10,1:29.805,89805
337,807,29,15,2:01.761,121761
155,59,17,11,1:29.529,89529
890,821,25,16,1:30.464,90464
210,49,24,2,1:27.877,87877
149,22,51,5,1:19.115,79115
82,18,17,4,1:16.459,76459
123,44,26,10,1:56.026,116026
211,76,51,7,1:57.980,117980
851,815,41,16,1:28.763,88763
38,15,56,7,1:36.194,96194
65,15,52,10,1:28.316,88316
48,29,36,20,1:54.451,114451
102,46,10,19,1:25.996,85996
907,817,55,10,1:13.060,73060
851,67,16,14,1:31.793,91793
5,6,65,13,1:26.499,86499
56,31,29,5,1:26.779,86779
154,50,31,11,1:55.587,115587
6,21,16,11,1:18.282,78282
63,30,8,1,1:17.784,77784
205,14,48,3,1:21.705,81705
17,18,54,3,1:41.888,101888
68,8,14,2,1:44.094,104094
899,18,26,6,1:17.785,77785
908,807,32,9,1:39.520,99520
139,2,5,8,1:16.149,76149
56,21,32,10,1:26.968,86968
934,829,21,13,1:42.650,102650
27,21,5,19,1:20.509,80509
212,81,61,14,1:26.438,86438
39,11,15,12,1:24.858,84858
855,18,49,1,1:37.410,97410
880,16,25,6,1:31.967,91967
168,35,42,8,2:00.973,120973
844,13,9,6,1:35.003,95003
196,75,18,16,1:26.383,86383
965,822,55,16,1:47.578,107578
902,826,51,12,1:41.119,101119
896,3,37,5,1:30.609,90609
169,41,23,14,1:24.539,84539
121,31,28,2,1:22.837,82837
902,822,22,3,1:41.409,101409
84,13,25,11,1:26.615,86615
28,15,45,7,1:24.040,84040
173,25,6,14,1:43.072,103072
97,2,56,13,1:16.988,76988
932,822,1,4,1:27.753,87753
343,4,48,9,1:30.468,90468
66,22,7,13,1:33.657,93657
195,35,5,8,1:27.106,87106
354,22,3,7,1:18.821,78821
945,3,29,1,1:47.264,107264
941,8,31,2,1:47.152,107152
63,13,19,4,1:17.591,77591
938,817,35,10,1:28.470,88470
227,71,62,4,1:23.493,83493
86,8,17,3,1:57.640,117640
900,825,36,2,1:34.995,94995
11,2,6,11,1:41.840,101840
114,4,27,2,1:17.170,77170
171,60,24,9,1:28.468,88468
178,25,60,8,1:24.146,84146
110,8,26,1,1:25.405,85405
941,20,17,3,1:44.432,104432
972,828,2,16,2:30.081,150081
229,55,51,1,1:25.418,85418
104,18,16,1,1:23.772,83772
879,5,46,18,1:20.846,80846
202,14,49,3,1:22.252,82252
217,50,39,15,1:24.658,84658
879,20,47,7,1:21.876,81876
871,10,33,16,1:58.433,118433
83,22,28,11,1:24.499,84499
36,15,34,11,1:29.045,89045
917,815,14,16,1:16.922,76922
29,5,20,3,1:57.524,117524
133,59,6,12,1:29.194,89194
917,16,45,17,1:15.238,75238
19,2,30,8,1:38.550,98550
970,835,37,14,1:40.054,100054
910,20,2,3,1:46.756,106756
957,4,30,13,1:38.560,98560
76,8,34,1,1:16.222,76222
217,64,1,20,1:38.249,98249
926,832,15,8,1:34.708,94708
207,44,45,6,1:32.785,92785
7,9,32,8,1:29.452,89452
56,14,40,11,1:26.966,86966
343,30,4,5,1:34.387,94387
18,2,58,2,1:29.430,89430
185,22,40,4,1:26.676,86676
33,3,28,10,1:20.865,80865
166,37,34,12,1:23.110,83110
903,820,28,20,1:46.329,106329
236,56,8,9,1:56.123,116123
944,20,33,4,1:32.821,92821
127,2,35,13,1:25.996,85996
150,50,43,16,1:19.458,79458
968,817,34,5,1:45.245,105245
878,817,21,9,1:45.975,105975
53,4,28,2,1:33.621,93621
