raceid,driverid,stop,lap,time,duration,milliseconds
892,820,1,23,14:39:08,26.146,26146
913,813,4,31,21:06:18,29.655,29655
853,155,2,18,14:33:12,22.939,22939
882,807,3,36,16:07:00,19.957,19957
851,814,1,11,14:22:46,22.262,22262
910,1,1,8,14:17:49,23.800,23800
963,830,2,27,15:51:10,23.856,23856
953,825,2,21,14:40:27,38.811,38811
853,18,1,17,14:31:10,21.660,21660
950,837,2,28,14:56:08,24.635,24635
915,828,1,27,15:52:14,31.020,31020
857,18,2,46,16:13:11,21.838,21838
893,824,3,23,20:50:22,29.823,29823
851,24,1,12,14:25:35,23.633,23633
902,825,3,38,19:09:48,25.572,25572
855,13,2,22,15:41:00,21.214,21214
982,839,1,1,20:06:36,31.793,31793
855,814,1,10,15:20:50,21.964,21964
894,814,1,7,15:16:40,23.814,23814
953,18,1,8,14:17:20,25.766,25766
980,13,1,11,14:24:38,22.667,22667
945,20,2,39,18:14:14,21.628,21628
954,154,2,39,14:55:43,23.055,23055
913,826,2,23,20:49:04,30.188,30188
950,20,3,35,15:07:15,22.350,22350
971,839,2,37,19:06:38,24.505,24505
893,17,1,13,20:28:48,29.031,29031
960,4,2,23,15:08:57,22.451,22451
974,830,2,60,15:20:48,25.678,25678
841,2,1,15,17:27:41,22.994,22994
899,814,1,20,14:30:15,23.237,23237
976,815,4,33,18:38:09,14.951,14951
908,824,1,29,14:54:00,30.353,30353
852,808,2,30,15:04:45,21.979,21979
904,807,2,36,14:59:56,22.724,22724
961,832,1,23,14:38:06,25.301,25301
976,825,1,12,17:26:11,20.391,20391
879,8,2,19,14:31:26,22.731,22731
903,820,1,12,15:25:48,23.781,23781
962,822,3,30,21:03:12,28.545,28545
895,814,1,10,15:20:37,23.476,23476
850,18,1,24,14:43:15,20.952,20952
982,815,2,2,20:09:53,25.315,25315
961,4,1,13,14:22:49,26.843,26843
900,821,1,1,17:10:12,32.657,32657
905,820,3,66,15:40:58,26.137,26137
967,826,2,17,14:41:54,25.355,25355
968,8,1,7,17:16:05,21.959,21959
841,30,2,17,17:32:08,23.988,23988
885,13,1,26,14:39:26,25.331,25331
958,1,2,41,15:02:31,21.773,21773
880,4,1,9,17:17:35,21.792,21792
952,13,3,41,15:08:28,21.831,21831
927,826,3,39,16:16:13,26.149,26149
980,822,2,30,14:59:31,22.919,22919
881,814,2,20,16:41:12,2:03.124,123124
937,828,2,28,15:03:02,23.684,23684
894,17,3,31,16:00:12,23.490,23490
902,155,2,35,19:05:19,26.628,26628
952,830,2,34,14:56:52,22.348,22348
861,20,2,15,17:30:43,24.057,24057
957,8,1,5,13:14:16,29.578,29578
843,2,1,18,15:35:28,22.216,22216
929,813,1,10,18:20:58,30.426,30426
914,18,2,9,15:44:19,24.532,24532
867,813,2,28,14:53:44,21.525,21525
866,17,1,17,14:25:59,21.199,21199
982,828,2,2,20:10:12,38.886,38886
957,837,1,6,13:16:29,29.998,29998
855,30,2,24,15:44:52,22.570,22570
864,815,3,37,15:00:35,28.531,28531
967,825,2,20,14:48:00,33:28.979,2008979
867,155,1,14,14:28:20,23.071,23071
930,822,2,42,15:08:57,21.800,21800
873,5,2,26,20:55:51,30.099,30099
907,20,1,20,14:29:37,21.381,21381
886,813,1,12,14:19:42,24.557,24557
928,828,2,30,14:57:12,24.589,24589
872,3,1,14,14:25:03,22.346,22346
881,813,3,32,17:03:12,22.703,22703
900,815,3,32,18:02:29,22.526,22526
848,155,2,33,15:03:14,20.545,20545
964,836,1,13,14:26:05,24.630,24630
973,835,3,42,15:07:31,24.750,24750
913,1,2,26,20:53:42,31.040,31040
854,30,1,10,20:23:27,29.610,29610
936,817,4,46,15:17:22,18.758,18758
940,8,2,28,14:50:45,22.584,22584
949,815,1,2,18:07:15,30.326,30326
869,13,1,1,14:04:39,23.049,23049
917,4,3,52,15:10:12,23.077,23077
875,1,2,26,15:50:01,20.777,20777
943,834,1,27,13:43:29,25.367,25367
908,813,1,26,14:48:44,28.831,28831
873,807,2,40,21:26:54,30.613,30613
