resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
21625,876,811,3,19,13,10.0,10,10,1.0,60,+1:14.975,5545719.0,60.0,2.0,1:28.431,208.637,1
14574,591,265,26,27,3,,R,25,0.0,2,,,,,,,83
14549,590,197,58,17,16,,R,25,0.0,0,,,,,,,3
19628,816,670,105,54,4,,R,19,0.0,75,,,,,,,3
1498,89,21,4,6,2,4.0,4,4,5.0,56,+26.1,6019718.0,54.0,3.0,1:33.563,209.736,1
13002,534,221,25,4,12,,R,19,0.0,42,,,,,,,22
9234,397,156,25,3,24,14.0,14,14,0.0,47,,,,,,,15
7867,16,153,5,11,12,14.0,14,14,0.0,70,,,59.0,13.0,1:14.861,207.216,11
17751,734,454,6,3,10,6.0,6,6,1.0,15,+1:23.8,9609100.0,,,,,1
4925,248,77,6,28,4,3.0,3,3,4.0,45,+1:08.097,5044140.0,,,,,1
14704,596,200,63,19,22,,R,16,0.0,53,,,,,,,22
19790,822,427,128,109,3,,R,23,0.0,1,,,,,,,3
14696,596,311,80,21,21,8.0,8,8,0.0,79,,,,,,,11
13022,535,203,6,12,9,12.0,12,12,0.0,53,,,,,,,11
21881,887,824,206,22,19,16.0,16,16,0.0,52,+36.097,5615553.0,51.0,19.0,1:37.978,216.452,1
22949,949,825,4,20,22,11.0,11,11,0.0,56,,,40.0,14.0,1:36.730,201.418,11
19016,790,638,105,22,19,,N,7,0.0,16,,,,,,,16
15951,645,243,34,6,0,,F,18,0.0,0,,,,,,,81
14497,588,230,37,9,9,,R,25,0.0,1,,,,,,,8
19660,817,720,141,50,21,,R,21,0.0,1,,,,,,,121
10030,428,77,21,17,17,7.0,7,7,0.0,66,,,,,,,11
9167,394,122,37,16,24,,R,25,0.0,3,,,,,,,3
11577,484,176,57,14,18,4.0,4,4,3.0,62,+1:17.03,7300690.0,,,,,1
2990,160,37,21,18,13,,R,16,0.0,49,,,,,,,20
18339,757,562,115,24,14,,R,27,0.0,47,,,,,,,95
10497,446,118,4,16,3,3.0,3,3,4.0,44,+36.423,5119633.0,,,,,1
