qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
6392,930,826,9,26,8,1:27.833,1:26.889,1:26.629
4611,844,17,9,2,2,1:27.090,1:26.075,1:25.454
10,18,20,5,15,10,1:26.702,1:25.842,
6181,913,818,5,25,12,1:47.407,1:46.989,
4563,842,1,1,3,2,1:36.861,1:35.852,1:34.974
208,27,21,10,21,20,1:16.963,,
6342,927,831,15,12,16,1:41.308,,
5184,869,807,10,12,5,1:16.271,1:39.467,1:43.501
5125,866,813,3,18,17,1:14.979,1:15.231,
2106,227,63,25,19,14,1:21.458,,
1318,85,27,18,21,20,1:26.964,,
2503,253,55,6,27,6,1:20.510,,
4760,850,808,4,10,9,1:33.187,1:31.985,1:32.187
5672,891,807,15,11,11,2:01.712,1:49.088,
2489,252,79,25,3,16,1:24.287,,
3249,14,17,9,14,4,1:47.646,1:46.328,1:48.722
936,61,26,5,21,18,1:17.016,,
5866,900,807,10,27,7,1:33.893,1:43.658,1:46.030
6887,957,832,5,55,8,1:32.115,1:31.708,1:31.989
2305,244,89,29,10,26,1:31.542,,
4306,101,4,4,8,6,1:13.874,,
5230,871,813,3,18,3,1:48.993,1:48.780,1:47.893
3684,351,811,164,21,23,1:54.174,,
3662,351,4,6,8,1,1:46.541,1:45.809,1:45.390
3391,339,15,205,18,18,1:52.884,,
3648,350,16,10,14,11,1:23.493,1:23.199,
1905,211,55,22,7,9,1:19.263,,
4917,857,816,166,25,23,1:30.866,,
2192,240,94,18,23,17,1:24.383,,
7418,982,836,15,94,19,1:45.059,,
1781,201,44,20,11,16,1:45.197,,
1386,89,22,6,2,8,1:35.610,,
7305,977,830,9,33,6,1:05.779,1:04.948,1:04.983
466,40,18,11,7,10,1:17.297,1:16.457,1:17.939
6244,916,16,15,99,10,1:38.855,1:38.378,1:38.810
3676,351,2,15,22,15,1:48.696,1:48.557,
4953,859,22,3,11,12,1:14.117,1:13.801,
5024,862,20,9,1,11,1:36.911,1:36.031,
3464,342,15,205,18,19,1:17.134,,
2340,246,56,17,15,11,1:19.845,,
221,28,14,9,9,13,1:20.505,1:20.502,
4154,93,32,19,15,14,1:21.949,,
7335,978,840,3,18,16,1:42.573,,
3872,113,44,7,20,11,1:10.402,,
2856,268,55,6,27,1,1:23.844,,
5470,881,8,208,7,7,1:36.959,1:36.640,1:52.970
836,57,18,11,12,6,1:31.420,1:30.755,1:30.940
6130,911,817,9,3,5,2:10.089,2:08.989,2:07.911
2873,268,94,18,23,18,1:26.056,,
2146,229,65,15,14,13,1:22.346,,
3412,340,155,15,23,15,1:37.044,1:36.422,
1189,79,31,1,10,11,1:11.681,,
2466,251,79,25,3,17,1:29.287,,
5205,870,154,208,10,2,1:22.755,1:21.657,1:21.366
1878,210,44,20,14,4,1:24.075,,
7360,980,1,131,44,1,1:44.184,1:42.927,1:42.553
829,56,11,8,22,21,1:27.609,,
750,53,32,9,15,8,1:34.308,1:32.106,1:33.112
4767,850,67,5,18,16,1:33.635,1:33.546,
1287,84,23,7,17,9,1:28.594,,
7386,981,8,6,7,7,1:38.235,1:37.031,1:37.987
4152,93,13,15,12,12,1:21.532,,
1871,209,63,25,19,19,1:28.224,,
3049,4,18,23,22,4,1:32.978,1:32.842,1:34.044
2415,249,22,17,14,14,1:20.902,,
1784,201,50,24,19,19,1:45.623,,
4284,100,30,6,1,4,1:18.710,,
1564,161,63,15,17,18,1:28.110,,
7397,981,828,15,9,18,1:41.732,,
6912,958,826,5,26,12,1:36.714,1:25.301,
