targetid,raceid,driverid,win
3261,167,48,0
19087,375,163,0
53286,637,278,0
56896,571,182,0
17587,319,77,1
16224,330,114,0
15968,324,119,0
21922,463,152,0
66466,269,77,0
21506,450,160,0
13107,66,14,0
52919,658,341,0
55960,604,288,0
55822,602,219,0
17552,318,139,0
50977,717,431,0
47424,783,513,0
68173,969,828,0
9410,276,120,0
17116,306,139,0
17257,310,81,0
45341,816,660,0
51253,704,404,0
57184,528,223,0
66103,259,57,0
3107,160,25,0
48719,737,464,0
52032,806,689,0
13143,67,27,0
46893,790,356,0
22374,475,208,0
6781,289,119,0
52989,661,356,0
55534,597,199,0
52910,658,289,1
51974,806,673,0
13096,65,36,0
58666,519,224,0
49422,773,501,0
65079,866,815,0
48856,695,386,0
51202,703,417,0
47243,781,541,0
10891,217,71,0
4545,203,22,0
62279,761,527,0
51229,704,407,0
23178,494,172,0
3100,159,60,0
22424,477,194,0
13138,67,15,0
4298,191,71,0
10907,218,49,0
17432,315,122,0
15955,323,112,0
55119,615,335,0
66368,267,55,0
1607,89,13,0
52981,661,306,0
62265,761,512,0
13116,66,21,0
65885,895,817,0
51440,708,304,0
22485,478,207,0
66331,266,22,0
22015,465,194,0
22321,474,202,0
66038,257,84,0
51405,707,426,0
56919,571,239,0
16303,332,149,0
18886,370,117,0
47025,777,456,0
54948,611,329,0
59348,510,228,0
54505,648,351,0
58103,553,254,0
45293,816,696,0
3300,169,30,0
4577,204,50,0
53393,639,182,0
22347,475,173,0
44029,831,427,0
53092,665,278,0
56481,589,205,0
55161,616,298,0
