constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
22751,584,74,0.0,18,18,0
7660,322,47,0.0,19,19,0
3251,289,27,0.0,5,5,0
25882,49,11,2.0,8,8,0
5101,245,28,0.0,13,13,0
10707,465,55,1.0,11,11,0
17837,774,32,3.0,6,6,0
5837,127,17,0.0,10,10,0
26383,941,208,66.0,6,6,0
4660,275,22,6.0,4,4,0
25828,44,8,4.0,7,7,0
19086,751,118,0.0,11,11,0
9224,376,1,63.0,1,1,5
25743,36,12,0.0,10,10,0
5734,152,6,124.0,1,1,6
20421,703,185,0.0,11,11,0
2474,229,25,5.0,8,8,0
23441,527,34,6.0,2,2,0
23249,550,57,1.0,11,11,0
21960,626,32,43.0,1,1,3
24288,341,205,0.0,10,10,0
6346,55,2,10.0,5,5,0
25010,872,131,126.0,5,5,1
6043,114,16,11.0,6,6,0
25418,217,20,20.0,5,5,0
19125,755,167,3.0,5,5,0
6379,58,2,12.0,5,5,0
26822,977,210,29.0,7,7,0
703,85,9,27.0,6,6,0
23217,548,57,1.0,9,9,0
6451,65,1,85.0,3,3,0
5229,255,27,18.0,6,6,0
20981,671,187,17.0,2,2,1
22216,590,66,2.0,3,3,0
5124,247,25,0.0,9,9,0
7866,333,27,0.0,13,13,0
10606,460,21,4.0,8,8,0
2148,200,6,90.0,2,2,4
25427,218,1,28.0,4,4,1
22968,566,27,10.0,4,4,0
9609,399,49,2.0,9,9,0
8264,306,42,0.0,18,18,0
6369,57,7,7.0,7,7,0
24092,519,4,13.0,6,6,1
5159,250,22,94.0,1,1,7
24340,345,6,165.0,3,3,1
69,24,9,21.0,4,4,0
9448,388,21,0.0,9,9,0
25741,36,9,0.0,8,8,0
8715,12,4,16.0,8,8,0
11419,505,21,11.0,5,5,0
6049,115,3,64.0,3,3,1
11134,488,53,0.0,17,17,0
22162,615,81,1.0,11,11,0
21061,676,82,8.0,8,8,0
24635,849,164,0.0,11,11,0
23165,544,34,6.0,3,3,0
26041,910,131,393.0,1,1,9
3331,293,25,2.0,6,6,0
25042,873,15,101.0,6,6,0
24367,347,131,132.0,4,4,0
22204,619,1,58.0,3,3,3
9552,395,34,4.0,8,8,0
23448,528,63,0.0,13,13,0
5180,251,15,17.0,5,5,0
11061,484,27,1.0,8,8,0
5728,151,19,5.0,7,7,0
23293,552,4,0.0,17,17,0
5608,190,21,1.0,9,9,0
6003,110,16,5.0,7,7,0
26203,932,9,54.0,4,4,0
22460,576,64,6.0,2,2,0
21029,674,190,0.0,12,12,0
3362,295,18,0.0,12,12,0
5971,140,6,221.0,1,1,15
1577,169,19,3.0,9,9,0
23409,558,71,0.0,19,19,0
8648,7,10,0.0,10,10,0
8338,310,35,5.0,7,7,0
3432,300,25,4.0,7,7,0
21009,673,11,8.0,7,7,0
8987,366,18,3.0,13,13,0
2574,238,27,15.0,6,6,1
20410,703,93,0.0,15,15,0
18873,760,66,14.0,3,3,1
23174,545,57,1.0,8,8,0
25190,885,208,112.0,3,3,1
10812,471,45,3.0,10,10,0
22049,608,80,0.0,9,9,0
24491,354,5,11.0,9,9,0
5162,250,1,12.0,6,6,0
185,35,3,26.0,8,8,0
19803,720,54,0.0,10,10,0
656,80,7,53.0,4,4,0
