resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
4976,250,22,17,14,12,6.0,6,6,1.0,44,+39.674,5847549.0,,,,,1
8342,368,145,22,19,13,4.0,4,4,3.0,71,+1:22.369,5890915.0,,,,,1
8493,371,134,42,32,0,,F,39,0.0,0,,,,,,,97
14455,587,239,64,25,17,13.0,13,13,0.0,28,,,,,,,11
3917,203,71,17,9,3,1.0,1,1,10.0,44,1:43:47.407,6227407.0,,,,,1
6838,315,30,17,32,7,,R,26,0.0,0,,,,,,,8
4539,231,57,1,7,6,5.0,5,5,2.0,68,,,,,,,11
1885,108,50,18,19,20,11.0,11,11,0.0,57,,,,,,,11
10189,434,182,1,1,8,,R,10,0.0,37,,,,,,,101
6974,319,105,29,9,0,,F,27,0.0,0,,,,,,,81
1725,100,11,16,10,8,11.0,11,11,0.0,60,+33.736,5116436.0,12.0,14.0,1:20.790,229.082,1
20297,774,566,105,32,11,4.0,4,4,0.0,69,,,,,,,11
23366,968,4,1,14,9,10.0,10,10,1.0,55,+59.896,5943909.0,50.0,2.0,1:44.495,191.343,1
15916,644,359,37,16,14,5.0,5,5,2.0,88,,,,,,,12
831,57,30,6,5,2,1.0,1,1,10.0,60,1:35:58.765,5758765.0,39.0,1.0,1:32.099,201.226,1
2616,143,31,3,6,4,,R,16,0.0,38,,,,,,,4
17872,739,373,172,15,11,3.0,3,3,4.0,75,+13.1,7325200.0,,,,,1
11399,478,163,4,16,3,2.0,2,2,6.0,45,+16.379,5261557.0,,,,,1
4772,241,69,18,24,13,,R,26,0.0,0,,,,,,,4
2810,152,14,1,4,5,,R,12,0.0,27,,,,,,,5
14389,585,224,1,1,7,1.0,1,1,9.0,56,1:22:05.0,4925000.0,,,,,1
10787,456,105,25,3,11,,R,19,0.0,0,,,,,,,4
827,56,32,9,15,17,,R,19,0.0,40,,,30.0,16.0,1:26.759,205.770,9
16106,651,207,37,5,18,,R,20,0.0,13,,,,,,,3
22219,904,3,131,6,2,2.0,2,2,18.0,66,+0.636,6065791.0,51.0,2.0,1:29.236,187.794,1
