driverstandingsid,raceid,driverid,points,position,positiontext,wins
48195,742,404,3.0,9,9,0
20073,409,102,27.0,3,3,1
43630,825,723,0.0,11,11,0
56321,586,251,0.0,30,30,0
1512,85,40,3.0,21,21,0
23114,492,206,0.0,22,22,0
56090,580,197,1.5,12,12,0
66532,271,94,4.0,20,20,0
51821,804,680,0.0,63,63,0
57931,549,246,0.0,21,21,0
21922,463,152,0.0,24,24,0
17917,8,67,3.0,14,14,0
55390,593,200,0.0,28,28,0
10537,253,49,15.0,7,7,0
65657,885,815,12.0,12,12,0
44674,824,735,0.0,29,29,0
9479,279,120,2.0,15,15,0
66169,261,81,0.0,28,28,0
53829,676,293,0.0,40,40,0
3523,79,18,0.0,22,22,0
67739,955,832,18.0,14,14,0
51957,806,427,17.0,3,3,0
57868,547,178,0.0,29,29,0
48371,745,491,0.0,60,60,0
49829,749,513,1.0,18,18,0
45214,815,449,0.0,63,63,0
55682,600,308,0.0,35,35,0
63791,339,18,35.0,4,4,1
51597,801,730,0.0,42,42,0
65062,865,819,0.0,21,21,0
13795,44,17,2.0,14,14,0
51547,801,643,0.0,48,48,0
17751,4,18,31.0,1,1,3
53504,642,320,9.0,9,9,1
22815,485,187,0.0,15,15,0
58901,526,212,0.0,22,22,0
20378,418,170,2.0,15,15,0
58089,553,223,1.0,17,17,0
3392,173,30,98.0,1,1,8
46131,793,632,0.0,19,19,0
43655,826,687,0.0,31,31,0
66567,271,63,0.0,32,32,0
67797,957,4,18.0,14,14,0
10803,214,44,15.0,5,5,0
5350,238,84,6.0,12,12,0
22949,489,152,0.0,21,21,0
20426,419,179,0.0,23,23,0
19265,381,105,16.0,5,5,0
23166,494,199,45.0,2,2,2
51406,707,345,2.0,12,12,0
51058,700,341,9.0,3,3,0
53321,638,317,4.0,11,11,0
18678,368,163,2.0,21,21,0
23123,492,118,0.0,36,36,0
43900,830,627,3.0,12,12,0
43239,834,785,0.0,24,24,0
56562,562,172,3.0,9,9,0
5323,237,55,44.0,4,4,0
22563,480,195,0.0,30,30,0
62296,761,404,3.0,14,14,0
22866,487,207,3.0,10,10,0
13145,67,36,0.0,25,25,0
58062,552,178,3.0,16,16,0
54598,651,243,8.0,10,10,0
44099,832,726,0.0,81,81,0
122,24,15,12.0,8,8,0
13790,44,23,2.0,15,15,0
10994,221,56,18.0,8,8,0
16109,327,150,0.0,39,39,0
68442,982,830,68.0,6,6,0
43357,836,768,4.0,11,11,0
68430,981,840,24.0,12,12,0
65217,871,20,140.0,2,2,1
22065,466,173,2.0,18,18,0
46738,788,635,0.0,54,54,0
64451,844,813,0.0,22,22,0
11794,126,63,2.0,10,10,0
50913,716,347,3.0,14,14,0
12149,110,21,10.0,4,4,1
5224,233,56,9.0,10,10,0
62003,757,510,2.0,9,9,0
13045,63,35,7.0,13,13,0
51662,802,456,0.0,58,58,0
