raceid,year,round,circuitid,name,date,time,url
6,2009,6,6,Monaco Grand Prix,2009-05-24,12:00:00,http://en.wikipedia.org/wiki/2009_Monaco_Grand_Prix
10,2009,10,11,Hungarian Grand Prix,2009-07-26,12:00:00,http://en.wikipedia.org/wiki/2009_Hungarian_Grand_Prix
43,2007,8,8,French Grand Prix,2007-07-01,12:00:00,http://en.wikipedia.org/wiki/2007_French_Grand_Prix
45,2007,10,20,European Grand Prix,2007-07-22,12:00:00,http://en.wikipedia.org/wiki/2007_European_Grand_Prix
77,2005,7,20,European Grand Prix,2005-05-29,14:00:00,http://en.wikipedia.org/wiki/2005_European_Grand_Prix
110,2003,3,18,Brazilian Grand Prix,2003-04-06,,http://en.wikipedia.org/wiki/2003_Brazilian_Grand_Prix
141,2001,1,1,Australian Grand Prix,2001-03-04,,http://en.wikipedia.org/wiki/2001_Australian_Grand_Prix
150,2001,10,8,French Grand Prix,2001-07-01,,http://en.wikipedia.org/wiki/2001_French_Grand_Prix
157,2001,17,22,Japanese Grand Prix,2001-10-14,,http://en.wikipedia.org/wiki/2001_Japanese_Grand_Prix
216,1997,10,10,German Grand Prix,1997-07-27,,http://en.wikipedia.org/wiki/1997_German_Grand_Prix
230,1996,7,4,Spanish Grand Prix,1996-06-02,,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix
305,1991,1,33,United States Grand Prix,1991-03-10,,http://en.wikipedia.org/wiki/1991_United_States_Grand_Prix
329,1990,9,10,German Grand Prix,1990-07-29,,http://en.wikipedia.org/wiki/1990_German_Grand_Prix
339,2010,3,2,Malaysian Grand Prix,2010-04-04,08:00:00,http://en.wikipedia.org/wiki/2010_Malaysian_Grand_Prix
348,2010,12,11,Hungarian Grand Prix,2010-08-01,12:00:00,http://en.wikipedia.org/wiki/2010_Hungarian_Grand_Prix
349,2010,13,13,Belgian Grand Prix,2010-08-29,12:00:00,http://en.wikipedia.org/wiki/2010_Belgian_Grand_Prix
367,1989,12,14,Italian Grand Prix,1989-09-10,,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix
374,1988,3,6,Monaco Grand Prix,1988-05-15,,http://en.wikipedia.org/wiki/1988_Monaco_Grand_Prix
411,1986,8,34,French Grand Prix,1986-07-06,,http://en.wikipedia.org/wiki/1986_French_Grand_Prix
418,1986,15,32,Mexican Grand Prix,1986-10-12,,http://en.wikipedia.org/wiki/1986_Mexican_Grand_Prix
442,1984,7,7,Canadian Grand Prix,1984-06-17,,http://en.wikipedia.org/wiki/1984_Canadian_Grand_Prix
446,1984,11,10,German Grand Prix,1984-08-05,,http://en.wikipedia.org/wiki/1984_German_Grand_Prix
450,1984,15,20,European Grand Prix,1984-10-07,,http://en.wikipedia.org/wiki/1984_European_Grand_Prix
455,1983,4,21,San Marino Grand Prix,1983-05-01,,http://en.wikipedia.org/wiki/1983_San_Marino_Grand_Prix
459,1983,8,7,Canadian Grand Prix,1983-06-12,,http://en.wikipedia.org/wiki/1983_Canadian_Grand_Prix
468,1982,2,36,Brazilian Grand Prix,1982-03-21,,http://en.wikipedia.org/wiki/1982_Brazilian_Grand_Prix
474,1982,8,7,Canadian Grand Prix,1982-06-13,,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix
482,1982,16,44,Caesars Palace Grand Prix,1982-09-25,,http://en.wikipedia.org/wiki/1982_Caesars_Palace_Grand_Prix
483,1981,1,43,United States Grand Prix West,1981-03-15,,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West
485,1981,3,25,Argentine Grand Prix,1981-04-12,,http://en.wikipedia.org/wiki/1981_Argentine_Grand_Prix
486,1981,4,21,San Marino Grand Prix,1981-05-03,,http://en.wikipedia.org/wiki/1981_San_Marino_Grand_Prix
488,1981,6,6,Monaco Grand Prix,1981-05-31,,http://en.wikipedia.org/wiki/1981_Monaco_Grand_Prix
509,1980,12,21,Italian Grand Prix,1980-09-14,,http://en.wikipedia.org/wiki/1980_Italian_Grand_Prix
510,1980,13,7,Canadian Grand Prix,1980-09-28,,http://en.wikipedia.org/wiki/1980_Canadian_Grand_Prix
527,1978,1,25,Argentine Grand Prix,1978-01-15,,http://en.wikipedia.org/wiki/1978_Argentine_Grand_Prix
535,1978,9,34,French Grand Prix,1978-07-02,,http://en.wikipedia.org/wiki/1978_French_Grand_Prix
547,1977,5,45,Spanish Grand Prix,1977-05-08,,http://en.wikipedia.org/wiki/1977_Spanish_Grand_Prix
554,1977,12,23,Austrian Grand Prix,1977-08-14,,http://en.wikipedia.org/wiki/1977_Austrian_Grand_Prix
573,1976,14,48,Canadian Grand Prix,1976-10-03,,http://en.wikipedia.org/wiki/1976_Canadian_Grand_Prix
588,1975,13,14,Italian Grand Prix,1975-09-07,,http://en.wikipedia.org/wiki/1975_Italian_Grand_Prix
590,1974,1,25,Argentine Grand Prix,1974-01-13,,http://en.wikipedia.org/wiki/1974_Argentine_Grand_Prix
591,1974,2,18,Brazilian Grand Prix,1974-01-27,,http://en.wikipedia.org/wiki/1974_Brazilian_Grand_Prix
592,1974,3,30,South African Grand Prix,1974-03-30,,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
612,1973,8,34,French Grand Prix,1973-07-01,,http://en.wikipedia.org/wiki/1973_French_Grand_Prix
624,1972,5,50,Belgian Grand Prix,1972-06-04,,http://en.wikipedia.org/wiki/1972_Belgian_Grand_Prix
634,1971,3,6,Monaco Grand Prix,1971-05-23,,http://en.wikipedia.org/wiki/1971_Monaco_Grand_Prix
677,1968,11,46,United States Grand Prix,1968-10-06,,http://en.wikipedia.org/wiki/1968_United_States_Grand_Prix
