targetid,raceid,driverid,win
22698,482,182,0
57153,527,200,0
46614,787,623,0
46722,788,562,0
18642,367,140,0
20172,411,175,0
57037,573,260,0
11392,141,4,0
21644,455,137,0
21491,450,177,0
55354,592,296,0
55318,591,199,0
51143,702,380,0
59294,509,173,0
19041,374,77,0
48683,737,403,0
46260,795,596,0
66847,910,154,0
17934,6,10,0
22122,468,172,0
63805,339,808,0
67448,942,815,0
22338,474,208,0
5174,230,14,0
53855,677,341,0
55300,590,289,0
45272,815,714,0
51828,804,651,0
22745,483,197,0
21348,446,102,0
10855,216,49,0
12148,110,43,0
56406,588,232,0
64744,854,13,0
13818,45,17,0
22911,488,212,0
22825,485,218,0
54064,624,338,0
65538,881,4,0
54993,612,333,0
47159,780,501,0
64045,348,811,0
51187,703,383,0
65531,880,820,0
16187,329,150,0
64074,349,810,0
53871,677,360,0
52140,807,730,0
44116,832,619,0
11746,157,55,0
20376,418,173,0
21772,459,118,0
67075,927,822,0
22828,486,199,0
57870,547,208,0
21215,442,170,0
51793,804,656,0
17078,305,77,0
1317,77,32,0
13771,43,11,0
44504,822,751,0
53216,634,339,0
67957,964,836,0
59336,510,163,0
49424,773,580,0
43655,826,687,0
11571,150,2,0
58173,554,212,0
17977,10,67,0
57425,535,187,0
51901,805,659,0
