corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
1,Corp. Apex Key StonesInc., , ,,,,,2004-10-12T10:41:26,3,
2,Corp. Apex LightingInc., , ,,,,,2004-10-12T10:41:26,8,
4,Corp. Apex NeedleworkInc., , ,,,,,2004-10-12T10:41:26,6,
5,Corp. Apex OperaInc., , ,,,,,2004-10-12T10:41:26,3,
7,Corp. Apex QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
16,Corp. Boston PetroleumInc., , ,,,,,2004-10-12T10:41:26,1,
24,Corp. Computer NeedleworkInc., , ,,,,,2004-10-12T10:41:26,5,
28,Corp. Computer RestaurantsInc., , ,,,,,2004-10-12T10:41:26,8,
29,Corp. Computer Sail MakersInc., , ,,,,,2004-10-12T10:41:26,7,
30,Corp. Computer TransitInc., , ,,,,,2004-10-12T10:41:26,1,
31,Corp. Driven Key StonesInc., , ,,,,,2004-10-12T10:41:26,1,
33,Corp. Driven MachineryInc., , ,,,,,2004-10-12T10:41:26,1,
34,Corp. Driven NeedleworkInc., , ,,,,,2004-10-12T10:41:26,1,
35,Corp. Driven OperaInc., , ,,,,,2004-10-12T10:41:26,3,
38,Corp. Driven RestaurantsInc., , ,,,,,2004-10-12T10:41:26,8,
41,Corp. Expert Key StonesInc., , ,,,,,2004-10-12T10:41:26,2,
42,Corp. Expert LightingInc., , ,,,,,2004-10-12T10:41:26,6,
44,Corp. Expert NeedleworkInc., , ,,,,,2004-10-12T10:41:26,6,
45,Corp. Expert OperaInc., , ,,,,,2004-10-12T10:41:26,1,
48,Corp. Expert RestaurantsInc., , ,,,,,2004-10-12T10:41:26,8,
49,Corp. Expert Sail MakersInc., , ,,,,,2004-10-12T10:41:26,4,
53,Corp. Famous MachineryInc., , ,,,,,2004-10-12T10:41:26,4,
58,Corp. Famous RestaurantsInc., , ,,,,,2004-10-12T10:41:26,3,
60,Corp. Famous TransitInc., , ,,,,,2004-10-12T10:41:26,4,
65,Corp. Giant OperaInc., , ,,,,,2004-10-12T10:41:26,8,
67,Corp. Giant QuestsInc., , ,,,,,2004-10-12T10:41:26,5,
69,Corp. Giant Sail MakersInc., , ,,,,,2004-10-12T10:41:26,1,
74,Corp. Humble NeedleworkInc., , ,,,,,2004-10-12T10:41:26,7,
75,Corp. Humble OperaInc., , ,,,,,2004-10-12T10:41:26,1,
76,Corp. Humble PetroleumInc., , ,,,,,2004-10-12T10:41:26,4,
79,Corp. Humble Sail MakersInc., , ,,,,,2004-10-12T10:41:26,8,
81,Corp. Imperial Key StonesInc., , ,,,,,2004-10-12T10:41:26,6,
82,Corp. Imperial LightingInc., , ,,,,,2004-10-12T10:41:26,3,
84,Corp. Imperial NeedleworkInc., , ,,,,,2004-10-12T10:41:26,5,
85,Corp. Imperial OperaInc., , ,,,,,2004-10-12T10:41:26,2,
86,Corp. Imperial PetroleumInc., , ,,,,,2004-10-12T10:41:26,2,
91,Corp. Just Key StonesInc., , ,,,,,2004-10-12T10:41:26,3,
93,Corp. Just MachineryInc., , ,,,,,2004-10-12T10:41:26,4,
97,Corp. Just QuestsInc., , ,,,,,2004-10-12T10:41:26,7,
99,Corp. Just Sail MakersInc., , ,,,,,2004-10-12T10:41:26,5,
100,Corp. Just TransitInc., , ,,,,,2004-10-12T10:41:26,1,
102,Corp. Apex LightingCo., , ,,,,,2004-10-12T10:41:26,5,
110,Corp. Apex TransitCo., , ,,,,,2004-10-12T10:41:26,7,
111,Corp. Boston Key StonesCo., , ,,,,,2004-10-12T10:41:26,2,
112,Corp. Boston LightingCo., , ,,,,,2004-10-12T10:41:26,7,
